izn          menc_Msun       radius_cm         tau3keV         tau6keV         tau1keV         tau2keV         tau5keV        tau10keV        tau20keV        tau50keV       tau100keV       tau200keV       tau500keV       tau847keV      tau1000keV      tau1238keV      tau2000keV
38        2.787225e-01    4.581619e+15    1.031831e-01    1.844079e-01    2.623555e-02    6.749696e-02    1.598334e-01    2.585877e-01    3.491229e-01    3.999280e-01    3.790333e-01    3.231789e-01    2.332672e-01    1.849251e-01    1.709318e-01    1.535926e-01    1.185817e-01
39        2.927237e-01    4.686336e+15    9.898943e-02    1.770043e-01    2.514267e-02    6.471871e-02    1.534150e-01    2.481545e-01    3.349802e-01    3.837057e-01    3.636527e-01    3.100669e-01    2.238046e-01    1.774239e-01    1.639982e-01    1.473624e-01    1.137717e-01
40        3.067863e-01    4.834598e+15    9.508777e-02    1.700771e-01    2.412676e-02    6.213830e-02    1.474184e-01    2.383686e-01    3.216853e-01    3.684203e-01    3.491456e-01    2.976923e-01    2.148715e-01    1.703419e-01    1.574521e-01    1.414803e-01    1.092304e-01
41        3.153916e-01    4.896806e+15    9.142216e-02    1.635360e-01    2.317308e-02    5.971773e-02    1.417634e-01    2.291082e-01    3.090795e-01    3.538974e-01    3.353500e-01    2.859184e-01    2.063698e-01    1.636016e-01    1.512217e-01    1.358819e-01    1.049081e-01
42        3.239460e-01    5.002560e+15    8.929700e-02    1.597282e-01    2.262053e-02    5.831613e-02    1.384749e-01    2.237081e-01    3.017169e-01    3.454013e-01    3.272738e-01    2.790230e-01    2.013897e-01    1.596531e-01    1.475719e-01    1.326022e-01    1.023759e-01
43        3.324567e-01    5.042995e+15    8.726835e-02    1.560843e-01    2.209327e-02    5.697921e-02    1.353299e-01    2.185348e-01    2.946570e-01    3.372463e-01    3.195185e-01    2.723998e-01    1.966057e-01    1.558600e-01    1.440657e-01    1.294516e-01    9.994340e-02
44        3.410041e-01    5.149786e+15    8.532125e-02    1.525776e-01    2.158743e-02    5.569707e-02    1.323054e-01    2.135508e-01    2.878485e-01    3.293736e-01    3.120284e-01    2.660015e-01    1.919834e-01    1.521950e-01    1.406780e-01    1.264074e-01    9.759302e-02
45        3.496075e-01    5.196442e+15    8.343296e-02    1.491689e-01    2.109704e-02    5.445455e-02    1.293672e-01    2.087013e-01    2.812179e-01    3.216997e-01    3.047245e-01    2.597608e-01    1.874745e-01    1.486199e-01    1.373733e-01    1.234378e-01    9.530021e-02
46        3.581894e-01    5.290790e+15    8.159795e-02    1.458493e-01    2.062065e-02    5.324788e-02    1.265074e-01    2.039744e-01    2.747497e-01    3.142076e-01    2.975911e-01    2.536646e-01    1.830695e-01    1.451270e-01    1.341446e-01    1.205365e-01    9.306015e-02
47        3.667499e-01    5.337446e+15    7.982494e-02    1.426357e-01    2.016049e-02    5.208268e-02    1.237402e-01    1.993948e-01    2.684785e-01    3.069382e-01    2.906677e-01    2.477467e-01    1.787930e-01    1.417360e-01    1.310100e-01    1.177198e-01    9.088534e-02
48        3.750346e-01    5.432832e+15    7.811116e-02    1.395235e-01    1.971585e-02    5.095708e-02    1.210616e-01    1.949560e-01    2.623958e-01    2.998821e-01    2.839453e-01    2.419995e-01    1.746395e-01    1.384424e-01    1.279655e-01    1.149840e-01    8.877302e-02
49        3.902739e-01    5.508518e+15    7.650294e-02    1.365979e-01    1.929870e-02    4.990137e-02    1.185447e-01    1.907804e-01    2.566701e-01    2.932359e-01    2.776116e-01    2.365838e-01    1.707251e-01    1.353384e-01    1.250963e-01    1.124057e-01    8.678230e-02
50        4.048997e-01    5.666112e+15    7.365278e-02    1.314010e-01    1.855970e-02    4.803177e-02    1.140765e-01    1.833560e-01    2.464808e-01    2.813980e-01    2.663261e-01    2.269318e-01    1.637482e-01    1.298058e-01    1.199821e-01    1.078100e-01    8.323391e-02
51        4.201812e-01    5.751130e+15    7.104781e-02    1.266379e-01    1.788466e-02    4.632457e-02    1.099842e-01    1.765440e-01    2.371231e-01    2.705152e-01    2.559467e-01    2.180526e-01    1.573291e-01    1.247154e-01    1.152766e-01    1.035815e-01    7.996905e-02
52        4.346103e-01    5.910797e+15    6.845510e-02    1.218857e-01    1.721325e-02    4.462690e-02    1.059035e-01    1.697415e-01    2.277708e-01    2.596296e-01    2.455609e-01    2.091660e-01    1.509039e-01    1.196200e-01    1.105665e-01    9.934892e-02    7.670099e-02
53        4.435754e-01    5.983373e+15    6.611999e-02    1.175967e-01    1.660890e-02    4.309907e-02    1.022224e-01    1.635974e-01    2.193181e-01    2.497841e-01    2.361646e-01    2.011245e-01    1.450892e-01    1.150087e-01    1.063039e-01    9.551841e-02    7.374336e-02
54        4.524555e-01    6.087053e+15    6.473010e-02    1.150398e-01    1.624935e-02    4.219021e-02    1.000288e-01    1.599326e-01    2.142738e-01    2.439055e-01    2.305530e-01    1.963214e-01    1.416159e-01    1.122542e-01    1.037577e-01    9.323029e-02    7.197665e-02
55        4.607864e-01    6.131635e+15    6.339637e-02    1.125838e-01    1.590445e-02    4.131841e-02    9.792207e-02    1.564111e-01    2.094252e-01    2.382531e-01    2.251565e-01    1.917021e-01    1.382753e-01    1.096049e-01    1.013087e-01    9.102957e-02    7.027741e-02
56        4.691676e-01    6.233242e+15    6.217797e-02    1.103379e-01    1.558946e-02    4.052229e-02    9.599612e-02    1.531899e-01    2.049887e-01    2.330795e-01    2.202164e-01    1.874730e-01    1.352169e-01    1.071794e-01    9.906659e-02    8.901471e-02    6.872167e-02
57        4.782464e-01    6.283008e+15    6.098333e-02    1.081339e-01    1.528070e-02    3.974195e-02    9.410646e-02    1.500278e-01    2.006325e-01    2.279981e-01    2.153639e-01    1.833186e-01    1.322123e-01    1.047966e-01    9.686391e-02    8.703531e-02    6.719331e-02
58        4.866133e-01    6.377357e+15    5.972268e-02    1.058062e-01    1.495497e-02    3.891876e-02    9.211112e-02    1.466873e-01    1.960295e-01    2.226273e-01    2.102343e-01    1.789267e-01    1.290359e-01    1.022774e-01    9.453523e-02    8.494267e-02    6.557751e-02
59        4.953515e-01    6.442675e+15    5.858905e-02    1.037115e-01    1.466214e-02    3.817873e-02    9.031579e-02    1.436804e-01    1.918852e-01    2.177906e-01    2.056144e-01    1.749710e-01    1.261748e-01    1.000083e-01    9.243771e-02    8.305776e-02    6.412211e-02
60        5.038872e-01    6.527693e+15    5.743627e-02    1.015798e-01    1.436444e-02    3.742642e-02    8.848910e-02    1.406198e-01    1.876658e-01    2.128652e-01    2.009093e-01    1.709421e-01    1.232608e-01    9.769721e-02    9.030131e-02    8.113791e-02    6.263972e-02
61        5.167221e-01    6.625152e+15    5.633778e-02    9.954715e-02    1.408083e-02    3.670973e-02    8.674752e-02    1.377006e-01    1.836409e-01    2.081656e-01    1.964196e-01    1.670973e-01    1.204798e-01    9.549166e-02    8.826251e-02    7.930576e-02    6.122505e-02
62        5.293631e-01    6.718464e+15    5.473419e-02    9.657757e-02    1.366692e-02    3.566381e-02    8.420363e-02    1.334350e-01    1.777579e-01    2.012951e-01    1.898551e-01    1.614756e-01    1.164134e-01    9.226660e-02    8.528128e-02    7.662670e-02    5.915644e-02
63        5.423567e-01    6.848064e+15    5.320254e-02    9.373875e-02    1.327172e-02    3.466517e-02    8.177223e-02    1.293560e-01    1.721311e-01    1.947220e-01    1.835740e-01    1.560962e-01    1.125221e-01    8.918040e-02    8.242841e-02    7.406299e-02    5.717689e-02
64        5.551301e-01    6.950707e+15    5.168203e-02    9.091834e-02    1.287951e-02    3.367412e-02    7.935700e-02    1.253025e-01    1.665383e-01    1.881870e-01    1.773288e-01    1.507471e-01    1.086526e-01    8.611150e-02    7.959152e-02    7.151364e-02    5.520843e-02
65        5.678792e-01    7.077197e+15    5.023930e-02    8.824030e-02    1.250749e-02    3.273406e-02    7.706406e-02    1.214529e-01    1.612257e-01    1.819781e-01    1.713947e-01    1.456642e-01    1.049757e-01    8.319526e-02    7.689575e-02    6.909110e-02    5.333788e-02
66        5.808353e-01    7.197466e+15    4.884784e-02    8.565575e-02    1.214880e-02    3.182767e-02    7.485146e-02    1.177370e-01    1.560969e-01    1.759829e-01    1.656643e-01    1.407556e-01    1.014247e-01    8.037890e-02    7.429230e-02    6.675152e-02    5.153139e-02
67        5.935844e-01    7.302182e+15    4.748383e-02    8.312073e-02    1.179728e-02    3.093939e-02    7.268153e-02    1.140917e-01    1.510648e-01    1.700999e-01    1.600408e-01    1.359383e-01    9.793966e-02    7.761485e-02    7.173722e-02    6.445540e-02    4.975845e-02
68        6.060591e-01    7.439040e+15    4.618426e-02    8.070422e-02    1.146247e-02    3.009328e-02    7.061325e-02    1.106165e-01    1.462669e-01    1.644897e-01    1.546778e-01    1.313440e-01    9.461589e-02    7.497869e-02    6.930035e-02    6.226551e-02    4.806754e-02
69        6.222196e-01    7.542720e+15    4.495513e-02    7.841761e-02    1.114588e-02    2.929321e-02    6.865634e-02    1.073276e-01    1.417259e-01    1.591794e-01    1.496011e-01    1.269949e-01    9.146941e-02    7.248313e-02    6.699345e-02    6.019242e-02    4.646681e-02
70        6.377325e-01    7.714829e+15    4.341476e-02    7.555074e-02    1.074924e-02    2.829077e-02    6.620304e-02    1.032038e-01    1.360315e-01    1.525196e-01    1.432341e-01    1.215401e-01    8.752303e-02    6.935314e-02    6.410008e-02    5.759230e-02    4.445913e-02
71        6.531381e-01    7.839245e+15    4.199028e-02    7.289839e-02    1.038255e-02    2.736397e-02    6.393351e-02    9.938830e-02    1.307624e-01    1.463565e-01    1.373417e-01    1.164918e-01    8.387061e-02    6.645629e-02    6.142222e-02    5.518584e-02    4.260098e-02
72        6.684412e-01    8.002022e+15    4.062992e-02    7.036446e-02    1.003247e-02    2.647907e-02    6.176544e-02    9.574289e-02    1.257280e-01    1.404674e-01    1.317110e-01    1.116676e-01    8.038033e-02    6.368803e-02    5.886323e-02    5.288621e-02    4.082532e-02
73        6.841289e-01    8.135770e+15    3.932787e-02    6.793834e-02    9.697489e-03    2.563227e-02    5.968972e-02    9.225247e-02    1.209074e-01    1.348282e-01    1.263190e-01    1.070479e-01    7.703789e-02    6.103703e-02    5.641264e-02    5.068398e-02    3.912487e-02
74        6.991308e-01    8.297510e+15    3.804216e-02    6.554203e-02    9.366805e-03    2.479625e-02    5.763960e-02    8.880490e-02    1.161460e-01    1.292578e-01    1.209928e-01    1.024844e-01    7.373617e-02    5.841831e-02    5.399189e-02    4.850857e-02    3.744513e-02
75        7.148173e-01    8.438515e+15    3.685684e-02    6.333231e-02    9.062018e-03    2.402563e-02    5.574916e-02    8.562577e-02    1.117553e-01    1.241210e-01    1.160811e-01    9.827604e-02    7.069133e-02    5.600333e-02    5.175947e-02    4.650240e-02    3.589607e-02
76        7.296348e-01    8.586778e+15    3.565860e-02    6.109876e-02    8.754545e-03    2.324722e-02    5.383778e-02    8.241533e-02    1.073247e-01    1.189404e-01    1.111286e-01    9.403308e-02    6.762159e-02    5.356862e-02    4.950882e-02    4.447986e-02    3.433436e-02
77        7.384454e-01    8.708083e+15    3.456496e-02    5.905990e-02    8.473986e-03    2.253687e-02    5.209303e-02    7.948486e-02    1.032806e-01    1.142117e-01    1.066081e-01    9.016022e-02    6.481962e-02    5.134628e-02    4.745448e-02    4.263373e-02    3.290887e-02
78        7.471127e-01    8.799322e+15    3.393479e-02    5.788497e-02    8.312358e-03    2.212761e-02    5.108758e-02    7.779618e-02    1.009503e-01    1.114870e-01    1.040033e-01    8.792860e-02    6.320506e-02    5.006572e-02    4.627073e-02    4.156995e-02    3.208747e-02
79        7.557563e-01    8.878118e+15    3.332988e-02    5.675704e-02    8.157219e-03    2.173476e-02    5.012235e-02    7.617506e-02    9.871324e-02    1.088712e-01    1.015027e-01    8.578623e-02    6.165506e-02    4.883637e-02    4.513432e-02    4.054871e-02    3.129892e-02
80        7.645501e-01    8.977651e+15    3.273828e-02    5.565386e-02    8.005496e-03    2.135056e-02    4.917834e-02    7.458947e-02    9.652511e-02    1.063126e-01    9.905667e-02    8.369064e-02    6.013891e-02    4.763386e-02    4.402271e-02    3.954976e-02    3.052759e-02
81        7.732437e-01    9.046080e+15    3.214870e-02    5.455432e-02    7.854257e-03    2.096766e-02    4.823749e-02    7.300886e-02    9.434359e-02    1.037614e-01    9.661771e-02    8.160103e-02    5.862708e-02    4.643477e-02    4.291427e-02    3.855366e-02    2.975845e-02
82        7.818658e-01    9.152870e+15    3.157735e-02    5.348856e-02    7.707603e-03    2.059652e-02    4.732566e-02    7.147627e-02    9.222771e-02    1.012865e-01    9.425139e-02    7.957358e-02    5.716019e-02    4.527132e-02    4.183878e-02    3.758717e-02    2.901217e-02
83        7.899225e-01    9.227520e+15    3.102292e-02    5.245400e-02    7.565105e-03    2.023622e-02    4.644076e-02    6.998747e-02    9.017105e-02    9.887972e-02    9.194983e-02    7.760145e-02    5.573326e-02    4.413956e-02    4.079258e-02    3.664700e-02    2.828621e-02
84        7.985691e-01    9.322906e+15    3.051721e-02    5.150980e-02    7.434816e-03    1.990731e-02    4.563352e-02    6.862696e-02    8.828956e-02    9.667619e-02    8.984194e-02    7.579501e-02    5.442614e-02    4.310281e-02    3.983419e-02    3.578574e-02    2.762119e-02
85        8.079366e-01    9.411034e+15    2.998627e-02    5.051824e-02    7.297684e-03    1.956167e-02    4.478611e-02    6.719652e-02    8.630945e-02    9.435555e-02    8.762144e-02    7.389184e-02    5.304894e-02    4.201047e-02    3.882443e-02    3.487831e-02    2.692051e-02
86        8.179097e-01    9.506419e+15    2.941448e-02    4.945652e-02    7.149863e-03    1.918875e-02    4.387744e-02    6.566839e-02    8.419840e-02    9.188649e-02    8.526095e-02    7.186968e-02    5.158601e-02    4.085019e-02    3.775186e-02    3.391445e-02    2.617627e-02
87        8.273126e-01    9.610099e+15    2.881009e-02    4.833999e-02    6.993483e-03    1.879393e-02    4.292063e-02    6.406471e-02    8.198701e-02    8.930483e-02    8.279471e-02    6.975790e-02    5.005859e-02    3.963882e-02    3.663207e-02    3.290817e-02    2.539929e-02
88        8.367806e-01    9.688896e+15    2.824421e-02    4.730060e-02    6.846930e-03    1.842358e-02    4.202864e-02    6.257533e-02    7.993751e-02    8.691722e-02    8.051588e-02    6.780760e-02    4.864834e-02    3.852043e-02    3.559825e-02    3.197914e-02    2.468196e-02
89        8.461851e-01    9.794650e+15    2.767623e-02    4.626409e-02    6.699681e-03    1.805110e-02    4.113766e-02    6.109402e-02    7.790391e-02    8.455383e-02    7.826247e-02    6.588021e-02    4.725508e-02    3.741558e-02    3.457695e-02    3.106138e-02    2.397335e-02
90        8.550618e-01    9.885888e+15    2.711210e-02    4.524247e-02    6.553251e-03    1.768026e-02    4.025777e-02    5.963865e-02    7.591162e-02    8.224520e-02    7.606401e-02    6.400120e-02    4.589728e-02    3.633892e-02    3.358173e-02    3.016708e-02    2.328286e-02
91        8.648939e-01    9.983347e+15    2.657852e-02    4.428471e-02    6.414555e-03    1.732854e-02    3.943100e-02    5.827933e-02    7.405707e-02    8.010360e-02    7.402763e-02    6.226222e-02    4.464122e-02    3.534304e-02    3.266118e-02    2.933988e-02    2.264420e-02
92        8.737440e-01    1.007770e+16    2.598370e-02    4.322771e-02    6.259698e-03    1.693526e-02    3.851620e-02    5.678558e-02    7.202700e-02    7.776876e-02    7.181134e-02    6.037154e-02    4.327630e-02    3.426095e-02    3.166096e-02    2.844112e-02    2.195031e-02
93        8.896015e-01    1.018345e+16    2.544707e-02    4.228206e-02    6.119813e-03    1.657956e-02    3.769599e-02    5.545400e-02    7.022327e-02    7.570136e-02    6.985183e-02    5.870139e-02    4.207111e-02    3.330558e-02    3.077789e-02    2.764764e-02    2.133771e-02
94        9.046597e-01    1.035348e+16    2.446169e-02    4.057468e-02    5.862286e-03    1.592313e-02    3.620854e-02    5.306761e-02    6.701281e-02    7.204817e-02    6.640020e-02    5.576495e-02    3.995417e-02    3.162777e-02    2.922710e-02    2.625424e-02    2.026201e-02
95        9.206303e-01    1.050278e+16    2.350603e-02    3.894802e-02    5.611860e-03    1.528320e-02    3.478471e-02    5.081223e-02    6.400137e-02    6.864899e-02    6.319996e-02    5.304815e-02    3.799767e-02    3.007746e-02    2.779421e-02    2.496683e-02    1.926819e-02
96        9.361180e-01    1.065830e+16    2.246946e-02    3.721701e-02    5.339477e-03    1.458535e-02    3.326175e-02    4.843331e-02    6.085160e-02    6.512617e-02    5.989687e-02    5.025091e-02    3.598577e-02    2.848365e-02    2.632117e-02    2.364342e-02    1.824666e-02
97        9.513030e-01    1.081382e+16    2.145440e-02    3.554461e-02    5.072229e-03    1.389942e-02    3.178495e-02    4.614956e-02    5.784648e-02    6.178806e-02    5.677661e-02    4.761341e-02    3.409056e-02    2.698258e-02    2.493389e-02    2.239711e-02    1.728468e-02
98        9.658515e-01    1.099008e+16    2.046177e-02    3.392389e-02    4.810552e-03    1.322700e-02    3.035023e-02    4.394603e-02    5.495925e-02    5.859617e-02    5.379949e-02    4.510023e-02    3.228590e-02    2.555342e-02    2.361310e-02    2.121056e-02    1.636887e-02
