izn          menc_Msun       radius_cm         tau3keV         tau6keV         tau1keV         tau2keV         tau5keV        tau10keV        tau20keV        tau50keV       tau100keV       tau200keV       tau500keV       tau847keV      tau1000keV      tau1238keV      tau2000keV
23        1.231733e-01    1.030234e+15    1.622896e+00    2.823585e+00    4.184475e-01    1.074351e+00    2.461441e+00    3.929808e+00    5.267642e+00    5.981241e+00    5.646567e+00    4.802547e+00    3.461975e+00    2.743798e+00    2.536069e+00    2.278684e+00    1.759135e+00
24        1.326445e-01    1.072051e+15    1.554321e+00    2.712057e+00    4.003596e-01    1.027847e+00    2.362606e+00    3.778464e+00    5.069711e+00    5.762887e+00    5.443103e+00    4.630890e+00    3.338749e+00    2.646217e+00    2.445888e+00    2.197671e+00    1.696608e+00
25        1.448927e-01    1.106611e+15    1.489370e+00    2.606214e+00    3.832327e-01    9.838255e-01    2.268860e+00    3.634694e+00    4.881506e+00    5.555038e+00    5.249331e+00    4.467361e+00    3.221339e+00    2.553241e+00    2.359962e+00    2.120478e+00    1.637030e+00
26        1.572242e-01    1.151194e+15    1.411541e+00    2.479173e+00    3.627145e-01    9.310985e-01    2.156390e+00    3.461992e+00    4.655249e+00    5.304944e+00    5.016081e+00    4.270467e+00    3.079957e+00    2.441276e+00    2.256487e+00    2.027521e+00    1.565283e+00
27        1.697169e-01    1.200960e+15    1.340479e+00    2.362134e+00    3.440039e-01    8.830732e-01    2.053030e+00    3.302199e+00    4.445017e+00    5.071461e+00    4.797855e+00    4.086014e+00    2.947420e+00    2.336303e+00    2.159471e+00    1.940363e+00    1.498010e+00
28        1.823643e-01    1.227917e+15    1.275848e+00    2.254729e+00    3.270087e-01    8.395030e-01    1.958409e+00    3.154929e+00    4.250455e+00    4.854385e+00    4.594540e+00    3.913949e+00    2.823704e+00    2.238303e+00    2.068899e+00    1.858992e+00    1.435201e+00
29        1.907107e-01    1.275955e+15    1.215970e+00    2.154357e+00    3.112830e-01    7.992340e-01    1.870190e+00    3.016742e+00    4.067179e+00    4.649018e+00    4.401821e+00    3.750661e+00    2.706230e+00    2.145236e+00    1.982884e+00    1.781714e+00    1.375549e+00
30        1.993106e-01    1.289779e+15    1.179539e+00    2.092842e+00    3.017251e-01    7.747833e-01    1.816230e+00    2.931766e+00    3.954113e+00    4.521877e+00    4.282322e+00    3.649317e+00    2.633284e+00    2.087441e+00    1.929467e+00    1.733721e+00    1.338502e+00
31        2.077098e-01    1.327450e+15    1.144328e+00    2.033060e+00    2.924950e-01    7.511890e-01    1.763867e+00    2.848971e+00    3.843682e+00    4.397374e+00    4.165167e+00    3.549890e+00    2.561694e+00    2.030716e+00    1.877037e+00    1.686615e+00    1.302139e+00
32        2.161876e-01    1.345075e+15    1.111738e+00    1.977445e+00    2.839581e-01    7.293820e-01    1.715220e+00    2.771770e+00    3.740488e+00    4.280754e+00    4.055314e+00    3.456602e+00    2.494503e+00    1.977472e+00    1.827826e+00    1.642400e+00    1.268007e+00
33        2.247936e-01    1.376870e+15    1.080613e+00    1.924065e+00    2.758111e-01    7.085854e-01    1.668590e+00    2.697505e+00    3.641006e+00    4.168072e+00    3.949064e+00    3.366320e+00    2.429456e+00    1.925925e+00    1.780182e+00    1.599593e+00    1.234961e+00
34        2.333907e-01    1.395533e+15    1.050540e+00    1.872246e+00    2.679449e-01    6.885190e-01    1.623379e+00    2.625257e+00    3.544034e+00    4.058001e+00    3.845178e+00    3.277997e+00    2.365803e+00    1.875479e+00    1.733556e+00    1.557699e+00    1.202619e+00
35        2.420309e-01    1.429056e+15    1.021941e+00    1.822736e+00    2.604698e-01    6.694626e-01    1.580236e+00    2.556084e+00    3.451009e+00    3.952187e+00    3.745220e+00    3.192967e+00    2.304506e+00    1.826898e+00    1.688653e+00    1.517353e+00    1.171473e+00
36        2.507676e-01    1.449792e+15    9.945773e-01    1.775152e+00    2.533222e-01    6.512528e-01    1.538822e+00    2.489472e+00    3.361262e+00    3.849904e+00    3.648514e+00    3.110662e+00    2.245158e+00    1.779859e+00    1.645175e+00    1.478287e+00    1.141314e+00
37        2.646089e-01    1.486426e+15    9.682458e-01    1.729164e+00    2.464488e-01    6.337525e-01    1.498840e+00    2.424968e+00    3.274200e+00    3.750493e+00    3.554446e+00    3.030563e+00    2.187387e+00    1.734068e+00    1.602849e+00    1.440256e+00    1.111953e+00
38        2.787225e-01    1.527206e+15    9.286478e-01    1.659671e+00    2.361200e-01    6.074727e-01    1.438501e+00    2.327289e+00    3.142106e+00    3.599352e+00    3.411300e+00    2.908610e+00    2.099405e+00    1.664326e+00    1.538386e+00    1.382334e+00    1.067235e+00
39        2.927237e-01    1.562112e+15    8.909049e-01    1.593039e+00    2.262840e-01    5.824684e-01    1.380735e+00    2.233390e+00    3.014821e+00    3.453352e+00    3.272874e+00    2.790602e+00    2.014242e+00    1.596815e+00    1.475984e+00    1.326262e+00    1.023945e+00
40        3.067863e-01    1.611533e+15    8.557899e-01    1.530694e+00    2.171409e-01    5.592447e-01    1.326766e+00    2.145318e+00    2.895168e+00    3.315783e+00    3.142310e+00    2.679230e+00    1.933844e+00    1.533077e+00    1.417069e+00    1.273323e+00    9.830736e-01
41        3.153916e-01    1.632269e+15    8.227994e-01    1.471824e+00    2.085577e-01    5.374596e-01    1.275871e+00    2.061974e+00    2.781715e+00    3.185076e+00    3.018150e+00    2.573266e+00    1.857329e+00    1.472415e+00    1.360996e+00    1.222937e+00    9.441726e-01
42        3.239460e-01    1.667520e+15    8.036730e-01    1.437554e+00    2.035847e-01    5.248452e-01    1.246274e+00    2.013373e+00    2.715452e+00    3.108612e+00    2.945464e+00    2.511207e+00    1.812508e+00    1.436878e+00    1.328147e+00    1.193420e+00    9.213834e-01
43        3.324567e-01    1.680998e+15    7.854152e-01    1.404759e+00    1.988395e-01    5.128129e-01    1.217969e+00    1.966813e+00    2.651913e+00    3.035217e+00    2.875666e+00    2.451598e+00    1.769451e+00    1.402740e+00    1.296591e+00    1.165064e+00    8.994906e-01
44        3.410041e-01    1.716595e+15    7.678912e-01    1.373199e+00    1.942868e-01    5.012736e-01    1.190749e+00    1.921957e+00    2.590636e+00    2.964363e+00    2.808255e+00    2.394013e+00    1.727851e+00    1.369755e+00    1.266102e+00    1.137667e+00    8.783372e-01
45        3.496075e-01    1.732147e+15    7.508967e-01    1.342520e+00    1.898733e-01    4.900909e-01    1.164305e+00    1.878312e+00    2.530961e+00    2.895297e+00    2.742520e+00    2.337848e+00    1.687271e+00    1.337579e+00    1.236359e+00    1.110940e+00    8.577019e-01
46        3.581894e-01    1.763597e+15    7.343816e-01    1.312644e+00    1.855858e-01    4.792309e-01    1.138566e+00    1.835770e+00    2.472747e+00    2.827868e+00    2.678320e+00    2.282981e+00    1.647626e+00    1.306143e+00    1.207301e+00    1.084829e+00    8.375414e-01
47        3.667499e-01    1.779149e+15    7.184244e-01    1.283721e+00    1.814444e-01    4.687441e-01    1.113662e+00    1.794553e+00    2.416307e+00    2.762444e+00    2.616009e+00    2.229720e+00    1.609137e+00    1.275624e+00    1.179090e+00    1.059478e+00    8.179681e-01
48        3.750346e-01    1.810944e+15    7.030005e-01    1.255711e+00    1.774426e-01    4.586137e-01    1.089554e+00    1.754604e+00    2.361562e+00    2.698939e+00    2.555507e+00    2.177996e+00    1.571755e+00    1.245981e+00    1.151690e+00    1.034856e+00    7.989572e-01
49        3.902739e-01    1.836173e+15    6.885265e-01    1.229381e+00    1.736883e-01    4.491124e-01    1.066903e+00    1.717024e+00    2.310031e+00    2.639123e+00    2.498504e+00    2.129254e+00    1.536526e+00    1.218046e+00    1.125867e+00    1.011651e+00    7.810407e-01
50        4.048997e-01    1.888704e+15    6.628751e-01    1.182609e+00    1.670373e-01    4.322859e-01    1.026689e+00    1.650204e+00    2.218328e+00    2.532582e+00    2.396935e+00    2.042386e+00    1.473734e+00    1.168252e+00    1.079839e+00    9.702896e-01    7.491052e-01
51        4.201812e-01    1.917043e+15    6.394303e-01    1.139741e+00    1.609620e-01    4.169211e-01    9.898579e-01    1.588896e+00    2.134108e+00    2.434637e+00    2.303520e+00    1.962474e+00    1.415962e+00    1.122438e+00    1.037489e+00    9.322334e-01    7.197215e-01
52        4.346103e-01    1.970266e+15    6.160959e-01    1.096972e+00    1.549192e-01    4.016421e-01    9.531319e-01    1.527674e+00    2.049937e+00    2.336667e+00    2.210049e+00    1.882494e+00    1.358135e+00    1.076580e+00    9.950988e-01    8.941403e-01    6.903090e-01
53        4.435754e-01    1.994458e+15    5.950799e-01    1.058371e+00    1.494801e-01    3.878916e-01    9.200019e-01    1.472377e+00    1.973863e+00    2.248056e+00    2.125481e+00    1.810121e+00    1.305803e+00    1.035078e+00    9.567352e-01    8.596657e-01    6.636903e-01
54        4.524555e-01    2.029018e+15    5.825709e-01    1.035359e+00    1.462442e-01    3.797119e-01    9.002588e-01    1.439394e+00    1.928464e+00    2.195150e+00    2.074977e+00    1.766893e+00    1.274543e+00    1.010288e+00    9.338192e-01    8.390726e-01    6.477898e-01
55        4.607864e-01    2.043878e+15    5.705674e-01    1.013254e+00    1.431400e-01    3.718657e-01    8.812987e-01    1.407700e+00    1.884826e+00    2.144278e+00    2.026408e+00    1.725318e+00    1.244478e+00    9.864445e-01    9.117785e-01    8.192662e-01    6.324967e-01
56        4.691676e-01    2.077747e+15    5.596018e-01    9.930411e-01    1.403051e-01    3.647006e-01    8.639651e-01    1.378709e+00    1.844898e+00    2.097715e+00    1.981948e+00    1.687257e+00    1.216952e+00    9.646147e-01    8.915993e-01    8.011324e-01    6.184951e-01
57        4.782464e-01    2.094336e+15    5.488500e-01    9.732051e-01    1.375263e-01    3.576776e-01    8.469581e-01    1.350250e+00    1.805693e+00    2.051983e+00    1.938275e+00    1.649868e+00    1.189911e+00    9.431691e-01    8.717752e-01    7.833178e-01    6.047398e-01
58        4.866133e-01    2.125786e+15    5.375041e-01    9.522559e-01    1.345948e-01    3.502688e-01    8.290000e-01    1.320186e+00    1.764265e+00    2.003645e+00    1.892109e+00    1.610341e+00    1.161323e+00    9.204968e-01    8.508171e-01    7.644840e-01    5.901976e-01
59        4.953515e-01    2.147558e+15    5.273014e-01    9.334033e-01    1.319593e-01    3.436086e-01    8.128421e-01    1.293124e+00    1.726966e+00    1.960115e+00    1.850529e+00    1.574739e+00    1.135574e+00    9.000751e-01    8.319394e-01    7.475198e-01    5.770990e-01
60        5.038872e-01    2.175898e+15    5.169265e-01    9.142183e-01    1.292800e-01    3.368378e-01    7.964019e-01    1.265578e+00    1.688993e+00    1.915787e+00    1.808184e+00    1.538479e+00    1.109347e+00    8.792749e-01    8.127118e-01    7.302412e-01    5.637575e-01
61        5.167221e-01    2.208384e+15    5.070400e-01    8.959243e-01    1.267274e-01    3.303875e-01    7.807276e-01    1.239306e+00    1.652768e+00    1.873491e+00    1.767776e+00    1.503876e+00    1.084318e+00    8.594249e-01    7.943626e-01    7.137518e-01    5.510254e-01
62        5.293631e-01    2.239488e+15    4.926077e-01    8.691982e-01    1.230023e-01    3.209743e-01    7.578327e-01    1.200915e+00    1.599821e+00    1.811656e+00    1.708696e+00    1.453280e+00    1.047721e+00    8.303994e-01    7.675315e-01    6.896403e-01    5.324080e-01
63        5.423567e-01    2.282688e+15    4.788229e-01    8.436488e-01    1.194454e-01    3.119865e-01    7.359500e-01    1.164204e+00    1.549180e+00    1.752498e+00    1.652166e+00    1.404865e+00    1.012699e+00    8.026236e-01    7.418557e-01    6.665669e-01    5.145920e-01
64        5.551301e-01    2.316902e+15    4.651382e-01    8.182650e-01    1.159156e-01    3.030671e-01    7.142130e-01    1.127723e+00    1.498845e+00    1.693683e+00    1.595959e+00    1.356724e+00    9.778738e-01    7.750035e-01    7.163237e-01    6.436228e-01    4.968759e-01
65        5.678792e-01    2.359066e+15    4.521537e-01    7.941627e-01    1.125674e-01    2.946066e-01    6.935765e-01    1.093076e+00    1.451032e+00    1.637803e+00    1.542552e+00    1.310978e+00    9.447812e-01    7.487574e-01    6.920618e-01    6.218199e-01    4.800410e-01
66        5.808353e-01    2.399155e+15    4.396306e-01    7.709018e-01    1.093392e-01    2.864490e-01    6.736632e-01    1.059633e+00    1.404872e+00    1.583846e+00    1.490979e+00    1.266801e+00    9.128222e-01    7.234101e-01    6.686307e-01    6.007637e-01    4.637825e-01
67        5.935844e-01    2.434061e+15    4.273545e-01    7.480866e-01    1.061755e-01    2.784545e-01    6.541337e-01    1.026826e+00    1.359584e+00    1.530899e+00    1.440367e+00    1.223445e+00    8.814569e-01    6.985337e-01    6.456350e-01    5.800986e-01    4.478261e-01
68        6.060591e-01    2.479680e+15    4.156584e-01    7.263380e-01    1.031622e-01    2.708395e-01    6.355193e-01    9.955481e-01    1.316402e+00    1.480408e+00    1.392100e+00    1.182096e+00    8.515430e-01    6.748082e-01    6.237031e-01    5.603896e-01    4.326078e-01
69        6.222196e-01    2.514240e+15    4.045962e-01    7.057584e-01    1.003130e-01    2.636389e-01    6.179071e-01    9.659486e-01    1.275533e+00    1.432614e+00    1.346410e+00    1.142954e+00    8.232247e-01    6.523482e-01    6.029410e-01    5.417318e-01    4.182013e-01
70        6.377325e-01    2.571610e+15    3.907328e-01    6.799567e-01    9.674317e-02    2.546169e-01    5.958274e-01    9.288346e-01    1.224284e+00    1.372677e+00    1.289107e+00    1.093861e+00    7.877073e-01    6.241783e-01    5.769007e-01    5.183307e-01    4.001321e-01
71        6.531381e-01    2.613082e+15    3.779125e-01    6.560855e-01    9.344297e-02    2.462757e-01    5.754015e-01    8.944947e-01    1.176862e+00    1.317209e+00    1.236075e+00    1.048426e+00    7.548355e-01    5.981066e-01    5.528000e-01    4.966726e-01    3.834089e-01
72        6.684412e-01    2.667341e+15    3.656693e-01    6.332801e-01    9.029224e-02    2.383116e-01    5.558889e-01    8.616861e-01    1.131552e+00    1.264207e+00    1.185399e+00    1.005009e+00    7.234229e-01    5.731923e-01    5.297691e-01    4.759758e-01    3.674279e-01
73        6.841289e-01    2.711923e+15    3.539508e-01    6.114450e-01    8.727740e-02    2.306904e-01    5.372075e-01    8.302722e-01    1.088167e+00    1.213453e+00    1.136871e+00    9.634309e-01    6.933410e-01    5.493332e-01    5.077137e-01    4.561558e-01    3.521238e-01
74        6.991308e-01    2.765837e+15    3.423795e-01    5.898783e-01    8.430124e-02    2.231662e-01    5.187564e-01    7.992441e-01    1.045314e+00    1.163320e+00    1.088936e+00    9.223598e-01    6.636256e-01    5.257648e-01    4.859270e-01    4.365771e-01    3.370061e-01
75        7.148173e-01    2.812838e+15    3.317116e-01    5.699908e-01    8.155816e-02    2.162307e-01    5.017425e-01    7.706319e-01    1.005797e+00    1.117089e+00    1.044730e+00    8.844843e-01    6.362220e-01    5.040300e-01    4.658352e-01    4.185216e-01    3.230646e-01
76        7.296348e-01    2.862259e+15    3.209274e-01    5.498888e-01    7.879090e-02    2.092250e-01    4.845400e-01    7.417380e-01    9.659223e-01    1.070464e+00    1.000158e+00    8.462977e-01    6.085944e-01    4.821176e-01    4.455794e-01    4.003187e-01    3.090092e-01
77        7.384454e-01    2.902694e+15    3.110847e-01    5.315391e-01    7.626587e-02    2.028319e-01    4.688373e-01    7.153637e-01    9.295257e-01    1.027906e+00    9.594730e-01    8.114420e-01    5.833766e-01    4.621165e-01    4.270904e-01    3.837035e-01    2.961798e-01
78        7.471127e-01    2.933107e+15    3.054132e-01    5.209647e-01    7.481122e-02    1.991485e-01    4.597882e-01    7.001657e-01    9.085529e-01    1.003383e+00    9.360298e-01    7.913574e-01    5.688455e-01    4.505915e-01    4.164366e-01    3.741295e-01    2.887873e-01
79        7.557563e-01    2.959373e+15    2.999689e-01    5.108133e-01    7.341497e-02    1.956128e-01    4.511012e-01    6.855755e-01    8.884191e-01    9.798406e-01    9.135241e-01    7.720760e-01    5.548956e-01    4.395273e-01    4.062088e-01    3.649384e-01    2.816903e-01
80        7.645501e-01    2.992550e+15    2.946445e-01    5.008848e-01    7.204946e-02    1.921551e-01    4.426051e-01    6.713052e-01    8.687260e-01    9.568131e-01    8.915101e-01    7.532157e-01    5.412502e-01    4.287047e-01    3.962044e-01    3.559479e-01    2.747483e-01
81        7.732437e-01    3.015360e+15    2.893383e-01    4.909889e-01    7.068831e-02    1.887089e-01    4.341374e-01    6.570797e-01    8.490923e-01    9.338528e-01    8.695594e-01    7.344093e-01    5.276437e-01    4.179129e-01    3.862284e-01    3.469830e-01    2.678260e-01
82        7.818658e-01    3.050957e+15    2.841961e-01    4.813970e-01    6.936843e-02    1.853687e-01    4.259309e-01    6.432864e-01    8.300494e-01    9.115784e-01    8.482625e-01    7.161623e-01    5.144417e-01    4.074419e-01    3.765490e-01    3.382845e-01    2.611095e-01
83        7.899225e-01    3.075840e+15    2.792063e-01    4.720860e-01    6.808594e-02    1.821260e-01    4.179668e-01    6.298873e-01    8.115394e-01    8.899175e-01    8.275485e-01    6.984131e-01    5.015994e-01    3.972561e-01    3.671332e-01    3.298230e-01    2.545759e-01
84        7.985691e-01    3.107635e+15    2.746549e-01    4.635882e-01    6.691335e-02    1.791658e-01    4.107017e-01    6.176426e-01    7.946061e-01    8.700857e-01    8.085775e-01    6.821551e-01    4.898352e-01    3.879253e-01    3.585077e-01    3.220717e-01    2.485907e-01
85        8.079366e-01    3.137011e+15    2.698764e-01    4.546642e-01    6.567915e-02    1.760550e-01    4.030750e-01    6.047686e-01    7.767851e-01    8.492000e-01    7.885930e-01    6.650265e-01    4.774405e-01    3.780943e-01    3.494198e-01    3.139048e-01    2.422846e-01
86        8.179097e-01    3.168806e+15    2.647304e-01    4.451087e-01    6.434876e-02    1.726988e-01    3.948970e-01    5.910155e-01    7.577856e-01    8.269784e-01    7.673485e-01    6.468271e-01    4.642741e-01    3.676517e-01    3.397667e-01    3.052300e-01    2.355865e-01
87        8.273126e-01    3.203366e+15    2.592909e-01    4.350599e-01    6.294135e-02    1.691453e-01    3.862857e-01    5.765824e-01    7.378831e-01    8.037435e-01    7.451524e-01    6.278211e-01    4.505273e-01    3.567494e-01    3.296887e-01    2.961735e-01    2.285936e-01
88        8.367806e-01    3.229632e+15    2.541979e-01    4.257054e-01    6.162237e-02    1.658122e-01    3.782578e-01    5.631780e-01    7.194376e-01    7.822549e-01    7.246429e-01    6.102684e-01    4.378351e-01    3.466838e-01    3.203842e-01    2.878123e-01    2.221377e-01
89        8.461851e-01    3.264883e+15    2.490861e-01    4.163768e-01    6.029713e-02    1.624599e-01    3.702389e-01    5.498461e-01    7.011352e-01    7.609844e-01    7.043622e-01    5.929219e-01    4.252957e-01    3.367402e-01    3.111925e-01    2.795525e-01    2.157602e-01
90        8.550618e-01    3.295296e+15    2.440089e-01    4.071822e-01    5.897925e-02    1.591224e-01    3.623199e-01    5.367478e-01    6.832046e-01    7.402068e-01    6.845761e-01    5.760108e-01    4.130755e-01    3.270503e-01    3.022356e-01    2.715037e-01    2.095457e-01
91        8.648939e-01    3.327782e+15    2.392067e-01    3.985624e-01    5.773099e-02    1.559569e-01    3.548790e-01    5.245140e-01    6.665136e-01    7.209324e-01    6.662487e-01    5.603600e-01    4.017710e-01    3.180874e-01    2.939506e-01    2.640590e-01    2.037978e-01
92        8.737440e-01    3.359232e+15    2.338533e-01    3.890494e-01    5.633728e-02    1.524173e-01    3.466458e-01    5.110703e-01    6.482430e-01    6.999188e-01    6.463021e-01    5.433439e-01    3.894867e-01    3.083485e-01    2.849487e-01    2.559701e-01    1.975528e-01
93        8.896015e-01    3.394483e+15    2.290237e-01    3.805385e-01    5.507832e-02    1.492160e-01    3.392639e-01    4.990860e-01    6.320094e-01    6.813122e-01    6.286665e-01    5.283125e-01    3.786400e-01    2.997502e-01    2.770010e-01    2.488287e-01    1.920394e-01
94        9.046597e-01    3.451162e+15    2.201552e-01    3.651721e-01    5.276058e-02    1.433081e-01    3.258769e-01    4.776084e-01    6.031153e-01    6.484335e-01    5.976018e-01    5.018846e-01    3.595875e-01    2.846499e-01    2.630439e-01    2.362881e-01    1.823581e-01
95        9.206303e-01    3.500928e+15    2.115542e-01    3.505322e-01    5.050674e-02    1.375488e-01    3.130624e-01    4.573101e-01    5.760123e-01    6.178409e-01    5.687996e-01    4.774333e-01    3.419790e-01    2.706972e-01    2.501479e-01    2.247014e-01    1.734137e-01
96        9.361180e-01    3.552768e+15    2.022251e-01    3.349531e-01    4.805529e-02    1.312681e-01    2.993558e-01    4.358998e-01    5.476644e-01    5.861355e-01    5.390718e-01    4.522582e-01    3.238719e-01    2.563529e-01    2.368906e-01    2.127908e-01    1.642199e-01
97        9.513030e-01    3.604608e+15    1.930896e-01    3.199015e-01    4.565006e-02    1.250948e-01    2.860645e-01    4.153461e-01    5.206183e-01    5.560926e-01    5.109895e-01    4.285207e-01    3.068151e-01    2.428432e-01    2.244050e-01    2.015740e-01    1.555622e-01
98        9.658515e-01    3.663360e+15    1.841559e-01    3.053150e-01    4.329497e-02    1.190430e-01    2.731521e-01    3.955143e-01    4.946332e-01    5.273655e-01    4.841955e-01    4.059020e-01    2.905731e-01    2.299808e-01    2.125179e-01    1.908950e-01    1.473199e-01
