izn          menc_Msun       radius_cm         tau3keV         tau6keV         tau1keV         tau2keV         tau5keV        tau10keV        tau20keV        tau50keV       tau100keV       tau200keV       tau500keV       tau847keV      tau1000keV      tau1238keV      tau2000keV
15        6.230036e-02    1.716941e+15    4.408873e-01    7.513783e-01    1.144378e-01    2.940376e-01    6.583058e-01    1.037666e+00    1.380651e+00    1.554532e+00    1.462057e+00    1.240666e+00    8.932977e-01    7.078165e-01    6.542036e-01    5.877786e-01    4.537328e-01
16        6.878357e-02    1.818806e+15    4.236185e-01    7.236179e-01    1.098755e-01    2.822904e-01    6.336254e-01    1.000210e+00    1.331943e+00    1.501144e+00    1.412457e+00    1.198895e+00    8.633400e-01    6.840981e-01    6.322845e-01    5.680885e-01    4.385365e-01
17        7.543748e-02    1.861574e+15    4.072442e-01    6.972950e-01    1.055495e-01    2.711518e-01    6.102231e-01    9.646938e-01    1.285757e+00    1.450519e+00    1.365425e+00    1.159286e+00    8.349328e-01    6.616072e-01    6.114998e-01    5.494174e-01    4.241267e-01
18        8.230894e-02    1.961107e+15    3.917345e-01    6.723598e-01    1.014520e-01    2.606015e-01    5.880550e-01    9.310481e-01    1.242001e+00    1.402556e+00    1.320863e+00    1.121759e+00    8.080179e-01    6.402978e-01    5.918071e-01    5.317271e-01    4.104738e-01
19        8.879927e-02    2.007763e+15    3.768927e-01    6.484972e-01    9.753098e-02    2.505057e-01    5.668409e-01    8.988491e-01    1.200126e+00    1.356653e+00    1.278216e+00    1.085842e+00    7.822585e-01    6.199033e-01    5.729597e-01    5.147963e-01    3.974070e-01
20        9.550118e-02    2.094077e+15    3.638888e-01    6.275880e-01    9.409556e-02    2.416603e-01    5.482527e-01    8.706340e-01    1.163431e+00    1.316426e+00    1.240841e+00    1.054366e+00    7.596832e-01    6.020296e-01    5.564420e-01    4.999583e-01    3.859554e-01
21        1.046808e-01    2.146954e+15    3.513810e-01    6.074435e-01    9.079191e-02    2.331560e-01    5.303525e-01    8.434290e-01    1.128020e+00    1.277573e+00    1.204726e+00    1.023943e+00    7.378609e-01    5.847517e-01    5.404747e-01    4.856147e-01    3.748852e-01
22        1.138890e-01    2.253485e+15    3.353962e-01    5.816769e-01    8.657044e-02    2.222902e-01    5.074620e-01    8.086161e-01    1.082688e+00    1.227808e+00    1.158460e+00    9.849624e-01    7.098980e-01    5.626116e-01    5.200141e-01    4.672345e-01    3.606997e-01
23        1.231733e-01    2.318026e+15    3.205721e-01    5.577452e-01    8.265630e-02    2.122174e-01    4.862106e-01    7.762585e-01    1.040522e+00    1.181480e+00    1.115371e+00    9.486513e-01    6.838468e-01    5.419847e-01    5.009518e-01    4.501104e-01    3.474835e-01
24        1.326445e-01    2.412115e+15    3.070263e-01    5.357150e-01    7.908338e-02    2.030315e-01    4.666875e-01    7.463632e-01    1.001424e+00    1.138348e+00    1.075181e+00    9.147437e-01    6.595059e-01    5.227096e-01    4.831384e-01    4.341078e-01    3.351325e-01
25        1.448927e-01    2.489875e+15    2.941966e-01    5.148076e-01    7.570028e-02    1.943359e-01    4.481698e-01    7.179642e-01    9.642481e-01    1.097292e+00    1.036905e+00    8.824417e-01    6.363139e-01    5.043438e-01    4.661653e-01    4.188599e-01    3.233639e-01
26        1.572242e-01    2.590186e+15    2.788229e-01    4.897132e-01    7.164730e-02    1.839207e-01    4.259536e-01    6.838504e-01    9.195554e-01    1.047890e+00    9.908309e-01    8.435490e-01    6.083865e-01    4.822274e-01    4.457259e-01    4.004980e-01    3.091917e-01
27        1.697169e-01    2.702160e+15    2.647859e-01    4.665945e-01    6.795139e-02    1.744342e-01    4.055368e-01    6.522863e-01    8.780280e-01    1.001770e+00    9.477244e-01    8.071138e-01    5.822063e-01    4.614919e-01    4.265622e-01    3.832817e-01    2.959031e-01
28        1.823643e-01    2.762813e+15    2.520194e-01    4.453785e-01    6.459432e-02    1.658277e-01    3.868461e-01    6.231958e-01    8.395961e-01    9.588908e-01    9.075635e-01    7.731258e-01    5.577688e-01    4.421340e-01    4.086714e-01    3.672084e-01    2.834965e-01
29        1.907107e-01    2.870899e+15    2.401917e-01    4.255519e-01    6.148800e-02    1.578734e-01    3.694203e-01    5.958996e-01    8.033934e-01    9.183245e-01    8.694954e-01    7.408713e-01    5.345639e-01    4.237504e-01    3.916807e-01    3.519434e-01    2.717133e-01
30        1.993106e-01    2.902003e+15    2.329954e-01    4.134010e-01    5.960002e-02    1.530436e-01    3.587616e-01    5.791142e-01    7.810593e-01    8.932102e-01    8.458908e-01    7.208527e-01    5.201550e-01    4.123341e-01    3.811292e-01    3.424634e-01    2.643954e-01
31        2.077098e-01    2.986762e+15    2.260402e-01    4.015920e-01    5.777679e-02    1.483830e-01    3.484181e-01    5.627597e-01    7.592459e-01    8.686171e-01    8.227490e-01    7.012128e-01    5.060136e-01    4.011290e-01    3.707728e-01    3.331586e-01    2.572126e-01
32        2.161876e-01    3.026419e+15    2.196026e-01    3.906063e-01    5.609049e-02    1.440755e-01    3.388088e-01    5.475101e-01    7.388618e-01    8.455810e-01    8.010497e-01    6.827857e-01    4.927413e-01    3.906118e-01    3.610521e-01    3.244247e-01    2.504705e-01
33        2.247936e-01    3.097958e+15    2.134544e-01    3.800622e-01    5.448121e-02    1.399675e-01    3.295979e-01    5.328404e-01    7.192110e-01    8.233229e-01    7.800621e-01    6.649521e-01    4.798925e-01    3.804296e-01    3.516409e-01    3.159689e-01    2.439428e-01
34        2.333907e-01    3.139949e+15    2.075140e-01    3.698263e-01    5.292740e-02    1.360038e-01    3.206674e-01    5.185693e-01    7.000562e-01    8.015803e-01    7.595414e-01    6.475056e-01    4.673191e-01    3.704650e-01    3.424308e-01    3.076936e-01    2.375544e-01
35        2.420309e-01    3.215376e+15    2.018649e-01    3.600465e-01    5.145082e-02    1.322395e-01    3.121455e-01    5.049055e-01    6.816807e-01    7.806789e-01    7.397965e-01    6.307095e-01    4.552111e-01    3.608687e-01    3.335611e-01    2.997241e-01    2.314020e-01
36        2.507676e-01    3.262032e+15    1.964597e-01    3.506474e-01    5.003895e-02    1.286425e-01    3.039648e-01    4.917475e-01    6.639530e-01    7.604749e-01    7.206941e-01    6.144518e-01    4.434881e-01    3.515771e-01    3.249728e-01    2.920074e-01    2.254447e-01
37        2.646089e-01    3.344458e+15    1.912584e-01    3.415632e-01    4.868124e-02    1.251857e-01    2.960672e-01    4.790059e-01    6.467556e-01    7.408381e-01    7.021127e-01    5.986297e-01    4.320764e-01    3.425319e-01    3.166122e-01    2.844951e-01    2.196451e-01
38        2.787225e-01    3.436214e+15    1.834366e-01    3.278362e-01    4.664098e-02    1.199946e-01    2.841483e-01    4.597115e-01    6.206629e-01    7.109831e-01    6.738370e-01    5.745402e-01    4.146973e-01    3.287558e-01    3.038788e-01    2.730536e-01    2.108119e-01
39        2.927237e-01    3.514752e+15    1.759812e-01    3.146743e-01    4.469807e-02    1.150555e-01    2.727378e-01    4.411635e-01    5.955203e-01    6.821435e-01    6.464936e-01    5.512300e-01    3.978749e-01    3.154202e-01    2.915523e-01    2.619776e-01    2.022608e-01
40        3.067863e-01    3.625949e+15    1.690449e-01    3.023593e-01    4.289203e-02    1.104681e-01    2.620771e-01    4.237664e-01    5.718849e-01    6.549694e-01    6.207032e-01    5.292307e-01    3.819938e-01    3.028300e-01    2.799148e-01    2.515205e-01    1.941874e-01
41        3.153916e-01    3.672605e+15    1.625283e-01    2.907307e-01    4.119659e-02    1.061648e-01    2.520238e-01    4.073034e-01    5.494746e-01    6.291509e-01    5.961778e-01    5.082995e-01    3.668797e-01    2.908473e-01    2.688386e-01    2.415678e-01    1.865032e-01
42        3.239460e-01    3.751920e+15    1.587502e-01    2.839613e-01    4.021427e-02    1.036731e-01    2.461776e-01    3.977032e-01    5.363857e-01    6.140468e-01    5.818201e-01    4.960408e-01    3.580262e-01    2.838278e-01    2.623501e-01    2.357373e-01    1.820017e-01
43        3.324567e-01    3.782246e+15    1.551437e-01    2.774832e-01    3.927693e-02    1.012964e-01    2.405866e-01    3.885063e-01    5.238346e-01    5.995490e-01    5.680328e-01    4.842664e-01    3.495212e-01    2.770844e-01    2.561168e-01    2.301362e-01    1.776771e-01
44        3.410041e-01    3.862339e+15    1.516822e-01    2.712491e-01    3.837765e-02    9.901701e-02    2.352097e-01    3.796459e-01    5.117306e-01    5.855531e-01    5.547171e-01    4.728915e-01    3.413039e-01    2.705689e-01    2.500942e-01    2.247243e-01    1.734987e-01
45        3.496075e-01    3.897331e+15    1.483253e-01    2.651892e-01    3.750585e-02    9.680809e-02    2.299862e-01    3.710246e-01    4.999429e-01    5.719106e-01    5.417324e-01    4.617970e-01    3.332881e-01    2.642131e-01    2.442191e-01    2.194450e-01    1.694226e-01
46        3.581894e-01    3.968093e+15    1.450630e-01    2.592877e-01    3.665893e-02    9.466290e-02    2.249020e-01    3.626212e-01    4.884439e-01    5.585912e-01    5.290509e-01    4.509593e-01    3.254570e-01    2.580036e-01    2.384793e-01    2.142871e-01    1.654403e-01
47        3.667499e-01    4.003085e+15    1.419110e-01    2.535746e-01    3.584087e-02    9.259142e-02    2.199825e-01    3.544796e-01    4.772951e-01    5.456679e-01    5.167426e-01    4.404385e-01    3.178542e-01    2.519750e-01    2.329067e-01    2.092796e-01    1.615739e-01
48        3.750346e-01    4.074624e+15    1.388643e-01    2.480417e-01    3.505039e-02    9.059036e-02    2.152206e-01    3.465884e-01    4.664814e-01    5.331238e-01    5.047916e-01    4.302213e-01    3.104702e-01    2.461198e-01    2.274942e-01    2.044159e-01    1.578187e-01
49        3.902739e-01    4.131389e+15    1.360052e-01    2.428406e-01    3.430881e-02    8.871356e-02    2.107462e-01    3.391651e-01    4.563025e-01    5.213083e-01    4.935316e-01    4.205934e-01    3.035113e-01    2.406016e-01    2.223934e-01    1.998323e-01    1.542796e-01
50        4.048997e-01    4.249584e+15    1.309383e-01    2.336017e-01    3.299502e-02    8.538981e-02    2.028028e-01    3.259662e-01    4.381882e-01    5.002631e-01    4.734686e-01    4.034343e-01    2.911080e-01    2.307659e-01    2.133015e-01    1.916621e-01    1.479714e-01
51        4.201812e-01    4.313347e+15    1.263072e-01    2.251341e-01    3.179496e-02    8.235479e-02    1.955275e-01    3.138560e-01    4.215522e-01    4.809159e-01    4.550164e-01    3.876491e-01    2.796962e-01    2.217162e-01    2.049362e-01    1.841449e-01    1.421672e-01
52        4.346103e-01    4.433098e+15    1.216980e-01    2.166858e-01    3.060133e-02    7.933671e-02    1.882730e-01    3.017627e-01    4.049259e-01    4.615638e-01    4.365528e-01    3.718507e-01    2.682736e-01    2.126578e-01    1.965627e-01    1.766203e-01    1.363573e-01
53        4.435754e-01    4.487530e+15    1.175467e-01    2.090609e-01    2.952693e-02    7.662057e-02    1.817288e-01    2.908398e-01    3.898988e-01    4.440605e-01    4.198481e-01    3.575547e-01    2.579364e-01    2.044599e-01    1.889847e-01    1.698105e-01    1.310993e-01
54        4.524555e-01    4.565290e+15    1.150757e-01    2.045153e-01    2.888774e-02    7.500482e-02    1.778289e-01    2.843246e-01    3.809312e-01    4.336098e-01    4.098719e-01    3.490159e-01    2.517616e-01    1.995631e-01    1.844581e-01    1.657427e-01    1.279585e-01
55        4.607864e-01    4.598726e+15    1.127047e-01    2.001489e-01    2.827457e-02    7.345495e-02    1.740837e-01    2.780642e-01    3.723114e-01    4.235611e-01    4.002782e-01    3.408036e-01    2.458228e-01    1.948532e-01    1.801044e-01    1.618304e-01    1.249376e-01
56        4.691676e-01    4.674931e+15    1.105386e-01    1.961563e-01    2.771460e-02    7.203963e-02    1.706598e-01    2.723375e-01    3.644243e-01    4.143635e-01    3.914958e-01    3.332854e-01    2.403856e-01    1.905412e-01    1.761184e-01    1.582484e-01    1.221719e-01
57        4.782464e-01    4.712256e+15    1.084148e-01    1.922380e-01    2.716569e-02    7.065236e-02    1.673004e-01    2.667161e-01    3.566800e-01    4.053299e-01    3.828691e-01    3.258998e-01    2.350442e-01    1.863050e-01    1.722025e-01    1.547294e-01    1.194548e-01
58        4.866133e-01    4.783018e+15    1.061736e-01    1.880999e-01    2.658662e-02    6.918891e-02    1.637531e-01    2.607774e-01    3.484968e-01    3.957818e-01    3.737498e-01    3.180920e-01    2.293972e-01    1.818265e-01    1.680626e-01    1.510092e-01    1.165822e-01
59        4.953515e-01    4.832006e+15    1.041583e-01    1.843760e-01    2.606603e-02    6.787330e-02    1.605614e-01    2.554319e-01    3.411292e-01    3.871832e-01    3.655367e-01    3.110595e-01    2.243108e-01    1.777926e-01    1.643337e-01    1.476582e-01    1.139949e-01
60        5.038872e-01    4.895770e+15    1.021089e-01    1.805863e-01    2.553678e-02    6.653586e-02    1.573140e-01    2.499907e-01    3.336282e-01    3.784270e-01    3.571721e-01    3.038970e-01    2.191302e-01    1.736839e-01    1.605357e-01    1.442452e-01    1.113595e-01
61        5.167221e-01    4.968864e+15    1.001561e-01    1.769727e-01    2.503258e-02    6.526173e-02    1.542178e-01    2.448011e-01    3.264726e-01    3.700722e-01    3.491903e-01    2.970619e-01    2.141863e-01    1.697629e-01    1.569111e-01    1.409880e-01    1.088445e-01
62        5.293631e-01    5.038848e+15    9.730522e-02    1.716935e-01    2.429674e-02    6.340232e-02    1.496953e-01    2.372177e-01    3.160141e-01    3.578580e-01    3.375202e-01    2.870677e-01    2.069571e-01    1.640295e-01    1.516112e-01    1.362252e-01    1.051670e-01
63        5.423567e-01    5.136048e+15    9.458230e-02    1.666467e-01    2.359416e-02    6.162697e-02    1.453728e-01    2.299663e-01    3.060109e-01    3.461724e-01    3.263538e-01    2.775043e-01    2.000393e-01    1.585429e-01    1.465394e-01    1.316675e-01    1.016478e-01
64        5.551301e-01    5.213030e+15    9.187916e-02    1.616326e-01    2.289691e-02    5.986511e-02    1.410791e-01    2.227601e-01    2.960681e-01    3.345546e-01    3.152512e-01    2.679948e-01    1.931603e-01    1.530871e-01    1.414960e-01    1.271354e-01    9.814832e-02
65        5.678792e-01    5.307898e+15    8.931431e-02    1.568716e-01    2.223554e-02    5.819389e-02    1.370028e-01    2.159163e-01    2.866235e-01    3.235167e-01    3.047017e-01    2.589586e-01    1.866235e-01    1.479027e-01    1.367036e-01    1.228286e-01    9.482290e-02
66        5.808353e-01    5.398099e+15    8.684060e-02    1.522769e-01    2.159787e-02    5.658252e-02    1.330693e-01    2.093102e-01    2.775056e-01    3.128585e-01    2.945144e-01    2.502322e-01    1.803106e-01    1.428958e-01    1.320752e-01    1.186694e-01    9.161136e-02
67        5.935844e-01    5.476637e+15    8.441569e-02    1.477702e-01    2.097295e-02    5.500335e-02    1.292116e-01    2.028298e-01    2.685597e-01    3.023998e-01    2.845170e-01    2.416681e-01    1.741149e-01    1.379820e-01    1.275328e-01    1.145874e-01    8.845947e-02
68        6.060591e-01    5.579280e+15    8.210535e-02    1.434742e-01    2.037772e-02    5.349916e-02    1.255347e-01    1.966515e-01    2.600300e-01    2.924262e-01    2.749828e-01    2.335005e-01    1.682060e-01    1.332955e-01    1.232006e-01    1.106942e-01    8.545340e-02
69        6.222196e-01    5.657040e+15    7.992023e-02    1.394091e-01    1.981490e-02    5.207682e-02    1.220557e-01    1.908047e-01    2.519571e-01    2.829856e-01    2.659576e-01    2.257686e-01    1.626123e-01    1.288589e-01    1.190995e-01    1.070087e-01    8.260766e-02
70        6.377325e-01    5.786122e+15    7.718179e-02    1.343124e-01    1.910976e-02    5.029470e-02    1.176943e-01    1.834735e-01    2.418339e-01    2.711460e-01    2.546385e-01    2.160714e-01    1.555965e-01    1.232945e-01    1.139557e-01    1.023863e-01    7.903845e-02
71        6.531381e-01    5.879434e+15    7.464939e-02    1.295971e-01    1.845787e-02    4.864705e-02    1.136596e-01    1.766903e-01    2.324666e-01    2.601894e-01    2.441630e-01    2.070965e-01    1.491033e-01    1.181445e-01    1.091951e-01    9.810817e-02    7.573508e-02
72        6.684412e-01    6.001517e+15    7.223097e-02    1.250924e-01    1.783550e-02    4.707390e-02    1.098052e-01    1.702096e-01    2.235165e-01    2.497199e-01    2.341529e-01    1.985202e-01    1.428984e-01    1.132232e-01    1.046457e-01    9.401992e-02    7.257835e-02
73        6.841289e-01    6.101827e+15    6.991621e-02    1.207793e-01    1.723998e-02    4.556848e-02    1.061151e-01    1.640044e-01    2.149466e-01    2.396945e-01    2.245672e-01    1.903073e-01    1.369563e-01    1.085103e-01    1.002891e-01    9.010485e-02    6.955533e-02
74        6.991308e-01    6.223133e+15    6.763051e-02    1.165192e-01    1.665210e-02    4.408222e-02    1.024704e-01    1.578754e-01    2.064818e-01    2.297917e-01    2.150984e-01    1.821945e-01    1.310865e-01    1.038548e-01    9.598558e-02    8.623745e-02    6.656911e-02
75        7.148173e-01    6.328886e+15    6.552327e-02    1.125908e-01    1.611025e-02    4.271223e-02    9.910962e-02    1.522236e-01    1.986760e-01    2.206595e-01    2.063665e-01    1.747130e-01    1.256735e-01    9.956148e-02    9.201684e-02    8.267094e-02    6.381523e-02
76        7.296348e-01    6.440083e+15    6.339306e-02    1.086200e-01    1.556363e-02    4.132840e-02    9.571161e-02    1.465161e-01    1.907995e-01    2.114496e-01    1.975620e-01    1.671699e-01    1.202162e-01    9.523310e-02    8.801568e-02    7.907530e-02    6.103886e-02
77        7.384454e-01    6.531062e+15    6.144882e-02    1.049954e-01    1.506486e-02    4.006555e-02    9.260983e-02    1.413064e-01    1.836100e-01    2.030431e-01    1.895255e-01    1.602848e-01    1.152349e-01    9.128228e-02    8.436353e-02    7.579329e-02    5.850466e-02
78        7.471127e-01    6.599491e+15    6.032852e-02    1.029066e-01    1.477753e-02    3.933797e-02    9.082236e-02    1.383043e-01    1.794672e-01    1.981990e-01    1.848948e-01    1.563175e-01    1.123645e-01    8.900573e-02    8.225908e-02    7.390213e-02    5.704440e-02
79        7.557563e-01    6.658589e+15    5.925311e-02    1.009014e-01    1.450172e-02    3.863957e-02    8.910641e-02    1.354223e-01    1.754902e-01    1.935488e-01    1.804492e-01    1.525088e-01    1.096090e-01    8.682021e-02    8.023878e-02    7.208659e-02    5.564253e-02
80        7.645501e-01    6.733238e+15    5.820139e-02    9.894020e-02    1.423199e-02    3.795656e-02    8.742816e-02    1.326035e-01    1.716002e-01    1.890001e-01    1.761008e-01    1.487834e-01    1.069136e-01    8.468241e-02    7.826260e-02    7.031069e-02    5.427127e-02
81        7.732437e-01    6.784560e+15    5.715324e-02    9.698546e-02    1.396312e-02    3.727584e-02    8.575553e-02    1.297935e-01    1.677219e-01    1.844648e-01    1.717648e-01    1.450685e-01    1.042259e-01    8.255070e-02    7.629204e-02    6.853984e-02    5.290391e-02
82        7.818658e-01    6.864653e+15    5.613750e-02    9.509077e-02    1.370241e-02    3.661603e-02    8.413450e-02    1.270689e-01    1.639604e-01    1.800649e-01    1.675580e-01    1.414641e-01    1.016181e-01    8.048235e-02    7.438005e-02    6.682163e-02    5.157719e-02
83        7.899225e-01    6.920640e+15    5.515185e-02    9.325156e-02    1.344907e-02    3.597550e-02    8.256135e-02    1.244222e-01    1.603041e-01    1.757862e-01    1.634664e-01    1.379581e-01    9.908136e-02    7.847034e-02    7.252013e-02    6.515021e-02    5.028660e-02
84        7.985691e-01    6.992179e+15    5.425282e-02    9.157298e-02    1.321745e-02    3.539078e-02    8.112626e-02    1.220035e-01    1.569592e-01    1.718688e-01    1.597190e-01    1.347467e-01    9.675758e-02    7.662722e-02    7.081635e-02    6.361910e-02    4.910434e-02
85        8.079366e-01    7.058275e+15    5.330892e-02    8.981021e-02    1.297366e-02    3.477631e-02    7.961975e-02    1.194605e-01    1.534390e-01    1.677432e-01    1.557715e-01    1.313633e-01    9.430923e-02    7.468528e-02    6.902120e-02    6.200588e-02    4.785869e-02
86        8.179097e-01    7.129814e+15    5.229242e-02    8.792270e-02    1.271087e-02    3.411334e-02    7.800434e-02    1.167438e-01    1.496861e-01    1.633538e-01    1.515750e-01    1.277683e-01    9.170846e-02    7.262256e-02    6.711442e-02    6.029235e-02    4.653560e-02
87        8.273126e-01    7.207574e+15    5.121795e-02    8.593776e-02    1.243286e-02    3.341142e-02    7.630335e-02    1.138928e-01    1.457547e-01    1.587641e-01    1.471906e-01    1.240140e-01    8.899306e-02    7.046901e-02    6.512369e-02    5.850341e-02    4.515429e-02
88        8.367806e-01    7.266672e+15    5.021194e-02    8.408996e-02    1.217232e-02    3.275303e-02    7.471758e-02    1.112450e-01    1.421111e-01    1.545195e-01    1.431393e-01    1.205468e-01    8.648594e-02    6.848076e-02    6.328578e-02    5.685181e-02    4.387905e-02
89        8.461851e-01    7.345987e+15    4.920219e-02    8.224726e-02    1.191054e-02    3.209085e-02    7.313361e-02    1.086116e-01    1.384958e-01    1.503179e-01    1.391333e-01    1.171204e-01    8.400903e-02    6.651658e-02    6.147013e-02    5.522024e-02    4.261929e-02
90        8.550618e-01    7.414416e+15    4.819930e-02    8.043106e-02    1.165022e-02    3.143158e-02    7.156936e-02    1.060243e-01    1.349540e-01    1.462137e-01    1.352249e-01    1.137799e-01    8.159516e-02    6.460253e-02    5.970085e-02    5.363036e-02    4.139175e-02
91        8.648939e-01    7.487510e+15    4.725070e-02    7.872838e-02    1.140365e-02    3.080630e-02    7.009956e-02    1.036077e-01    1.316570e-01    1.424064e-01    1.316047e-01    1.106884e-01    7.936217e-02    6.283207e-02    5.806432e-02    5.215979e-02    4.025636e-02
92        8.737440e-01    7.558272e+15    4.619324e-02    7.684927e-02    1.112835e-02    3.010712e-02    6.847324e-02    1.009521e-01    1.280480e-01    1.382556e-01    1.276646e-01    1.073272e-01    7.693564e-02    6.090835e-02    5.628615e-02    5.056199e-02    3.902277e-02
93        8.896015e-01    7.637587e+15    4.523924e-02    7.516810e-02    1.087967e-02    2.947477e-02    6.701510e-02    9.858488e-02    1.248414e-01    1.345802e-01    1.241810e-01    1.043580e-01    7.479308e-02    5.920991e-02    5.471625e-02    4.915136e-02    3.793371e-02
94        9.046597e-01    7.765114e+15    4.348745e-02    7.213276e-02    1.042184e-02    2.830778e-02    6.437074e-02    9.434241e-02    1.191339e-01    1.280856e-01    1.180448e-01    9.913770e-02    7.102963e-02    5.622715e-02    5.195929e-02    4.667420e-02    3.602135e-02
95        9.206303e-01    7.877088e+15    4.178849e-02    6.924092e-02    9.976641e-03    2.717013e-02    6.183949e-02    9.033286e-02    1.137802e-01    1.220426e-01    1.123555e-01    9.430782e-02    6.755142e-02    5.347104e-02    4.941193e-02    4.438547e-02    3.425457e-02
96        9.361180e-01    7.993728e+15    3.994570e-02    6.616358e-02    9.492403e-03    2.592950e-02    5.913200e-02    8.610366e-02    1.081806e-01    1.157799e-01    1.064833e-01    8.933495e-02    6.397470e-02    5.063760e-02    4.679320e-02    4.203274e-02    3.243850e-02
97        9.513030e-01    8.110368e+15    3.814115e-02    6.319042e-02    9.017296e-03    2.471008e-02    5.650658e-02    8.204367e-02    1.028382e-01    1.098454e-01    1.009362e-01    8.464607e-02    6.060545e-02    4.796904e-02    4.432692e-02    3.981708e-02    3.072833e-02
98        9.658515e-01    8.242560e+15    3.637647e-02    6.030914e-02    8.552093e-03    2.351466e-02    5.395596e-02    7.812628e-02    9.770533e-02    1.041710e-01    9.564355e-02    8.017818e-02    5.739715e-02    4.542830e-02    4.197884e-02    3.770765e-02    2.910022e-02
