izn          menc_Msun       radius_cm         tau3keV         tau6keV         tau1keV         tau2keV         tau5keV        tau10keV        tau20keV        tau50keV       tau100keV       tau200keV       tau500keV       tau847keV      tau1000keV      tau1238keV      tau2000keV
10        2.799012e-02    4.110912e+14    5.534362e+00    9.280298e+00    1.443771e+00    3.711888e+00    8.163323e+00    1.273617e+01    1.684349e+01    1.883275e+01    1.765688e+01    1.495425e+01    1.075659e+01    8.521405e+00    7.875702e+00    7.075732e+00    5.461771e+00
11        3.573537e-02    4.466016e+14    4.936289e+00    8.318925e+00    1.285762e+00    3.305039e+00    7.308598e+00    1.143908e+01    1.515678e+01    1.698403e+01    1.593935e+01    1.350786e+01    9.719245e+00    7.700110e+00    7.116714e+00    6.393925e+00    4.935570e+00
12        4.388573e-02    4.989600e+14    4.603881e+00    7.784593e+00    1.197941e+00    3.078914e+00    6.833542e+00    1.071815e+01    1.421930e+01    1.595651e+01    1.498475e+01    1.270394e+01    9.142684e+00    7.243630e+00    6.694864e+00    6.014972e+00    4.643105e+00
13        4.961839e-02    5.217696e+14    4.316213e+00    7.322175e+00    1.121940e+00    2.883224e+00    6.422423e+00    1.009425e+01    1.340799e+01    1.506726e+01    1.415861e+01    1.200821e+01    8.643715e+00    6.848581e+00    6.329784e+00    5.687018e+00    4.389998e+00
14        5.603555e-02    5.559840e+14    4.142436e+00    7.042832e+00    1.076029e+00    2.765009e+00    6.174069e+00    9.717354e+00    1.291788e+01    1.453007e+01    1.365954e+01    1.158792e+01    8.342286e+00    6.609931e+00    6.109239e+00    5.488900e+00    4.237096e+00
15        6.230036e-02    5.723136e+14    3.967986e+00    6.762404e+00    1.029941e+00    2.646338e+00    5.924753e+00    9.338993e+00    1.242586e+01    1.399078e+01    1.315852e+01    1.116599e+01    8.039680e+00    6.370349e+00    5.887832e+00    5.290007e+00    4.083596e+00
16        6.878357e-02    6.062688e+14    3.812567e+00    6.512561e+00    9.888797e-01    2.540614e+00    5.702629e+00    9.001891e+00    1.198749e+01    1.351029e+01    1.271212e+01    1.079006e+01    7.770060e+00    6.156883e+00    5.690560e+00    5.112796e+00    3.946829e+00
17        7.543748e-02    6.205248e+14    3.665198e+00    6.275655e+00    9.499458e-01    2.440366e+00    5.492008e+00    8.682244e+00    1.157181e+01    1.305467e+01    1.228882e+01    1.043358e+01    7.514395e+00    5.954465e+00    5.503499e+00    4.944757e+00    3.817140e+00
18        8.230894e-02    6.537024e+14    3.525610e+00    6.051238e+00    9.130682e-01    2.345413e+00    5.292495e+00    8.379433e+00    1.117801e+01    1.262300e+01    1.188777e+01    1.009583e+01    7.272161e+00    5.762681e+00    5.326263e+00    4.785544e+00    3.694264e+00
19        8.879927e-02    6.692544e+14    3.392034e+00    5.836475e+00    8.777788e-01    2.254551e+00    5.101568e+00    8.089642e+00    1.080114e+01    1.220988e+01    1.150394e+01    9.772581e+00    7.040326e+00    5.579129e+00    5.156637e+00    4.633167e+00    3.576663e+00
20        9.550118e-02    6.980256e+14    3.275000e+00    5.648292e+00    8.468601e-01    2.174943e+00    4.934274e+00    7.835706e+00    1.047088e+01    1.184784e+01    1.116757e+01    9.489291e+00    6.837148e+00    5.418267e+00    5.007978e+00    4.499625e+00    3.473598e+00
21        1.046808e-01    7.156512e+14    3.162429e+00    5.466992e+00    8.171272e-01    2.098404e+00    4.773172e+00    7.590861e+00    1.015218e+01    1.149815e+01    1.084254e+01    9.215487e+00    6.640748e+00    5.262765e+00    4.864273e+00    4.370532e+00    3.373967e+00
22        1.138890e-01    7.511616e+14    3.018566e+00    5.235092e+00    7.791340e-01    2.000612e+00    4.567158e+00    7.277545e+00    9.744194e+00    1.105027e+01    1.042614e+01    8.864662e+00    6.389082e+00    5.063505e+00    4.680127e+00    4.205110e+00    3.246297e+00
23        1.231733e-01    7.726752e+14    2.885149e+00    5.019707e+00    7.439067e-01    1.909957e+00    4.375895e+00    6.986326e+00    9.364697e+00    1.063332e+01    1.003834e+01    8.537862e+00    6.154622e+00    4.877863e+00    4.508566e+00    4.050993e+00    3.127352e+00
24        1.326445e-01    8.040384e+14    2.763237e+00    4.821435e+00    7.117504e-01    1.827284e+00    4.200188e+00    6.717269e+00    9.012820e+00    1.024513e+01    9.676627e+00    8.232693e+00    5.935553e+00    4.704387e+00    4.348246e+00    3.906970e+00    3.016192e+00
25        1.448927e-01    8.299584e+14    2.647770e+00    4.633268e+00    6.813026e-01    1.749023e+00    4.033528e+00    6.461678e+00    8.678233e+00    9.875624e+00    9.332144e+00    7.941975e+00    5.726826e+00    4.539094e+00    4.195488e+00    3.769739e+00    2.910275e+00
26        1.572242e-01    8.633952e+14    2.509406e+00    4.407419e+00    6.448257e-01    1.655286e+00    3.833583e+00    6.154653e+00    8.275998e+00    9.431012e+00    8.917478e+00    7.591941e+00    5.475479e+00    4.340047e+00    4.011533e+00    3.604482e+00    2.782725e+00
27        1.697169e-01    9.007200e+14    2.383073e+00    4.199350e+00    6.115625e-01    1.569908e+00    3.649831e+00    5.870576e+00    7.902252e+00    9.015931e+00    8.529520e+00    7.264025e+00    5.239857e+00    4.153427e+00    3.839060e+00    3.449535e+00    2.663128e+00
28        1.823643e-01    9.209376e+14    2.268175e+00    4.008407e+00    5.813489e-01    1.492450e+00    3.481615e+00    5.608762e+00    7.556365e+00    8.630018e+00    8.168072e+00    6.958132e+00    5.019919e+00    3.979206e+00    3.678043e+00    3.304876e+00    2.551468e+00
29        1.907107e-01    9.569664e+14    2.161725e+00    3.829967e+00    5.533920e-01    1.420860e+00    3.324783e+00    5.363096e+00    7.230540e+00    8.264920e+00    7.825459e+00    6.667842e+00    4.811075e+00    3.813754e+00    3.525126e+00    3.167491e+00    2.445420e+00
30        1.993106e-01    9.673344e+14    2.096958e+00    3.720609e+00    5.364002e-01    1.377392e+00    3.228854e+00    5.212028e+00    7.029533e+00    8.038892e+00    7.613017e+00    6.487674e+00    4.681395e+00    3.711007e+00    3.430163e+00    3.082171e+00    2.379559e+00
31        2.077098e-01    9.955872e+14    2.034362e+00    3.614328e+00    5.199911e-01    1.335447e+00    3.135763e+00    5.064837e+00    6.833213e+00    7.817554e+00    7.404741e+00    6.310915e+00    4.554123e+00    3.610161e+00    3.336955e+00    2.998427e+00    2.314914e+00
32        2.161876e-01    1.008806e+15    1.976423e+00    3.515457e+00    5.048144e-01    1.296679e+00    3.049279e+00    4.927591e+00    6.649756e+00    7.610229e+00    7.209448e+00    6.145071e+00    4.434671e+00    3.515506e+00    3.249469e+00    2.919822e+00    2.254234e+00
33        2.247936e-01    1.032653e+15    1.921090e+00    3.420560e+00    4.903309e-01    1.259707e+00    2.966381e+00    4.795564e+00    6.472899e+00    7.409906e+00    7.020559e+00    5.984569e+00    4.319033e+00    3.423866e+00    3.164769e+00    2.843720e+00    2.195485e+00
34        2.333907e-01    1.046650e+15    1.867626e+00    3.328436e+00    4.763466e-01    1.224034e+00    2.886007e+00    4.667123e+00    6.300505e+00    7.214223e+00    6.835872e+00    5.827550e+00    4.205872e+00    3.334185e+00    3.081877e+00    2.769243e+00    2.137990e+00
35        2.420309e-01    1.071792e+15    1.816784e+00    3.240419e+00    4.630573e-01    1.190156e+00    2.809309e+00    4.544150e+00    6.135127e+00    7.026110e+00    6.658168e+00    5.676386e+00    4.096899e+00    3.247819e+00    3.002050e+00    2.697516e+00    2.082618e+00
36        2.507676e-01    1.087344e+15    1.768137e+00    3.155827e+00    4.503505e-01    1.157783e+00    2.735683e+00    4.425728e+00    5.975577e+00    6.844274e+00    6.486247e+00    5.530066e+00    3.991393e+00    3.164194e+00    2.924756e+00    2.628066e+00    2.029002e+00
37        2.646089e-01    1.114819e+15    1.721326e+00    3.074069e+00    4.381312e-01    1.126671e+00    2.664605e+00    4.311053e+00    5.820800e+00    6.667543e+00    6.319014e+00    5.387667e+00    3.888688e+00    3.082787e+00    2.849510e+00    2.560456e+00    1.976806e+00
38        2.787225e-01    1.145405e+15    1.650929e+00    2.950526e+00    4.197688e-01    1.079951e+00    2.557335e+00    4.137403e+00    5.585966e+00    6.398848e+00    6.064533e+00    5.170862e+00    3.732275e+00    2.958802e+00    2.734909e+00    2.457482e+00    1.897307e+00
39        2.927237e-01    1.171584e+15    1.583831e+00    2.832069e+00    4.022826e-01    1.035499e+00    2.454641e+00    3.970472e+00    5.359683e+00    6.139292e+00    5.818442e+00    4.961070e+00    3.580874e+00    2.838782e+00    2.623971e+00    2.357799e+00    1.820347e+00
40        3.067863e-01    1.208650e+15    1.521404e+00    2.721233e+00    3.860282e-01    9.942128e-01    2.358694e+00    3.813898e+00    5.146964e+00    5.894725e+00    5.586329e+00    4.763076e+00    3.437944e+00    2.725470e+00    2.519233e+00    2.263685e+00    1.747686e+00
41        3.153916e-01    1.224202e+15    1.462755e+00    2.616576e+00    3.707693e-01    9.554836e-01    2.268214e+00    3.665731e+00    4.945271e+00    5.662358e+00    5.365600e+00    4.574695e+00    3.301918e+00    2.617626e+00    2.419548e+00    2.174110e+00    1.678529e+00
42        3.239460e-01    1.250640e+15    1.428752e+00    2.555652e+00    3.619284e-01    9.330581e-01    2.215599e+00    3.579329e+00    4.827471e+00    5.526421e+00    5.236380e+00    4.464368e+00    3.222236e+00    2.554450e+00    2.361151e+00    2.121636e+00    1.638015e+00
43        3.324567e-01    1.260749e+15    1.396294e+00    2.497349e+00    3.534924e-01    9.116673e-01    2.165279e+00    3.496557e+00    4.714511e+00    5.395941e+00    5.112296e+00    4.358397e+00    3.145691e+00    2.493760e+00    2.305051e+00    2.071226e+00    1.599094e+00
44        3.410041e-01    1.287446e+15    1.365140e+00    2.441242e+00    3.453988e-01    8.911531e-01    2.116887e+00    3.416813e+00    4.605576e+00    5.269978e+00    4.992454e+00    4.256024e+00    3.071735e+00    2.435120e+00    2.250848e+00    2.022519e+00    1.561488e+00
45        3.496075e-01    1.299110e+15    1.334927e+00    2.386703e+00    3.375526e-01    8.712728e-01    2.069876e+00    3.339221e+00    4.499486e+00    5.147195e+00    4.875592e+00    4.156173e+00    2.999593e+00    2.377918e+00    2.197972e+00    1.975005e+00    1.524803e+00
46        3.581894e-01    1.322698e+15    1.305567e+00    2.333589e+00    3.299303e-01    8.519661e-01    2.024118e+00    3.263591e+00    4.395995e+00    5.027321e+00    4.761458e+00    4.058634e+00    2.929113e+00    2.322032e+00    2.146313e+00    1.928584e+00    1.488962e+00
47        3.667499e-01    1.334362e+15    1.277199e+00    2.282171e+00    3.225679e-01    8.333228e-01    1.979843e+00    3.190316e+00    4.295656e+00    4.911011e+00    4.650683e+00    3.963947e+00    2.860688e+00    2.267775e+00    2.096160e+00    1.883516e+00    1.454166e+00
48        3.750346e-01    1.358208e+15    1.249779e+00    2.232375e+00    3.154536e-01    8.153132e-01    1.936985e+00    3.119295e+00    4.198333e+00    4.798114e+00    4.543124e+00    3.871992e+00    2.794231e+00    2.215078e+00    2.047448e+00    1.839743e+00    1.420368e+00
49        3.902739e-01    1.377130e+15    1.224047e+00    2.185566e+00    3.087793e-01    7.984220e-01    1.896716e+00    3.052486e+00    4.106722e+00    4.691774e+00    4.441785e+00    3.785340e+00    2.731602e+00    2.165415e+00    2.001541e+00    1.798490e+00    1.388517e+00
50        4.048997e-01    1.416528e+15    1.178445e+00    2.102415e+00    2.969552e-01    7.685083e-01    1.825225e+00    2.933695e+00    3.943693e+00    4.502368e+00    4.261217e+00    3.630909e+00    2.619972e+00    2.076893e+00    1.919714e+00    1.724959e+00    1.331743e+00
51        4.201812e-01    1.437782e+15    1.136765e+00    2.026207e+00    2.861546e-01    7.411932e-01    1.759747e+00    2.824704e+00    3.793969e+00    4.328243e+00    4.095147e+00    3.488842e+00    2.517265e+00    1.995446e+00    1.844426e+00    1.657304e+00    1.279505e+00
52        4.346103e-01    1.477699e+15    1.095282e+00    1.950172e+00    2.754120e-01    7.140304e-01    1.694457e+00    2.715864e+00    3.644333e+00    4.154074e+00    3.928975e+00    3.346656e+00    2.414462e+00    1.913920e+00    1.769065e+00    1.589583e+00    1.227216e+00
53        4.435754e-01    1.495843e+15    1.057920e+00    1.881548e+00    2.657424e-01    6.895851e-01    1.635559e+00    2.617558e+00    3.509089e+00    3.996545e+00    3.778633e+00    3.217992e+00    2.321427e+00    1.840139e+00    1.700863e+00    1.528295e+00    1.179894e+00
54        4.524555e-01    1.521763e+15    1.035682e+00    1.840638e+00    2.599897e-01    6.750434e-01    1.600460e+00    2.558922e+00    3.428380e+00    3.902488e+00    3.688847e+00    3.141143e+00    2.265855e+00    1.796067e+00    1.660123e+00    1.491685e+00    1.151626e+00
55        4.607864e-01    1.532909e+15    1.014342e+00    1.801340e+00    2.544711e-01    6.610946e-01    1.566753e+00    2.502577e+00    3.350803e+00    3.812050e+00    3.602504e+00    3.067233e+00    2.212405e+00    1.753679e+00    1.620940e+00    1.456473e+00    1.124439e+00
56        4.691676e-01    1.558310e+15    9.948476e-01    1.765406e+00    2.494314e-01    6.483567e-01    1.535938e+00    2.451038e+00    3.279819e+00    3.729271e+00    3.523463e+00    2.999568e+00    2.163471e+00    1.714871e+00    1.585065e+00    1.424235e+00    1.099547e+00
57        4.782464e-01    1.570752e+15    9.757333e-01    1.730142e+00    2.444912e-01    6.358713e-01    1.505703e+00    2.400445e+00    3.210120e+00    3.647970e+00    3.445822e+00    2.933098e+00    2.115398e+00    1.676745e+00    1.549823e+00    1.392565e+00    1.075093e+00
58        4.866133e-01    1.594339e+15    9.555628e-01    1.692899e+00    2.392796e-01    6.227002e-01    1.473778e+00    2.346997e+00    3.136471e+00    3.562036e+00    3.363749e+00    2.862828e+00    2.064575e+00    1.636439e+00    1.512564e+00    1.359083e+00    1.049240e+00
59        4.953515e-01    1.610669e+15    9.374248e-01    1.659384e+00    2.345942e-01    6.108597e-01    1.445053e+00    2.298887e+00    3.070162e+00    3.484649e+00    3.289830e+00    2.799536e+00    2.018798e+00    1.600133e+00    1.479003e+00    1.328924e+00    1.025954e+00
60        5.038872e-01    1.631923e+15    9.189804e-01    1.625277e+00    2.298310e-01    5.988227e-01    1.415826e+00    2.249916e+00    3.002654e+00    3.405843e+00    3.214549e+00    2.735073e+00    1.972172e+00    1.563155e+00    1.444821e+00    1.298207e+00    1.002235e+00
61        5.167221e-01    1.656288e+15    9.014045e-01    1.592754e+00    2.252932e-01    5.873556e-01    1.387960e+00    2.203210e+00    2.938254e+00    3.330650e+00    3.142713e+00    2.673557e+00    1.927677e+00    1.527867e+00    1.412200e+00    1.268892e+00    9.796007e-01
62        5.293631e-01    1.679616e+15    8.757470e-01    1.545241e+00    2.186707e-01    5.706209e-01    1.347258e+00    2.134960e+00    2.844127e+00    3.220722e+00    3.037682e+00    2.583610e+00    1.862614e+00    1.476266e+00    1.364500e+00    1.226027e+00    9.465030e-01
63        5.423567e-01    1.712016e+15    8.512407e-01    1.499820e+00    2.123474e-01    5.546428e-01    1.308356e+00    2.069696e+00    2.754098e+00    3.115552e+00    2.937185e+00    2.497538e+00    1.800354e+00    1.426886e+00    1.318854e+00    1.185008e+00    9.148303e-01
64        5.551301e-01    1.737677e+15    8.269124e-01    1.454693e+00    2.060722e-01    5.387860e-01    1.269712e+00    2.004841e+00    2.664613e+00    3.010991e+00    2.837261e+00    2.411953e+00    1.738442e+00    1.377784e+00    1.273464e+00    1.144218e+00    8.833349e-01
65        5.678792e-01    1.769299e+15    8.038288e-01    1.411845e+00    2.001199e-01    5.237450e-01    1.233025e+00    1.943247e+00    2.579612e+00    2.911650e+00    2.742316e+00    2.330628e+00    1.679611e+00    1.331124e+00    1.230332e+00    1.105458e+00    8.534061e-01
66        5.808353e-01    1.799366e+15    7.815654e-01    1.370492e+00    1.943808e-01    5.092427e-01    1.197623e+00    1.883792e+00    2.497550e+00    2.815727e+00    2.650630e+00    2.252090e+00    1.622795e+00    1.286062e+00    1.188677e+00    1.068024e+00    8.245022e-01
67        5.935844e-01    1.825546e+15    7.597413e-01    1.329932e+00    1.887565e-01    4.950302e-01    1.162904e+00    1.825468e+00    2.417037e+00    2.721598e+00    2.560653e+00    2.175013e+00    1.567035e+00    1.241838e+00    1.147795e+00    1.031286e+00    7.961352e-01
68        6.060591e-01    1.859760e+15    7.389482e-01    1.291267e+00    1.833995e-01    4.814925e-01    1.129812e+00    1.769863e+00    2.340270e+00    2.631836e+00    2.474845e+00    2.101504e+00    1.513854e+00    1.199659e+00    1.108806e+00    9.962482e-01    7.690806e-01
69        6.222196e-01    1.885680e+15    7.192821e-01    1.254682e+00    1.783341e-01    4.686914e-01    1.098501e+00    1.717242e+00    2.267614e+00    2.546870e+00    2.393618e+00    2.031918e+00    1.463511e+00    1.159730e+00    1.071895e+00    9.630787e-01    7.434689e-01
70        6.377325e-01    1.928707e+15    6.946361e-01    1.208812e+00    1.719879e-01    4.526523e-01    1.059249e+00    1.651261e+00    2.176505e+00    2.440314e+00    2.291746e+00    1.944642e+00    1.400368e+00    1.109650e+00    1.025601e+00    9.214768e-01    7.113460e-01
71        6.531381e-01    1.959811e+15    6.718445e-01    1.166374e+00    1.661208e-01    4.378235e-01    1.022936e+00    1.590213e+00    2.092199e+00    2.341704e+00    2.197467e+00    1.863869e+00    1.341930e+00    1.063301e+00    9.827556e-01    8.829735e-01    6.816158e-01
72        6.684412e-01    2.000506e+15    6.500787e-01    1.125831e+00    1.605195e-01    4.236651e-01    9.882470e-01    1.531886e+00    2.011648e+00    2.247479e+00    2.107376e+00    1.786682e+00    1.286085e+00    1.019008e+00    9.418117e-01    8.461793e-01    6.532051e-01
73        6.841289e-01    2.033942e+15    6.292459e-01    1.087013e+00    1.551598e-01    4.101163e-01    9.550356e-01    1.476040e+00    1.934519e+00    2.157251e+00    2.021104e+00    1.712766e+00    1.232606e+00    9.765924e-01    9.026022e-01    8.109436e-01    6.259979e-01
74        6.991308e-01    2.074378e+15    6.086746e-01    1.048673e+00    1.498689e-01    3.967400e-01    9.222337e-01    1.420878e+00    1.858336e+00    2.068125e+00    1.935886e+00    1.639751e+00    1.179779e+00    9.346930e-01    8.638702e-01    7.761371e-01    5.991220e-01
75        7.148173e-01    2.109629e+15    5.897095e-01    1.013317e+00    1.449923e-01    3.844101e-01    8.919866e-01    1.370012e+00    1.788084e+00    1.985936e+00    1.857298e+00    1.572417e+00    1.131061e+00    8.960533e-01    8.281515e-01    7.440384e-01    5.743371e-01
76        7.296348e-01    2.146694e+15    5.705375e-01    9.775801e-01    1.400727e-01    3.719556e-01    8.614045e-01    1.318645e+00    1.717195e+00    1.903046e+00    1.778058e+00    1.504529e+00    1.081946e+00    8.570979e-01    7.921411e-01    7.116777e-01    5.493497e-01
77        7.384454e-01    2.177021e+15    5.530394e-01    9.449584e-01    1.355838e-01    3.605900e-01    8.334885e-01    1.271758e+00    1.652490e+00    1.827388e+00    1.705730e+00    1.442564e+00    1.037114e+00    8.215405e-01    7.592718e-01    6.821396e-01    5.265419e-01
78        7.471127e-01    2.199830e+15    5.429567e-01    9.261595e-01    1.329977e-01    3.540417e-01    8.174012e-01    1.244739e+00    1.615205e+00    1.783791e+00    1.664053e+00    1.406858e+00    1.011281e+00    8.010515e-01    7.403317e-01    6.651192e-01    5.133996e-01
79        7.557563e-01    2.219530e+15    5.332780e-01    9.081126e-01    1.305155e-01    3.477561e-01    8.019577e-01    1.218801e+00    1.579412e+00    1.741939e+00    1.624043e+00    1.372580e+00    9.864810e-01    7.813819e-01    7.221491e-01    6.487793e-01    5.007828e-01
80        7.645501e-01    2.244413e+15    5.238125e-01    8.904618e-01    1.280879e-01    3.416090e-01    7.868534e-01    1.193432e+00    1.544402e+00    1.701001e+00    1.584907e+00    1.339050e+00    9.622226e-01    7.621417e-01    7.043634e-01    6.327962e-01    4.884414e-01
81        7.732437e-01    2.261520e+15    5.143792e-01    8.728691e-01    1.256681e-01    3.354826e-01    7.717998e-01    1.168142e+00    1.509497e+00    1.660183e+00    1.545883e+00    1.305617e+00    9.380333e-01    7.429563e-01    6.866283e-01    6.168586e-01    4.761352e-01
82        7.818658e-01    2.288218e+15    5.052375e-01    8.558169e-01    1.233216e-01    3.295443e-01    7.572105e-01    1.143620e+00    1.475643e+00    1.620584e+00    1.508022e+00    1.273177e+00    9.145630e-01    7.243411e-01    6.694204e-01    6.013947e-01    4.641947e-01
83        7.899225e-01    2.306880e+15    4.963667e-01    8.392640e-01    1.210417e-01    3.237795e-01    7.430522e-01    1.119800e+00    1.442737e+00    1.582076e+00    1.471197e+00    1.241623e+00    8.917322e-01    7.062330e-01    6.526812e-01    5.863519e-01    4.525794e-01
84        7.985691e-01    2.330726e+15    4.882754e-01    8.241569e-01    1.189571e-01    3.185170e-01    7.301363e-01    1.098031e+00    1.412633e+00    1.546819e+00    1.437471e+00    1.212720e+00    8.708182e-01    6.896450e-01    6.373471e-01    5.725719e-01    4.419391e-01
85        8.079366e-01    2.352758e+15    4.797803e-01    8.082919e-01    1.167629e-01    3.129867e-01    7.165778e-01    1.075144e+00    1.380951e+00    1.509689e+00    1.401943e+00    1.182269e+00    8.487831e-01    6.721676e-01    6.211908e-01    5.580529e-01    4.307282e-01
86        8.179097e-01    2.376605e+15    4.706317e-01    7.913043e-01    1.143978e-01    3.070200e-01    7.020390e-01    1.050694e+00    1.347174e+00    1.470184e+00    1.364175e+00    1.149915e+00    8.253762e-01    6.536031e-01    6.040298e-01    5.426312e-01    4.188204e-01
87        8.273126e-01    2.402525e+15    4.609615e-01    7.734398e-01    1.118957e-01    3.007028e-01    6.867301e-01    1.025035e+00    1.311792e+00    1.428877e+00    1.324715e+00    1.116126e+00    8.009375e-01    6.342211e-01    5.861132e-01    5.265306e-01    4.063886e-01
88        8.367806e-01    2.422224e+15    4.519074e-01    7.568096e-01    1.095509e-01    2.947773e-01    6.724583e-01    1.001205e+00    1.279000e+00    1.390675e+00    1.288254e+00    1.084922e+00    7.783735e-01    6.163268e-01    5.695720e-01    5.116663e-01    3.949114e-01
89        8.461851e-01    2.448662e+15    4.428197e-01    7.402254e-01    1.071949e-01    2.888176e-01    6.582025e-01    9.775043e-01    1.246463e+00    1.352861e+00    1.252200e+00    1.054083e+00    7.560813e-01    5.986492e-01    5.532312e-01    4.969821e-01    3.835736e-01
90        8.550618e-01    2.471472e+15    4.337937e-01    7.238795e-01    1.048520e-01    2.828842e-01    6.441243e-01    9.542183e-01    1.214586e+00    1.315923e+00    1.217024e+00    1.024019e+00    7.343564e-01    5.814228e-01    5.373077e-01    4.826732e-01    3.725258e-01
91        8.648939e-01    2.495837e+15    4.252563e-01    7.085554e-01    1.026329e-01    2.772567e-01    6.308960e-01    9.324694e-01    1.184913e+00    1.281658e+00    1.184442e+00    9.961956e-01    7.142596e-01    5.654886e-01    5.225789e-01    4.694382e-01    3.623073e-01
92        8.737440e-01    2.519424e+15    4.157392e-01    6.916434e-01    1.001552e-01    2.709641e-01    6.162592e-01    9.085693e-01    1.152432e+00    1.244300e+00    1.148981e+00    9.659447e-01    6.924207e-01    5.481751e-01    5.065754e-01    4.550579e-01    3.512050e-01
93        8.896015e-01    2.545862e+15    4.071532e-01    6.765129e-01    9.791701e-02    2.652729e-01    6.031359e-01    8.872640e-01    1.123572e+00    1.211222e+00    1.117629e+00    9.392222e-01    6.731377e-01    5.328892e-01    4.924462e-01    4.423622e-01    3.414034e-01
94        9.046597e-01    2.588371e+15    3.913871e-01    6.491949e-01    9.379658e-02    2.547700e-01    5.793367e-01    8.490817e-01    1.072205e+00    1.152771e+00    1.062403e+00    8.922393e-01    6.392667e-01    5.060443e-01    4.676336e-01    4.200678e-01    3.241922e-01
95        9.206303e-01    2.625696e+15    3.760964e-01    6.231683e-01    8.978977e-02    2.445312e-01    5.565554e-01    8.129957e-01    1.024022e+00    1.098384e+00    1.011199e+00    8.487704e-01    6.079627e-01    4.812394e-01    4.447074e-01    3.994692e-01    3.082911e-01
96        9.361180e-01    2.664576e+15    3.595113e-01    5.954722e-01    8.543162e-02    2.333655e-01    5.321880e-01    7.749329e-01    9.736256e-01    1.042019e+00    9.583499e-01    8.040145e-01    5.757723e-01    4.557384e-01    4.211388e-01    3.782947e-01    2.919465e-01
97        9.513030e-01    2.703456e+15    3.432703e-01    5.687138e-01    8.115567e-02    2.223908e-01    5.085592e-01    7.383930e-01    9.255437e-01    9.886090e-01    9.084257e-01    7.618146e-01    5.454490e-01    4.317213e-01    3.989423e-01    3.583537e-01    2.765550e-01
98        9.658515e-01    2.747520e+15    3.273882e-01    5.427823e-01    7.696884e-02    2.116320e-01    4.856037e-01    7.031365e-01    8.793479e-01    9.375387e-01    8.607919e-01    7.216036e-01    5.165744e-01    4.088547e-01    3.778095e-01    3.393689e-01    2.619020e-01
