# 177-shell model evolved to new time with shell-mass conservation
# t0_days = 0.0002314814814814815
# t_days  = 9.0000000000000000e+01
# Shell masses: m_i = (Menc_out - Menc_in) * Msun
# Boundary evolution: r_out uses v_out; r_in uses previous shell v_out (continuous boundaries)
# rho(t) = m_i / [4/3 pi (r_out^3 - r_in^3)]
# Columns:	shell	rzo_cm	vel_cm_s	rho_g_cc	X_C_bucket	X_Si_bucket	X_Ni56	Menc_Msun
shell	rzo_cm	vel_cm_s	rho_g_cc	X_C_bucket	X_Si_bucket	X_Ni56	Menc_Msun
13	1.49688000e+15	1.92500000e+08	4.07838145e-15	1.37050061e-08	9.99894902e-01	1.05083816e-04	4.38857260e-02
14	1.56530880e+15	2.01300000e+08	5.65544304e-15	1.60829120e-08	9.99831358e-01	1.68626228e-04	4.96183949e-02
15	1.66795200e+15	2.14500000e+08	3.78503481e-15	1.80057375e-08	9.99720867e-01	2.79115012e-04	5.60355494e-02
16	1.71694080e+15	2.20800000e+08	7.06603339e-15	2.02323079e-08	9.99479971e-01	5.20009053e-04	6.23003570e-02
17	1.81880640e+15	2.33900000e+08	3.22229408e-15	2.16048831e-08	9.99360273e-01	6.39704907e-04	6.87835711e-02
18	1.86157440e+15	2.39400000e+08	7.27172982e-15	2.48469007e-08	9.98576139e-01	1.42383601e-03	7.54374796e-02
19	1.96110720e+15	2.52200000e+08	2.99042909e-15	2.59042218e-08	9.98194375e-01	1.80559882e-03	8.23089425e-02
20	2.00776320e+15	2.58200000e+08	5.59101097e-15	2.78928648e-08	9.97464939e-01	2.53503299e-03	8.87992725e-02
21	2.09407680e+15	2.69300000e+08	2.92134450e-15	3.83916357e-08	9.83805864e-01	1.61940975e-02	9.55011830e-02
22	2.14695360e+15	2.76100000e+08	6.11050711e-15	4.17030595e-08	9.76472271e-01	2.35276873e-02	1.04680762e-01
23	2.25348480e+15	2.89800000e+08	2.82558101e-15	4.50167208e-08	9.64005704e-01	3.59942511e-02	1.13888997e-01
24	2.31802560e+15	2.98100000e+08	4.35765084e-15	4.47623198e-08	9.03883375e-01	9.61165800e-02	1.23173318e-01
25	2.41211520e+15	3.10200000e+08	2.84801142e-15	4.58708864e-08	8.88037641e-01	1.11962313e-01	1.32644493e-01
26	2.48987520e+15	3.20200000e+08	4.14971857e-15	4.72975117e-08	8.75047141e-01	1.24952811e-01	1.44892666e-01
27	2.59018560e+15	3.33100000e+08	3.01550993e-15	4.81565410e-08	8.06390709e-01	1.93609243e-01	1.57224171e-01
28	2.70216000e+15	3.47500000e+08	2.52152205e-15	5.26928729e-08	7.40420922e-01	2.59579025e-01	1.69716914e-01
29	2.76281280e+15	3.55300000e+08	4.42019431e-15	5.66362442e-08	6.79496816e-01	3.20503127e-01	1.82364311e-01
30	2.87089920e+15	3.69200000e+08	1.54016651e-15	6.31698807e-08	6.30218099e-01	3.69781838e-01	1.90710657e-01
31	2.90200320e+15	3.73200000e+08	5.25259513e-15	6.89370719e-08	5.93771958e-01	4.06227973e-01	1.99310646e-01
32	2.98676160e+15	3.84100000e+08	1.80909370e-15	7.51721298e-08	5.61184816e-01	4.38815109e-01	2.07709834e-01
33	3.02641920e+15	3.89200000e+08	3.74303887e-15	8.27532196e-08	5.29830709e-01	4.70169209e-01	2.16187585e-01
34	3.09795840e+15	3.98400000e+08	2.03047062e-15	9.11680205e-08	5.00830414e-01	4.99169495e-01	2.24793550e-01
35	3.13994880e+15	4.03800000e+08	3.33122545e-15	1.00851127e-07	4.72556033e-01	5.27443866e-01	2.33390680e-01
36	3.21537600e+15	4.13500000e+08	1.79550915e-15	1.12365276e-07	4.46241608e-01	5.53758279e-01	2.42030936e-01
37	3.26203200e+15	4.19500000e+08	2.82561510e-15	1.26079073e-07	4.20884336e-01	5.79115538e-01	2.50767599e-01
38	3.34445760e+15	4.30100000e+08	2.43576911e-15	1.43704916e-07	3.93451207e-01	6.06548649e-01	2.64608915e-01
39	3.43621440e+15	4.41900000e+08	2.11793350e-15	1.74570231e-07	3.60424799e-01	6.39575026e-01	2.78722510e-01
40	3.51475200e+15	4.52000000e+08	2.33594214e-15	2.19059555e-07	3.29630271e-01	6.70369510e-01	2.92723658e-01
41	3.62594880e+15	4.66300000e+08	1.57015833e-15	2.82586456e-07	3.02765664e-01	6.97234053e-01	3.06786322e-01
42	3.67260480e+15	4.72300000e+08	2.19210662e-15	3.62998974e-07	2.81486948e-01	7.18512689e-01	3.15391578e-01
43	3.75192000e+15	4.82500000e+08	1.23869823e-15	4.41677462e-07	2.68614698e-01	7.31384860e-01	3.23946004e-01
44	3.78224640e+15	4.86400000e+08	3.13010193e-15	5.47456150e-07	2.55180862e-01	7.44818591e-01	3.32456741e-01
45	3.86233920e+15	4.96700000e+08	1.15610658e-15	6.90570442e-07	2.43419733e-01	7.56579577e-01	3.41004066e-01
46	3.89733120e+15	5.01200000e+08	2.58522011e-15	8.99562155e-07	2.32782512e-01	7.67216588e-01	3.49607481e-01
47	3.96809280e+15	5.10300000e+08	1.24112209e-15	1.22763430e-06	2.23258911e-01	7.76739861e-01	3.58189377e-01
48	4.00308480e+15	5.14800000e+08	2.43763117e-15	1.82745257e-06	2.13736948e-01	7.86261224e-01	3.66749887e-01
49	4.07462400e+15	5.24000000e+08	1.12364989e-15	3.11931036e-06	2.05329747e-01	7.94667134e-01	3.75034608e-01
50	4.13138880e+15	5.31300000e+08	2.52405053e-15	1.01477287e-05	1.94092475e-01	8.05897377e-01	3.90273857e-01
51	4.24958400e+15	5.46500000e+08	1.11529439e-15	3.15015606e-04	1.80590310e-01	8.19094674e-01	4.04899740e-01
52	4.31334720e+15	5.54700000e+08	2.06931019e-15	8.91882210e-04	1.68570751e-01	8.30537367e-01	4.20181161e-01
53	4.43309760e+15	5.70100000e+08	9.97143289e-16	1.44048558e-03	1.58298186e-01	8.40261328e-01	4.34610282e-01
54	4.48752960e+15	5.77100000e+08	1.31035999e-15	1.90965015e-03	1.50646104e-01	8.47444246e-01	4.43575403e-01
55	4.56528960e+15	5.87100000e+08	8.82204371e-16	2.23825018e-03	1.45668757e-01	8.52092992e-01	4.52455525e-01
56	4.59872640e+15	5.91400000e+08	1.87834327e-15	2.54567228e-03	1.40914375e-01	8.56539953e-01	4.60786357e-01
57	4.67493120e+15	6.01200000e+08	8.09657318e-16	2.84285382e-03	1.36708559e-01	8.60448587e-01	4.69167641e-01
58	4.71225600e+15	6.06000000e+08	1.74759175e-15	3.13441840e-03	1.32681149e-01	8.64184433e-01	4.78246386e-01
59	4.78301760e+15	6.15100000e+08	8.30294201e-16	3.42234769e-03	1.29022931e-01	8.67554721e-01	4.86613347e-01
60	4.83200640e+15	6.21400000e+08	1.22153192e-15	3.71267467e-03	1.25444289e-01	8.70843036e-01	4.95351531e-01
61	4.89576960e+15	6.29600000e+08	8.95613076e-16	3.99157591e-03	1.22165568e-01	8.73842856e-01	5.03887228e-01
62	4.96886400e+15	6.39000000e+08	1.14241238e-15	4.31194435e-03	1.18450006e-01	8.77238050e-01	5.16722112e-01
63	5.03884800e+15	6.48000000e+08	1.14179790e-15	4.71686591e-03	1.14161923e-01	8.81121211e-01	5.29363064e-01
64	5.13604800e+15	6.60500000e+08	8.17479882e-16	5.12309484e-03	1.10288709e-01	8.84588196e-01	5.42356727e-01
65	5.21303040e+15	6.70400000e+08	9.80818702e-16	5.53123116e-03	1.06765595e-01	8.87703174e-01	5.55130130e-01
66	5.30789760e+15	6.82600000e+08	7.68646491e-16	5.93819251e-03	1.03531036e-01	8.90530771e-01	5.67879176e-01
67	5.39809920e+15	6.94200000e+08	7.93380290e-16	6.32697178e-03	1.00646181e-01	8.93026847e-01	5.80835304e-01
68	5.47663680e+15	7.04300000e+08	8.69044073e-16	6.72642725e-03	9.80110702e-02	8.95262503e-01	5.93584404e-01
69	5.57928000e+15	7.17500000e+08	6.29480653e-16	7.11638942e-03	9.56098741e-02	8.97273736e-01	6.06059091e-01
70	5.65704000e+15	7.27500000e+08	1.04214769e-15	7.53021224e-03	9.33752687e-02	8.99094519e-01	6.22219626e-01
71	5.78612160e+15	7.44100000e+08	5.81034219e-16	7.99736180e-03	9.10227532e-02	9.00979885e-01	6.37732478e-01
72	5.87943360e+15	7.56100000e+08	7.68082156e-16	8.47135012e-03	8.89609257e-02	9.02567724e-01	6.53138139e-01
73	6.00151680e+15	7.71800000e+08	5.62198609e-16	8.93931770e-03	8.71465379e-02	9.03914144e-01	6.68441204e-01
74	6.10182720e+15	7.84700000e+08	6.75890636e-16	9.41487627e-03	8.55800364e-02	9.05005087e-01	6.84128864e-01
75	6.22313280e+15	8.00300000e+08	5.15424366e-16	9.87677245e-03	8.42028529e-02	9.05920375e-01	6.99130753e-01
76	6.32888640e+15	8.13900000e+08	5.96045500e-16	1.42447256e-02	8.14351148e-02	9.04320160e-01	7.14817292e-01
77	6.44008320e+15	8.28200000e+08	5.17421824e-16	1.47195777e-02	8.04273770e-02	9.04853045e-01	7.29634787e-01
78	6.53106240e+15	8.39900000e+08	3.64404044e-16	1.51291871e-02	7.96710714e-02	9.05199742e-01	7.38445361e-01
79	6.59949120e+15	8.48700000e+08	4.65117408e-16	1.52726567e-02	7.92605990e-02	9.05466744e-01	7.47112716e-01
80	6.65858880e+15	8.56300000e+08	5.26797830e-16	1.52310279e-02	7.89748900e-02	9.05794082e-01	7.55756285e-01
81	6.73323840e+15	8.65900000e+08	4.15860996e-16	1.47325896e-02	7.88168440e-02	9.06450566e-01	7.64550051e-01
82	6.78456000e+15	8.72500000e+08	5.86911614e-16	1.33663125e-02	7.89706736e-02	9.07663014e-01	7.73243698e-01
83	6.86465280e+15	8.82800000e+08	3.65836023e-16	1.04649882e-02	7.95927011e-02	9.09942311e-01	7.81865841e-01
84	6.92064000e+15	8.90000000e+08	4.79421203e-16	5.26593418e-03	8.09173336e-02	9.13816732e-01	7.89922509e-01
85	6.99217920e+15	8.99200000e+08	3.95320762e-16	1.16434723e-06	8.38106013e-02	9.16188234e-01	7.98569060e-01
86	7.05827520e+15	9.07700000e+08	4.54516959e-16	4.49327982e-08	1.09365715e-01	8.90634240e-01	8.07936573e-01
87	7.12981440e+15	9.16900000e+08	4.38449073e-16	1.71083882e-07	1.32602529e-01	8.67397300e-01	8.17909665e-01
88	7.20757440e+15	9.26900000e+08	3.72434512e-16	3.68405691e-07	1.59319314e-01	8.40680318e-01	8.27312648e-01
89	7.26667200e+15	9.34500000e+08	4.84147535e-16	6.39463327e-07	1.90021661e-01	8.09977700e-01	8.36780621e-01
90	7.34598720e+15	9.44700000e+08	3.51560665e-16	1.01324279e-06	2.27489594e-01	7.72509393e-01	8.46185096e-01
91	7.41441600e+15	9.53500000e+08	3.76961327e-16	1.50208205e-06	2.72280723e-01	7.27717775e-01	8.55061772e-01
92	7.48751040e+15	9.62900000e+08	3.83496136e-16	2.14315237e-06	3.24961810e-01	6.75036047e-01	8.64893922e-01
93	7.55827200e+15	9.72000000e+08	3.49784592e-16	2.73836837e-06	3.70381899e-01	6.29615362e-01	8.73743981e-01
94	7.63758720e+15	9.82200000e+08	5.48163114e-16	4.14753137e-06	4.67338306e-01	5.32657547e-01	8.89601520e-01
95	7.76511360e+15	9.98600000e+08	3.15104096e-16	6.04449224e-06	5.77574366e-01	4.22419590e-01	9.04659715e-01
96	7.87708800e+15	1.01300000e+09	3.69049037e-16	8.91027145e-06	7.05899860e-01	2.94091229e-01	9.20630310e-01
97	7.99372800e+15	1.02800000e+09	3.33748051e-16	1.21099433e-05	8.03610839e-01	1.96377051e-01	9.36118036e-01
98	8.11036800e+15	1.04300000e+09	3.17812145e-16	1.58181359e-05	8.72855349e-01	1.27128833e-01	9.51302987e-01
99	8.24256000e+15	1.06000000e+09	2.60553600e-16	2.03675873e-05	9.20190699e-01	7.97889329e-02	9.65851475e-01
100	8.32809600e+15	1.07100000e+09	2.16049396e-16	2.31349176e-05	9.37237151e-01	6.27397144e-02	9.73866416e-01
101	8.40585600e+15	1.08100000e+09	2.18147375e-16	2.55191270e-05	9.48225383e-01	5.17490982e-02	9.81369183e-01
102	8.46028800e+15	1.08800000e+09	3.05145365e-16	2.70370105e-05	9.53556781e-01	4.64161823e-02	9.88832112e-01
103	8.53804800e+15	1.09800000e+09	2.17857215e-16	2.84887349e-05	9.57989953e-01	4.19815578e-02	9.96563530e-01
104	8.60025600e+15	1.10600000e+09	2.83853810e-16	3.03311697e-05	9.62675701e-01	3.72939681e-02	1.00475560e+00
105	8.68579200e+15	1.11700000e+09	2.07058823e-16	3.20354969e-05	9.66133161e-01	3.38348031e-02	1.01311457e+00
106	8.75577600e+15	1.12600000e+09	2.49580028e-16	3.42161580e-05	9.69708183e-01	3.02576006e-02	1.02150718e+00
107	8.84131200e+15	1.13700000e+09	2.04523014e-16	3.66859952e-05	9.72895328e-01	2.70679858e-02	1.03006358e+00
108	8.91907200e+15	1.14700000e+09	2.15749118e-16	3.99162612e-05	9.76822663e-01	2.31374204e-02	1.03842207e+00
109	9.01238400e+15	1.15900000e+09	1.77632506e-16	4.50504240e-05	9.82491609e-01	1.74633406e-02	1.04684010e+00
110	9.09792000e+15	1.17000000e+09	1.90630398e-16	9.19565081e-05	9.91230568e-01	8.67747559e-03	1.05528726e+00
111	9.18345600e+15	1.18100000e+09	1.88255743e-16	9.01335549e-04	9.97115029e-01	1.98363564e-03	1.06378754e+00
112	9.28454400e+15	1.19400000e+09	1.64859920e-16	3.49557286e-03	9.96369023e-01	1.35404576e-04	1.07276542e+00
113	9.37785600e+15	1.20600000e+09	1.74090168e-16	2.30938754e-02	9.76894784e-01	1.13403283e-05	1.08170188e+00
114	9.47894400e+15	1.21900000e+09	1.63643229e-16	3.50618988e-02	9.64938101e-01	0.00000000e+00	1.09099267e+00
115	9.58780800e+15	1.23300000e+09	1.40774508e-16	4.72095636e-02	9.52790436e-01	0.00000000e+00	1.09979265e+00
116	9.68889600e+15	1.24600000e+09	1.52757117e-16	6.72747010e-02	9.32725299e-01	0.00000000e+00	1.10885594e+00
117	9.79776000e+15	1.26000000e+09	1.36608130e-16	9.01214652e-02	9.09878535e-01	0.00000000e+00	1.11777573e+00
118	9.90662400e+15	1.27400000e+09	1.39692247e-16	1.33146151e-01	8.66853849e-01	0.00000000e+00	1.12710187e+00
119	1.00077120e+16	1.28700000e+09	1.39027161e-16	1.81866699e-01	8.18133301e-01	0.00000000e+00	1.13590526e+00
120	1.01010240e+16	1.29900000e+09	1.12771135e-16	2.45102137e-01	7.54897863e-01	0.00000000e+00	1.14262609e+00
121	1.01710080e+16	1.30800000e+09	1.45842649e-16	3.34394655e-01	6.65605345e-01	0.00000000e+00	1.14925123e+00
122	1.02409920e+16	1.31700000e+09	1.42046219e-16	5.09077873e-01	4.90922127e-01	0.00000000e+00	1.15579331e+00
123	1.03109760e+16	1.32600000e+09	1.39113834e-16	6.51221493e-01	3.48778507e-01	0.00000000e+00	1.16228852e+00
124	1.03809600e+16	1.33500000e+09	1.39810335e-16	6.78300692e-01	3.21699308e-01	0.00000000e+00	1.16890545e+00
125	1.04353920e+16	1.34200000e+09	1.76702937e-16	6.95324327e-01	3.04675673e-01	0.00000000e+00	1.17548845e+00
126	1.04976000e+16	1.35000000e+09	1.53093176e-16	7.07219004e-01	2.92780996e-01	0.00000000e+00	1.18207990e+00
127	1.05675840e+16	1.35900000e+09	1.32976661e-16	7.14244535e-01	2.85755465e-01	0.00000000e+00	1.18860251e+00
128	1.06220160e+16	1.36600000e+09	1.70933143e-16	7.19361349e-01	2.80638651e-01	0.00000000e+00	1.19520096e+00
129	1.06842240e+16	1.37400000e+09	1.35566683e-16	7.24203300e-01	2.75796700e-01	0.00000000e+00	1.20124781e+00
130	1.07464320e+16	1.38200000e+09	1.39390412e-16	7.29880640e-01	2.70119360e-01	0.00000000e+00	1.20753804e+00
131	1.08086400e+16	1.39000000e+09	1.63912370e-16	7.33543381e-01	2.66456619e-01	0.00000000e+00	1.21502100e+00
132	1.08786240e+16	1.39900000e+09	1.22196875e-16	7.34586272e-01	2.65413728e-01	0.00000000e+00	1.22137409e+00
133	1.09408320e+16	1.40700000e+09	1.39933490e-16	7.37604592e-01	2.62395408e-01	0.00000000e+00	1.22792002e+00
134	1.10108160e+16	1.41600000e+09	1.20901465e-16	7.41032334e-01	2.58967666e-01	0.00000000e+00	1.23435995e+00
135	1.10808000e+16	1.42500000e+09	1.19115205e-16	7.45906850e-01	2.54093150e-01	0.00000000e+00	1.24078591e+00
136	1.11585600e+16	1.43500000e+09	1.27194857e-16	7.53657535e-01	2.46342465e-01	0.00000000e+00	1.24851249e+00
137	1.12518720e+16	1.44700000e+09	1.03073007e-16	7.62406540e-01	2.37593460e-01	0.00000000e+00	1.25614206e+00
138	1.13451840e+16	1.45900000e+09	1.03728173e-16	7.78271335e-01	2.21728665e-01	0.00000000e+00	1.26394855e+00
139	1.14307200e+16	1.47000000e+09	1.13828966e-16	8.06920148e-01	1.93079852e-01	0.00000000e+00	1.27192611e+00
140	1.14929280e+16	1.47800000e+09	1.50851032e-16	8.68388907e-01	1.31611093e-01	0.00000000e+00	1.27971504e+00
141	1.15551360e+16	1.48600000e+09	1.45047731e-16	9.99982722e-01	1.72782903e-05	0.00000000e+00	1.28728585e+00
142	1.16328960e+16	1.49600000e+09	1.18277424e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.29509678e+00
143	1.17106560e+16	1.50600000e+09	1.21615060e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.30323621e+00
144	1.18039680e+16	1.51800000e+09	9.55748301e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.31102508e+00
145	1.18739520e+16	1.52700000e+09	1.38517969e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.31960945e+00
146	1.19828160e+16	1.54100000e+09	8.39500771e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.32782519e+00
147	1.21072320e+16	1.55700000e+09	7.28921920e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.33613807e+00
148	1.22705280e+16	1.57800000e+09	5.21126694e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.34412589e+00
149	1.27681920e+16	1.64200000e+09	1.66430573e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.35232876e+00
150	1.32192000e+16	1.70000000e+09	8.64439552e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.35648789e+00
151	1.37246400e+16	1.76500000e+09	6.91053347e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36049348e+00
152	1.41212160e+16	1.81600000e+09	8.94336162e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36483751e+00
153	1.46888640e+16	1.88900000e+09	2.80391973e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36692443e+00
154	1.49143680e+16	1.91800000e+09	6.44763178e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36893702e+00
155	1.52642880e+16	1.96300000e+09	2.89678704e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37039523e+00
156	1.54820160e+16	1.99100000e+09	5.04726003e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37203611e+00
157	1.58319360e+16	2.03600000e+09	2.26844492e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37326555e+00
158	1.60574400e+16	2.06500000e+09	3.09823801e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37438778e+00
159	1.63140480e+16	2.09800000e+09	1.81513720e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37515874e+00
160	1.64928960e+16	2.12100000e+09	1.97046785e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37575785e+00
161	1.66639680e+16	2.14300000e+09	1.40045814e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37617387e+00
162	1.68272640e+16	2.16400000e+09	1.65162966e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37665169e+00
163	1.69672320e+16	2.18200000e+09	9.28750816e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37688619e+00
164	1.70994240e+16	2.19900000e+09	8.94189241e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37710287e+00
165	1.72082880e+16	2.21300000e+09	6.24110418e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37722918e+00
166	1.73016000e+16	2.22500000e+09	5.49882252e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37732570e+00
167	1.74104640e+16	2.23900000e+09	3.58030622e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37739988e+00
168	1.74804480e+16	2.24800000e+09	2.10199109e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37742816e+00
169	1.75348800e+16	2.25500000e+09	3.32271825e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37746319e+00
170	1.76126400e+16	2.26500000e+09	1.68244213e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37748871e+00
171	1.76748480e+16	2.27300000e+09	1.48912870e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37750693e+00
172	1.77448320e+16	2.28200000e+09	8.50016497e-20	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37751872e+00
173	1.78536960e+16	2.29600000e+09	4.73268836e-20	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37752903e+00
174	1.79159040e+16	2.30400000e+09	4.35252499e-20	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37753451e+00
175	1.80403200e+16	2.32000000e+09	1.63616145e-20	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37753866e+00
176	1.81647360e+16	2.33600000e+09	1.31455288e-20	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37754205e+00
177	1.88023680e+16	2.41800000e+09	2.32368697e-21	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37754525e+00
