# 177-shell model evolved to new time with shell-mass conservation
# t0_days = 0.0002314814814814815
# t_days  = 4.0000000000000000e+01
# Shell masses: m_i = (Menc_out - Menc_in) * Msun
# Boundary evolution: r_out uses v_out; r_in uses previous shell v_out (continuous boundaries)
# rho(t) = m_i / [4/3 pi (r_out^3 - r_in^3)]
# Columns:	shell	rzo_cm	vel_cm_s	rho_g_cc	X_C_bucket	X_Si_bucket	X_Ni56	Menc_Msun
shell	rzo_cm	vel_cm_s	rho_g_cc	X_C_bucket	X_Si_bucket	X_Ni56	Menc_Msun
69	2.47968000e+15	7.17500000e+08	7.17017807e-15	7.11638942e-03	9.56098741e-02	8.97273736e-01	6.06059091e-01
70	2.51424000e+15	7.27500000e+08	1.18707135e-14	7.53021224e-03	9.33752687e-02	8.99094519e-01	6.22219626e-01
71	2.57160960e+15	7.44100000e+08	6.61834290e-15	7.99736180e-03	9.10227532e-02	9.00979885e-01	6.37732478e-01
72	2.61308160e+15	7.56100000e+08	8.74893580e-15	8.47135012e-03	8.89609257e-02	9.02567724e-01	6.53138139e-01
73	2.66734080e+15	7.71800000e+08	6.40379354e-15	8.93931770e-03	8.71465379e-02	9.03914144e-01	6.68441204e-01
74	2.71192320e+15	7.84700000e+08	7.69881677e-15	9.41487627e-03	8.55800364e-02	9.05005087e-01	6.84128864e-01
75	2.76583680e+15	8.00300000e+08	5.87100566e-15	9.87677245e-03	8.42028529e-02	9.05920375e-01	6.99130753e-01
76	2.81283840e+15	8.13900000e+08	6.78933077e-15	1.42447256e-02	8.14351148e-02	9.04320160e-01	7.14817292e-01
77	2.86225920e+15	8.28200000e+08	5.89375797e-15	1.47195777e-02	8.04273770e-02	9.04853045e-01	7.29634787e-01
78	2.90269440e+15	8.39900000e+08	4.15078982e-15	1.51291871e-02	7.96710714e-02	9.05199742e-01	7.38445361e-01
79	2.93310720e+15	8.48700000e+08	5.29797798e-15	1.52726567e-02	7.92605990e-02	9.05466744e-01	7.47112716e-01
80	2.95937280e+15	8.56300000e+08	6.00055654e-15	1.52310279e-02	7.89748900e-02	9.05794082e-01	7.55756285e-01
81	2.99255040e+15	8.65900000e+08	4.73691666e-15	1.47325896e-02	7.88168440e-02	9.06450566e-01	7.64550051e-01
82	3.01536000e+15	8.72500000e+08	6.68529011e-15	1.33663125e-02	7.89706736e-02	9.07663014e-01	7.73243698e-01
83	3.05095680e+15	8.82800000e+08	4.16710095e-15	1.04649882e-02	7.95927011e-02	9.09942311e-01	7.81865841e-01
84	3.07584000e+15	8.90000000e+08	5.46090715e-15	5.26593418e-03	8.09173336e-02	9.13816732e-01	7.89922509e-01
85	3.10763520e+15	8.99200000e+08	4.50295055e-15	1.16434723e-06	8.38106013e-02	9.16188234e-01	7.98569060e-01
86	3.13701120e+15	9.07700000e+08	5.17723223e-15	4.49327982e-08	1.09365715e-01	8.90634240e-01	8.07936573e-01
87	3.16880640e+15	9.16900000e+08	4.99420897e-15	1.71083882e-07	1.32602529e-01	8.67397300e-01	8.17909665e-01
88	3.20336640e+15	9.26900000e+08	4.24226187e-15	3.68405691e-07	1.59319314e-01	8.40680318e-01	8.27312648e-01
89	3.22963200e+15	9.34500000e+08	5.51474301e-15	6.39463327e-07	1.90021661e-01	8.09977700e-01	8.36780621e-01
90	3.26488320e+15	9.44700000e+08	4.00449570e-15	1.01324279e-06	2.27489594e-01	7.72509393e-01	8.46185096e-01
91	3.29529600e+15	9.53500000e+08	4.29382511e-15	1.50208205e-06	2.72280723e-01	7.27717775e-01	8.55061772e-01
92	3.32778240e+15	9.62900000e+08	4.36826068e-15	2.14315237e-06	3.24961810e-01	6.75036047e-01	8.64893922e-01
93	3.35923200e+15	9.72000000e+08	3.98426512e-15	2.73836837e-06	3.70381899e-01	6.29615362e-01	8.73743981e-01
94	3.39448320e+15	9.82200000e+08	6.24392047e-15	4.14753137e-06	4.67338306e-01	5.32657547e-01	8.89601520e-01
95	3.45116160e+15	9.98600000e+08	3.58923259e-15	6.04449224e-06	5.77574366e-01	4.22419590e-01	9.04659715e-01
96	3.50092800e+15	1.01300000e+09	4.20369918e-15	8.91027145e-06	7.05899860e-01	2.94091229e-01	9.20630310e-01
97	3.55276800e+15	1.02800000e+09	3.80159890e-15	1.21099433e-05	8.03610839e-01	1.96377051e-01	9.36118036e-01
98	3.60460800e+15	1.04300000e+09	3.62007896e-15	1.58181359e-05	8.72855349e-01	1.27128833e-01	9.51302987e-01
99	3.66336000e+15	1.06000000e+09	2.96786835e-15	2.03675873e-05	9.20190699e-01	7.97889329e-02	9.65851475e-01
100	3.70137600e+15	1.07100000e+09	2.46093765e-15	2.31349176e-05	9.37237151e-01	6.27397144e-02	9.73866416e-01
101	3.73593600e+15	1.08100000e+09	2.48483495e-15	2.55191270e-05	9.48225383e-01	5.17490982e-02	9.81369183e-01
102	3.76012800e+15	1.08800000e+09	3.47579642e-15	2.70370105e-05	9.53556781e-01	4.64161823e-02	9.88832112e-01
103	3.79468800e+15	1.09800000e+09	2.48152984e-15	2.84887349e-05	9.57989953e-01	4.19815578e-02	9.96563530e-01
104	3.82233600e+15	1.10600000e+09	3.23327230e-15	3.03311697e-05	9.62675701e-01	3.72939681e-02	1.00475560e+00
105	3.86035200e+15	1.11700000e+09	2.35852941e-15	3.20354969e-05	9.66133161e-01	3.38348031e-02	1.01311457e+00
106	3.89145600e+15	1.12600000e+09	2.84287250e-15	3.42161580e-05	9.69708183e-01	3.02576006e-02	1.02150718e+00
107	3.92947200e+15	1.13700000e+09	2.32964495e-15	3.66859952e-05	9.72895328e-01	2.70679858e-02	1.03006358e+00
108	3.96403200e+15	1.14700000e+09	2.45751730e-15	3.99162612e-05	9.76822663e-01	2.31374204e-02	1.03842207e+00
109	4.00550400e+15	1.15900000e+09	2.02334526e-15	4.50504240e-05	9.82491609e-01	1.74633406e-02	1.04684010e+00
110	4.04352000e+15	1.17000000e+09	2.17139938e-15	9.19565081e-05	9.91230568e-01	8.67747559e-03	1.05528726e+00
111	4.08153600e+15	1.18100000e+09	2.14435058e-15	9.01335549e-04	9.97115029e-01	1.98363564e-03	1.06378754e+00
112	4.12646400e+15	1.19400000e+09	1.87785752e-15	3.49557286e-03	9.96369023e-01	1.35404576e-04	1.07276542e+00
113	4.16793600e+15	1.20600000e+09	1.98299581e-15	2.30938754e-02	9.76894784e-01	1.13403283e-05	1.08170188e+00
114	4.21286400e+15	1.21900000e+09	1.86399866e-15	3.50618988e-02	9.64938101e-01	0.00000000e+00	1.09099267e+00
115	4.26124800e+15	1.23300000e+09	1.60350964e-15	4.72095636e-02	9.52790436e-01	0.00000000e+00	1.09979265e+00
116	4.30617600e+15	1.24600000e+09	1.73999903e-15	6.72747010e-02	9.32725299e-01	0.00000000e+00	1.10885594e+00
117	4.35456000e+15	1.26000000e+09	1.55605199e-15	9.01214652e-02	9.09878535e-01	0.00000000e+00	1.11777573e+00
118	4.40294400e+15	1.27400000e+09	1.59118200e-15	1.33146151e-01	8.66853849e-01	0.00000000e+00	1.12710187e+00
119	4.44787200e+15	1.28700000e+09	1.58360626e-15	1.81866699e-01	8.18133301e-01	0.00000000e+00	1.13590526e+00
120	4.48934400e+15	1.29900000e+09	1.28453371e-15	2.45102137e-01	7.54897863e-01	0.00000000e+00	1.14262609e+00
121	4.52044800e+15	1.30800000e+09	1.66123892e-15	3.34394655e-01	6.65605345e-01	0.00000000e+00	1.14925123e+00
122	4.55155200e+15	1.31700000e+09	1.61799522e-15	5.09077873e-01	4.90922127e-01	0.00000000e+00	1.15579331e+00
123	4.58265600e+15	1.32600000e+09	1.58459351e-15	6.51221493e-01	3.48778507e-01	0.00000000e+00	1.16228852e+00
124	4.61376000e+15	1.33500000e+09	1.59252709e-15	6.78300692e-01	3.21699308e-01	0.00000000e+00	1.16890545e+00
125	4.63795200e+15	1.34200000e+09	2.01275690e-15	6.95324327e-01	3.04675673e-01	0.00000000e+00	1.17548845e+00
126	4.66560000e+15	1.35000000e+09	1.74382695e-15	7.07219004e-01	2.92780996e-01	0.00000000e+00	1.18207990e+00
127	4.69670400e+15	1.35900000e+09	1.51468728e-15	7.14244535e-01	2.85755465e-01	0.00000000e+00	1.18860251e+00
128	4.72089600e+15	1.36600000e+09	1.94703534e-15	7.19361349e-01	2.80638651e-01	0.00000000e+00	1.19520096e+00
129	4.74854400e+15	1.37400000e+09	1.54418925e-15	7.24203300e-01	2.75796700e-01	0.00000000e+00	1.20124781e+00
130	4.77619200e+15	1.38200000e+09	1.58774392e-15	7.29880640e-01	2.70119360e-01	0.00000000e+00	1.20753804e+00
131	4.80384000e+15	1.39000000e+09	1.86706434e-15	7.33543381e-01	2.66456619e-01	0.00000000e+00	1.21502100e+00
132	4.83494400e+15	1.39900000e+09	1.39189878e-15	7.34586272e-01	2.65413728e-01	0.00000000e+00	1.22137409e+00
133	4.86259200e+15	1.40700000e+09	1.59392991e-15	7.37604592e-01	2.62395408e-01	0.00000000e+00	1.22792002e+00
134	4.89369600e+15	1.41600000e+09	1.37714325e-15	7.41032334e-01	2.58967666e-01	0.00000000e+00	1.23435995e+00
135	4.92480000e+15	1.42500000e+09	1.35679663e-15	7.45906850e-01	2.54093150e-01	0.00000000e+00	1.24078591e+00
136	4.95936000e+15	1.43500000e+09	1.44882892e-15	7.53657535e-01	2.46342465e-01	0.00000000e+00	1.24851249e+00
137	5.00083200e+15	1.44700000e+09	1.17406597e-15	7.62406540e-01	2.37593460e-01	0.00000000e+00	1.25614206e+00
138	5.04230400e+15	1.45900000e+09	1.18152872e-15	7.78271335e-01	2.21728665e-01	0.00000000e+00	1.26394855e+00
139	5.08032000e+15	1.47000000e+09	1.29658307e-15	8.06920148e-01	1.93079852e-01	0.00000000e+00	1.27192611e+00
140	5.10796800e+15	1.47800000e+09	1.71828753e-15	8.68388907e-01	1.31611093e-01	0.00000000e+00	1.27971504e+00
141	5.13561600e+15	1.48600000e+09	1.65218431e-15	9.99982722e-01	1.72782903e-05	0.00000000e+00	1.28728585e+00
142	5.17017600e+15	1.49600000e+09	1.34725378e-15	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.29509678e+00
143	5.20473600e+15	1.50600000e+09	1.38527154e-15	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.30323621e+00
144	5.24620800e+15	1.51800000e+09	1.08865705e-15	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.31102508e+00
145	5.27731200e+15	1.52700000e+09	1.57780624e-15	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.31960945e+00
146	5.32569600e+15	1.54100000e+09	9.56243847e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.32782519e+00
147	5.38099200e+15	1.55700000e+09	8.30287625e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.33613807e+00
148	5.45356800e+15	1.57800000e+09	5.93595875e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.34412589e+00
149	5.67475200e+15	1.64200000e+09	1.89574825e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.35232876e+00
150	5.87520000e+15	1.70000000e+09	9.84650678e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.35648789e+00
151	6.09984000e+15	1.76500000e+09	7.87152954e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36049348e+00
152	6.27609600e+15	1.81600000e+09	1.01870479e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36483751e+00
153	6.52838400e+15	1.88900000e+09	3.19383982e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36692443e+00
154	6.62860800e+15	1.91800000e+09	7.34425558e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36893702e+00
155	6.78412800e+15	1.96300000e+09	3.29962149e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37039523e+00
156	6.88089600e+15	1.99100000e+09	5.74914463e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37203611e+00
157	7.03641600e+15	2.03600000e+09	2.58390055e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37326555e+00
158	7.13664000e+15	2.06500000e+09	3.52908673e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37438778e+00
159	7.25068800e+15	2.09800000e+09	2.06755472e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37515874e+00
160	7.33017600e+15	2.12100000e+09	2.24448603e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37575785e+00
161	7.40620800e+15	2.14300000e+09	1.59520934e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37617387e+00
162	7.47878400e+15	2.16400000e+09	1.88130941e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37665169e+00
163	7.54099200e+15	2.18200000e+09	1.05790523e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37688619e+00
164	7.59974400e+15	2.19900000e+09	1.01853743e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37710287e+00
165	7.64812800e+15	2.21300000e+09	7.10900773e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37722918e+00
166	7.68960000e+15	2.22500000e+09	6.26350253e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37732570e+00
167	7.73798400e+15	2.23900000e+09	4.07819255e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37739988e+00
168	7.76908800e+15	2.24800000e+09	2.39429923e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37742816e+00
169	7.79328000e+15	2.25500000e+09	3.78478376e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37746319e+00
170	7.82784000e+15	2.26500000e+09	1.91640673e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37748871e+00
171	7.85548800e+15	2.27300000e+09	1.69621066e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37750693e+00
172	7.88659200e+15	2.28200000e+09	9.68221916e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37751872e+00
173	7.93497600e+15	2.29600000e+09	5.39082784e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37752903e+00
174	7.96262400e+15	2.30400000e+09	4.95779800e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37753451e+00
175	8.01792000e+15	2.32000000e+09	1.86369016e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37753866e+00
176	8.07321600e+15	2.33600000e+09	1.49735789e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37754205e+00
177	8.35660800e+15	2.41800000e+09	2.64682468e-20	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37754525e+00
