# 177-shell model evolved to new time with shell-mass conservation
# t0_days = 0.0002314814814814815
# t_days  = 1.0000000000000000e+02
# Shell masses: m_i = (Menc_out - Menc_in) * Msun
# Boundary evolution: r_out uses v_out; r_in uses previous shell v_out (continuous boundaries)
# rho(t) = m_i / [4/3 pi (r_out^3 - r_in^3)]
# Columns:	shell	rzo_cm	vel_cm_s	rho_g_cc	X_C_bucket	X_Si_bucket	X_Ni56	Menc_Msun
shell	rzo_cm	vel_cm_s	rho_g_cc	X_C_bucket	X_Si_bucket	X_Ni56	Menc_Msun
17	2.02089600e+15	2.33900000e+08	2.34905238e-15	2.16048831e-08	9.99360273e-01	6.39704907e-04	6.87835711e-02
18	2.06841600e+15	2.39400000e+08	5.30109104e-15	2.48469007e-08	9.98576139e-01	1.42383601e-03	7.54374796e-02
19	2.17900800e+15	2.52200000e+08	2.18002281e-15	2.59042218e-08	9.98194375e-01	1.80559882e-03	8.23089425e-02
20	2.23084800e+15	2.58200000e+08	4.07584700e-15	2.78928648e-08	9.97464939e-01	2.53503299e-03	8.87992725e-02
21	2.32675200e+15	2.69300000e+08	2.12966014e-15	3.83916357e-08	9.83805864e-01	1.61940975e-02	9.55011830e-02
22	2.38550400e+15	2.76100000e+08	4.45455969e-15	4.17030595e-08	9.76472271e-01	2.35276873e-02	1.04680762e-01
23	2.50387200e+15	2.89800000e+08	2.05984856e-15	4.50167208e-08	9.64005704e-01	3.59942511e-02	1.13888997e-01
24	2.57558400e+15	2.98100000e+08	3.17672746e-15	4.47623198e-08	9.03883375e-01	9.61165800e-02	1.23173318e-01
25	2.68012800e+15	3.10200000e+08	2.07620033e-15	4.58708864e-08	8.88037641e-01	1.11962313e-01	1.32644493e-01
26	2.76652800e+15	3.20200000e+08	3.02514484e-15	4.72975117e-08	8.75047141e-01	1.24952811e-01	1.44892666e-01
27	2.87798400e+15	3.33100000e+08	2.19830674e-15	4.81565410e-08	8.06390709e-01	1.93609243e-01	1.57224171e-01
28	3.00240000e+15	3.47500000e+08	1.83818958e-15	5.26928729e-08	7.40420922e-01	2.59579025e-01	1.69716914e-01
29	3.06979200e+15	3.55300000e+08	3.22232166e-15	5.66362442e-08	6.79496816e-01	3.20503127e-01	1.82364311e-01
30	3.18988800e+15	3.69200000e+08	1.12278139e-15	6.31698807e-08	6.30218099e-01	3.69781838e-01	1.90710657e-01
31	3.22444800e+15	3.73200000e+08	3.82914185e-15	6.89370719e-08	5.93771958e-01	4.06227973e-01	1.99310646e-01
32	3.31862400e+15	3.84100000e+08	1.31882931e-15	7.51721298e-08	5.61184816e-01	4.38815109e-01	2.07709834e-01
33	3.36268800e+15	3.89200000e+08	2.72867533e-15	8.27532196e-08	5.29830709e-01	4.70169209e-01	2.16187585e-01
34	3.44217600e+15	3.98400000e+08	1.48021308e-15	9.11680205e-08	5.00830414e-01	4.99169495e-01	2.24793550e-01
35	3.48883200e+15	4.03800000e+08	2.42846335e-15	1.00851127e-07	4.72556033e-01	5.27443866e-01	2.33390680e-01
36	3.57264000e+15	4.13500000e+08	1.30892617e-15	1.12365276e-07	4.46241608e-01	5.53758279e-01	2.42030936e-01
37	3.62448000e+15	4.19500000e+08	2.05987341e-15	1.26079073e-07	4.20884336e-01	5.79115538e-01	2.50767599e-01
38	3.71606400e+15	4.30100000e+08	1.77567568e-15	1.43704916e-07	3.93451207e-01	6.06548649e-01	2.64608915e-01
39	3.81801600e+15	4.41900000e+08	1.54397352e-15	1.74570231e-07	3.60424799e-01	6.39575026e-01	2.78722510e-01
40	3.90528000e+15	4.52000000e+08	1.70290182e-15	2.19059555e-07	3.29630271e-01	6.70369510e-01	2.92723658e-01
41	4.02883200e+15	4.66300000e+08	1.14464542e-15	2.82586456e-07	3.02765664e-01	6.97234053e-01	3.06786322e-01
42	4.08067200e+15	4.72300000e+08	1.59804572e-15	3.62998974e-07	2.81486948e-01	7.18512689e-01	3.15391578e-01
43	4.16880000e+15	4.82500000e+08	9.03011006e-16	4.41677462e-07	2.68614698e-01	7.31384860e-01	3.23946004e-01
44	4.20249600e+15	4.86400000e+08	2.28184430e-15	5.47456150e-07	2.55180862e-01	7.44818591e-01	3.32456741e-01
45	4.29148800e+15	4.96700000e+08	8.42801694e-16	6.90570442e-07	2.43419733e-01	7.56579577e-01	3.41004066e-01
46	4.33036800e+15	5.01200000e+08	1.88462546e-15	8.99562155e-07	2.32782512e-01	7.67216588e-01	3.49607481e-01
47	4.40899200e+15	5.10300000e+08	9.04778005e-16	1.22763430e-06	2.23258911e-01	7.76739861e-01	3.58189377e-01
48	4.44787200e+15	5.14800000e+08	1.77703312e-15	1.82745257e-06	2.13736948e-01	7.86261224e-01	3.66749887e-01
49	4.52736000e+15	5.24000000e+08	8.19140768e-16	3.11931036e-06	2.05329747e-01	7.94667134e-01	3.75034608e-01
50	4.59043200e+15	5.31300000e+08	1.84003284e-15	1.01477287e-05	1.94092475e-01	8.05897377e-01	3.90273857e-01
51	4.72176000e+15	5.46500000e+08	8.13049610e-16	3.15015606e-04	1.80590310e-01	8.19094674e-01	4.04899740e-01
52	4.79260800e+15	5.54700000e+08	1.50852713e-15	8.91882210e-04	1.68570751e-01	8.30537367e-01	4.20181161e-01
53	4.92566400e+15	5.70100000e+08	7.26917458e-16	1.44048558e-03	1.58298186e-01	8.40261328e-01	4.34610282e-01
54	4.98614400e+15	5.77100000e+08	9.55252436e-16	1.90965015e-03	1.50646104e-01	8.47444246e-01	4.43575403e-01
55	5.07254400e+15	5.87100000e+08	6.43126986e-16	2.23825018e-03	1.45668757e-01	8.52092992e-01	4.52455525e-01
56	5.10969600e+15	5.91400000e+08	1.36931224e-15	2.54567228e-03	1.40914375e-01	8.56539953e-01	4.60786357e-01
57	5.19436800e+15	6.01200000e+08	5.90240185e-16	2.84285382e-03	1.36708559e-01	8.60448587e-01	4.69167641e-01
58	5.23584000e+15	6.06000000e+08	1.27399439e-15	3.13441840e-03	1.32681149e-01	8.64184433e-01	4.78246386e-01
59	5.31446400e+15	6.15100000e+08	6.05284472e-16	3.42234769e-03	1.29022931e-01	8.67554721e-01	4.86613347e-01
60	5.36889600e+15	6.21400000e+08	8.90496772e-16	3.71267467e-03	1.25444289e-01	8.70843036e-01	4.95351531e-01
61	5.43974400e+15	6.29600000e+08	6.52901932e-16	3.99157591e-03	1.22165568e-01	8.73842856e-01	5.03887228e-01
62	5.52096000e+15	6.39000000e+08	8.32818625e-16	4.31194435e-03	1.18450006e-01	8.77238050e-01	5.16722112e-01
63	5.59872000e+15	6.48000000e+08	8.32370672e-16	4.71686591e-03	1.14161923e-01	8.81121211e-01	5.29363064e-01
64	5.70672000e+15	6.60500000e+08	5.95942834e-16	5.12309484e-03	1.10288709e-01	8.84588196e-01	5.42356727e-01
65	5.79225600e+15	6.70400000e+08	7.15016834e-16	5.53123116e-03	1.06765595e-01	8.87703174e-01	5.55130130e-01
66	5.89766400e+15	6.82600000e+08	5.60343292e-16	5.93819251e-03	1.03531036e-01	8.90530771e-01	5.67879176e-01
67	5.99788800e+15	6.94200000e+08	5.78374231e-16	6.32697178e-03	1.00646181e-01	8.93026847e-01	5.80835304e-01
68	6.08515200e+15	7.04300000e+08	6.33533129e-16	6.72642725e-03	9.80110702e-02	8.95262503e-01	5.93584404e-01
69	6.19920000e+15	7.17500000e+08	4.58891396e-16	7.11638942e-03	9.56098741e-02	8.97273736e-01	6.06059091e-01
70	6.28560000e+15	7.27500000e+08	7.59725667e-16	7.53021224e-03	9.33752687e-02	8.99094519e-01	6.22219626e-01
71	6.42902400e+15	7.44100000e+08	4.23573946e-16	7.99736180e-03	9.10227532e-02	9.00979885e-01	6.37732478e-01
72	6.53270400e+15	7.56100000e+08	5.59931891e-16	8.47135012e-03	8.89609257e-02	9.02567724e-01	6.53138139e-01
73	6.66835200e+15	7.71800000e+08	4.09842786e-16	8.93931770e-03	8.71465379e-02	9.03914144e-01	6.68441204e-01
74	6.77980800e+15	7.84700000e+08	4.92724273e-16	9.41487627e-03	8.55800364e-02	9.05005087e-01	6.84128864e-01
75	6.91459200e+15	8.00300000e+08	3.75744363e-16	9.87677245e-03	8.42028529e-02	9.05920375e-01	6.99130753e-01
76	7.03209600e+15	8.13900000e+08	4.34517169e-16	1.42447256e-02	8.14351148e-02	9.04320160e-01	7.14817292e-01
77	7.15564800e+15	8.28200000e+08	3.77200510e-16	1.47195777e-02	8.04273770e-02	9.04853045e-01	7.29634787e-01
78	7.25673600e+15	8.39900000e+08	2.65650548e-16	1.51291871e-02	7.96710714e-02	9.05199742e-01	7.38445361e-01
79	7.33276800e+15	8.48700000e+08	3.39070591e-16	1.52726567e-02	7.92605990e-02	9.05466744e-01	7.47112716e-01
80	7.39843200e+15	8.56300000e+08	3.84035618e-16	1.52310279e-02	7.89748900e-02	9.05794082e-01	7.55756285e-01
81	7.48137600e+15	8.65900000e+08	3.03162666e-16	1.47325896e-02	7.88168440e-02	9.06450566e-01	7.64550051e-01
82	7.53840000e+15	8.72500000e+08	4.27858567e-16	1.33663125e-02	7.89706736e-02	9.07663014e-01	7.73243698e-01
83	7.62739200e+15	8.82800000e+08	2.66694461e-16	1.04649882e-02	7.95927011e-02	9.09942311e-01	7.81865841e-01
84	7.68960000e+15	8.90000000e+08	3.49498057e-16	5.26593418e-03	8.09173336e-02	9.13816732e-01	7.89922509e-01
85	7.76908800e+15	8.99200000e+08	2.88188835e-16	1.16434723e-06	8.38106013e-02	9.16188234e-01	7.98569060e-01
86	7.84252800e+15	9.07700000e+08	3.31342863e-16	4.49327982e-08	1.09365715e-01	8.90634240e-01	8.07936573e-01
87	7.92201600e+15	9.16900000e+08	3.19629374e-16	1.71083882e-07	1.32602529e-01	8.67397300e-01	8.17909665e-01
88	8.00841600e+15	9.26900000e+08	2.71504759e-16	3.68405691e-07	1.59319314e-01	8.40680318e-01	8.27312648e-01
89	8.07408000e+15	9.34500000e+08	3.52943553e-16	6.39463327e-07	1.90021661e-01	8.09977700e-01	8.36780621e-01
90	8.16220800e+15	9.44700000e+08	2.56287725e-16	1.01324279e-06	2.27489594e-01	7.72509393e-01	8.46185096e-01
91	8.23824000e+15	9.53500000e+08	2.74804807e-16	1.50208205e-06	2.72280723e-01	7.27717775e-01	8.55061772e-01
92	8.31945600e+15	9.62900000e+08	2.79568683e-16	2.14315237e-06	3.24961810e-01	6.75036047e-01	8.64893922e-01
93	8.39808000e+15	9.72000000e+08	2.54992967e-16	2.73836837e-06	3.70381899e-01	6.29615362e-01	8.73743981e-01
94	8.48620800e+15	9.82200000e+08	3.99610910e-16	4.14753137e-06	4.67338306e-01	5.32657547e-01	8.89601520e-01
95	8.62790400e+15	9.98600000e+08	2.29710886e-16	6.04449224e-06	5.77574366e-01	4.22419590e-01	9.04659715e-01
96	8.75232000e+15	1.01300000e+09	2.69036748e-16	8.91027145e-06	7.05899860e-01	2.94091229e-01	9.20630310e-01
97	8.88192000e+15	1.02800000e+09	2.43302329e-16	1.21099433e-05	8.03610839e-01	1.96377051e-01	9.36118036e-01
98	9.01152000e+15	1.04300000e+09	2.31685054e-16	1.58181359e-05	8.72855349e-01	1.27128833e-01	9.51302987e-01
99	9.15840000e+15	1.06000000e+09	1.89943574e-16	2.03675873e-05	9.20190699e-01	7.97889329e-02	9.65851475e-01
100	9.25344000e+15	1.07100000e+09	1.57500010e-16	2.31349176e-05	9.37237151e-01	6.27397144e-02	9.73866416e-01
101	9.33984000e+15	1.08100000e+09	1.59029437e-16	2.55191270e-05	9.48225383e-01	5.17490982e-02	9.81369183e-01
102	9.40032000e+15	1.08800000e+09	2.22450971e-16	2.70370105e-05	9.53556781e-01	4.64161823e-02	9.88832112e-01
103	9.48672000e+15	1.09800000e+09	1.58817910e-16	2.84887349e-05	9.57989953e-01	4.19815578e-02	9.96563530e-01
104	9.55584000e+15	1.10600000e+09	2.06929427e-16	3.03311697e-05	9.62675701e-01	3.72939681e-02	1.00475560e+00
105	9.65088000e+15	1.11700000e+09	1.50945882e-16	3.20354969e-05	9.66133161e-01	3.38348031e-02	1.01311457e+00
106	9.72864000e+15	1.12600000e+09	1.81943840e-16	3.42161580e-05	9.69708183e-01	3.02576006e-02	1.02150718e+00
107	9.82368000e+15	1.13700000e+09	1.49097277e-16	3.66859952e-05	9.72895328e-01	2.70679858e-02	1.03006358e+00
108	9.91008000e+15	1.14700000e+09	1.57281107e-16	3.99162612e-05	9.76822663e-01	2.31374204e-02	1.03842207e+00
109	1.00137600e+16	1.15900000e+09	1.29494097e-16	4.50504240e-05	9.82491609e-01	1.74633406e-02	1.04684010e+00
110	1.01088000e+16	1.17000000e+09	1.38969560e-16	9.19565081e-05	9.91230568e-01	8.67747559e-03	1.05528726e+00
111	1.02038400e+16	1.18100000e+09	1.37238437e-16	9.01335549e-04	9.97115029e-01	1.98363564e-03	1.06378754e+00
112	1.03161600e+16	1.19400000e+09	1.20182881e-16	3.49557286e-03	9.96369023e-01	1.35404576e-04	1.07276542e+00
113	1.04198400e+16	1.20600000e+09	1.26911732e-16	2.30938754e-02	9.76894784e-01	1.13403283e-05	1.08170188e+00
114	1.05321600e+16	1.21900000e+09	1.19295914e-16	3.50618988e-02	9.64938101e-01	0.00000000e+00	1.09099267e+00
115	1.06531200e+16	1.23300000e+09	1.02624617e-16	4.72095636e-02	9.52790436e-01	0.00000000e+00	1.09979265e+00
116	1.07654400e+16	1.24600000e+09	1.11359938e-16	6.72747010e-02	9.32725299e-01	0.00000000e+00	1.10885594e+00
117	1.08864000e+16	1.26000000e+09	9.95873271e-17	9.01214652e-02	9.09878535e-01	0.00000000e+00	1.11777573e+00
118	1.10073600e+16	1.27400000e+09	1.01835648e-16	1.33146151e-01	8.66853849e-01	0.00000000e+00	1.12710187e+00
119	1.11196800e+16	1.28700000e+09	1.01350801e-16	1.81866699e-01	8.18133301e-01	0.00000000e+00	1.13590526e+00
120	1.12233600e+16	1.29900000e+09	8.22101576e-17	2.45102137e-01	7.54897863e-01	0.00000000e+00	1.14262609e+00
121	1.13011200e+16	1.30800000e+09	1.06319291e-16	3.34394655e-01	6.65605345e-01	0.00000000e+00	1.14925123e+00
122	1.13788800e+16	1.31700000e+09	1.03551694e-16	5.09077873e-01	4.90922127e-01	0.00000000e+00	1.15579331e+00
123	1.14566400e+16	1.32600000e+09	1.01413985e-16	6.51221493e-01	3.48778507e-01	0.00000000e+00	1.16228852e+00
124	1.15344000e+16	1.33500000e+09	1.01921734e-16	6.78300692e-01	3.21699308e-01	0.00000000e+00	1.16890545e+00
125	1.15948800e+16	1.34200000e+09	1.28816441e-16	6.95324327e-01	3.04675673e-01	0.00000000e+00	1.17548845e+00
126	1.16640000e+16	1.35000000e+09	1.11604925e-16	7.07219004e-01	2.92780996e-01	0.00000000e+00	1.18207990e+00
127	1.17417600e+16	1.35900000e+09	9.69399862e-17	7.14244535e-01	2.85755465e-01	0.00000000e+00	1.18860251e+00
128	1.18022400e+16	1.36600000e+09	1.24610262e-16	7.19361349e-01	2.80638651e-01	0.00000000e+00	1.19520096e+00
129	1.18713600e+16	1.37400000e+09	9.88281122e-17	7.24203300e-01	2.75796700e-01	0.00000000e+00	1.20124781e+00
130	1.19404800e+16	1.38200000e+09	1.01615611e-16	7.29880640e-01	2.70119360e-01	0.00000000e+00	1.20753804e+00
131	1.20096000e+16	1.39000000e+09	1.19492118e-16	7.33543381e-01	2.66456619e-01	0.00000000e+00	1.21502100e+00
132	1.20873600e+16	1.39900000e+09	8.90815218e-17	7.34586272e-01	2.65413728e-01	0.00000000e+00	1.22137409e+00
133	1.21564800e+16	1.40700000e+09	1.02011514e-16	7.37604592e-01	2.62395408e-01	0.00000000e+00	1.22792002e+00
134	1.22342400e+16	1.41600000e+09	8.81371680e-17	7.41032334e-01	2.58967666e-01	0.00000000e+00	1.23435995e+00
135	1.23120000e+16	1.42500000e+09	8.68349842e-17	7.45906850e-01	2.54093150e-01	0.00000000e+00	1.24078591e+00
136	1.23984000e+16	1.43500000e+09	9.27250507e-17	7.53657535e-01	2.46342465e-01	0.00000000e+00	1.24851249e+00
137	1.25020800e+16	1.44700000e+09	7.51402221e-17	7.62406540e-01	2.37593460e-01	0.00000000e+00	1.25614206e+00
138	1.26057600e+16	1.45900000e+09	7.56178380e-17	7.78271335e-01	2.21728665e-01	0.00000000e+00	1.26394855e+00
139	1.27008000e+16	1.47000000e+09	8.29813164e-17	8.06920148e-01	1.93079852e-01	0.00000000e+00	1.27192611e+00
140	1.27699200e+16	1.47800000e+09	1.09970402e-16	8.68388907e-01	1.31611093e-01	0.00000000e+00	1.27971504e+00
141	1.28390400e+16	1.48600000e+09	1.05739796e-16	9.99982722e-01	1.72782903e-05	0.00000000e+00	1.28728585e+00
142	1.29254400e+16	1.49600000e+09	8.62242420e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.29509678e+00
143	1.30118400e+16	1.50600000e+09	8.86573786e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.30323621e+00
144	1.31155200e+16	1.51800000e+09	6.96740511e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.31102508e+00
145	1.31932800e+16	1.52700000e+09	1.00979600e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.31960945e+00
146	1.33142400e+16	1.54100000e+09	6.11996062e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.32782519e+00
147	1.34524800e+16	1.55700000e+09	5.31384080e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.33613807e+00
148	1.36339200e+16	1.57800000e+09	3.79901360e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.34412589e+00
149	1.41868800e+16	1.64200000e+09	1.21327888e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.35232876e+00
150	1.46880000e+16	1.70000000e+09	6.30176434e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.35648789e+00
151	1.52496000e+16	1.76500000e+09	5.03777890e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36049348e+00
152	1.56902400e+16	1.81600000e+09	6.51971062e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36483751e+00
153	1.63209600e+16	1.88900000e+09	2.04405748e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36692443e+00
154	1.65715200e+16	1.91800000e+09	4.70032357e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36893702e+00
155	1.69603200e+16	1.96300000e+09	2.11175775e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37039523e+00
156	1.72022400e+16	1.99100000e+09	3.67945257e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37203611e+00
157	1.75910400e+16	2.03600000e+09	1.65369635e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37326555e+00
158	1.78416000e+16	2.06500000e+09	2.25861551e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37438778e+00
159	1.81267200e+16	2.09800000e+09	1.32323502e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37515874e+00
160	1.83254400e+16	2.12100000e+09	1.43647106e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37575785e+00
161	1.85155200e+16	2.14300000e+09	1.02093398e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37617387e+00
162	1.86969600e+16	2.16400000e+09	1.20403802e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37665169e+00
163	1.88524800e+16	2.18200000e+09	6.77059345e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37688619e+00
164	1.89993600e+16	2.19900000e+09	6.51863957e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37710287e+00
165	1.91203200e+16	2.21300000e+09	4.54976495e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37722918e+00
166	1.92240000e+16	2.22500000e+09	4.00864162e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37732570e+00
167	1.93449600e+16	2.23900000e+09	2.61004323e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37739988e+00
168	1.94227200e+16	2.24800000e+09	1.53235151e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37742816e+00
169	1.94832000e+16	2.25500000e+09	2.42226161e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37746319e+00
170	1.95696000e+16	2.26500000e+09	1.22650031e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37748871e+00
171	1.96387200e+16	2.27300000e+09	1.08557482e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37750693e+00
172	1.97164800e+16	2.28200000e+09	6.19662026e-20	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37751872e+00
173	1.98374400e+16	2.29600000e+09	3.45012981e-20	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37752903e+00
174	1.99065600e+16	2.30400000e+09	3.17299072e-20	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37753451e+00
175	2.00448000e+16	2.32000000e+09	1.19276170e-20	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37753866e+00
176	2.01830400e+16	2.33600000e+09	9.58309047e-21	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37754205e+00
177	2.08915200e+16	2.41800000e+09	1.69396780e-21	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37754525e+00
