# 177-shell model evolved to new time with shell-mass conservation
# t0_days = 0.0002314814814814815
# t_days  = 1.2000000000000000e+02
# Shell masses: m_i = (Menc_out - Menc_in) * Msun
# Boundary evolution: r_out uses v_out; r_in uses previous shell v_out (continuous boundaries)
# rho(t) = m_i / [4/3 pi (r_out^3 - r_in^3)]
# Columns:	shell	rzo_cm	vel_cm_s	rho_g_cc	X_C_bucket	X_Si_bucket	X_Ni56	Menc_Msun
shell	rzo_cm	vel_cm_s	rho_g_cc	X_C_bucket	X_Si_bucket	X_Ni56	Menc_Msun
26	3.31983360e+15	3.20200000e+08	1.75066252e-15	4.72975117e-08	8.75047141e-01	1.24952811e-01	1.44892666e-01
27	3.45358080e+15	3.33100000e+08	1.27216825e-15	4.81565410e-08	8.06390709e-01	1.93609243e-01	1.57224171e-01
28	3.60288000e+15	3.47500000e+08	1.06376712e-15	5.26928729e-08	7.40420922e-01	2.59579025e-01	1.69716914e-01
29	3.68375040e+15	3.55300000e+08	1.86476948e-15	5.66362442e-08	6.79496816e-01	3.20503127e-01	1.82364311e-01
30	3.82786560e+15	3.69200000e+08	6.49757748e-16	6.31698807e-08	6.30218099e-01	3.69781838e-01	1.90710657e-01
31	3.86933760e+15	3.73200000e+08	2.21593857e-15	6.89370719e-08	5.93771958e-01	4.06227973e-01	1.99310646e-01
32	3.98234880e+15	3.84100000e+08	7.63211404e-16	7.51721298e-08	5.61184816e-01	4.38815109e-01	2.07709834e-01
33	4.03522560e+15	3.89200000e+08	1.57909452e-15	8.27532196e-08	5.29830709e-01	4.70169209e-01	2.16187585e-01
34	4.13061120e+15	3.98400000e+08	8.56604792e-16	9.11680205e-08	5.00830414e-01	4.99169495e-01	2.24793550e-01
35	4.18659840e+15	4.03800000e+08	1.40536073e-15	1.00851127e-07	4.72556033e-01	5.27443866e-01	2.33390680e-01
36	4.28716800e+15	4.13500000e+08	7.57480422e-16	1.12365276e-07	4.46241608e-01	5.53758279e-01	2.42030936e-01
37	4.34937600e+15	4.19500000e+08	1.19205637e-15	1.26079073e-07	4.20884336e-01	5.79115538e-01	2.50767599e-01
38	4.45927680e+15	4.30100000e+08	1.02759009e-15	1.43704916e-07	3.93451207e-01	6.06548649e-01	2.64608915e-01
39	4.58161920e+15	4.41900000e+08	8.93503196e-16	1.74570231e-07	3.60424799e-01	6.39575026e-01	2.78722510e-01
40	4.68633600e+15	4.52000000e+08	9.85475590e-16	2.19059555e-07	3.29630271e-01	6.70369510e-01	2.92723658e-01
41	4.83459840e+15	4.66300000e+08	6.62410546e-16	2.82586456e-07	3.02765664e-01	6.97234053e-01	3.06786322e-01
42	4.89680640e+15	4.72300000e+08	9.24794979e-16	3.62998974e-07	2.81486948e-01	7.18512689e-01	3.15391578e-01
43	5.00256000e+15	4.82500000e+08	5.22575814e-16	4.41677462e-07	2.68614698e-01	7.31384860e-01	3.23946004e-01
44	5.04299520e+15	4.86400000e+08	1.32051175e-15	5.47456150e-07	2.55180862e-01	7.44818591e-01	3.32456741e-01
45	5.14978560e+15	4.96700000e+08	4.87732462e-16	6.90570442e-07	2.43419733e-01	7.56579577e-01	3.41004066e-01
46	5.19644160e+15	5.01200000e+08	1.09063974e-15	8.99562155e-07	2.32782512e-01	7.67216588e-01	3.49607481e-01
47	5.29079040e+15	5.10300000e+08	5.23598383e-16	1.22763430e-06	2.23258911e-01	7.76739861e-01	3.58189377e-01
48	5.33744640e+15	5.14800000e+08	1.02837565e-15	1.82745257e-06	2.13736948e-01	7.86261224e-01	3.66749887e-01
49	5.43283200e+15	5.24000000e+08	4.74039796e-16	3.11931036e-06	2.05329747e-01	7.94667134e-01	3.75034608e-01
50	5.50851840e+15	5.31300000e+08	1.06483382e-15	1.01477287e-05	1.94092475e-01	8.05897377e-01	3.90273857e-01
51	5.66611200e+15	5.46500000e+08	4.70514821e-16	3.15015606e-04	1.80590310e-01	8.19094674e-01	4.04899740e-01
52	5.75112960e+15	5.54700000e+08	8.72990235e-16	8.91882210e-04	1.68570751e-01	8.30537367e-01	4.20181161e-01
53	5.91079680e+15	5.70100000e+08	4.20669825e-16	1.44048558e-03	1.58298186e-01	8.40261328e-01	4.34610282e-01
54	5.98337280e+15	5.77100000e+08	5.52808123e-16	1.90965015e-03	1.50646104e-01	8.47444246e-01	4.43575403e-01
55	6.08705280e+15	5.87100000e+08	3.72179969e-16	2.23825018e-03	1.45668757e-01	8.52092992e-01	4.52455525e-01
56	6.13163520e+15	5.91400000e+08	7.92426066e-16	2.54567228e-03	1.40914375e-01	8.56539953e-01	4.60786357e-01
57	6.23324160e+15	6.01200000e+08	3.41574181e-16	2.84285382e-03	1.36708559e-01	8.60448587e-01	4.69167641e-01
58	6.28300800e+15	6.06000000e+08	7.37265270e-16	3.13441840e-03	1.32681149e-01	8.64184433e-01	4.78246386e-01
59	6.37735680e+15	6.15100000e+08	3.50280366e-16	3.42234769e-03	1.29022931e-01	8.67554721e-01	4.86613347e-01
60	6.44267520e+15	6.21400000e+08	5.15333780e-16	3.71267467e-03	1.25444289e-01	8.70843036e-01	4.95351531e-01
61	6.52769280e+15	6.29600000e+08	3.77836766e-16	3.99157591e-03	1.22165568e-01	8.73842856e-01	5.03887228e-01
62	6.62515200e+15	6.39000000e+08	4.81955223e-16	4.31194435e-03	1.18450006e-01	8.77238050e-01	5.16722112e-01
63	6.71846400e+15	6.48000000e+08	4.81695991e-16	4.71686591e-03	1.14161923e-01	8.81121211e-01	5.29363064e-01
64	6.84806400e+15	6.60500000e+08	3.44874325e-16	5.12309484e-03	1.10288709e-01	8.84588196e-01	5.42356727e-01
65	6.95070720e+15	6.70400000e+08	4.13782890e-16	5.53123116e-03	1.06765595e-01	8.87703174e-01	5.55130130e-01
66	7.07719680e+15	6.82600000e+08	3.24272738e-16	5.93819251e-03	1.03531036e-01	8.90530771e-01	5.67879176e-01
67	7.19746560e+15	6.94200000e+08	3.34707310e-16	6.32697178e-03	1.00646181e-01	8.93026847e-01	5.80835304e-01
68	7.30218240e+15	7.04300000e+08	3.66627968e-16	6.72642725e-03	9.80110702e-02	8.95262503e-01	5.93584404e-01
69	7.43904000e+15	7.17500000e+08	2.65562151e-16	7.11638942e-03	9.56098741e-02	8.97273736e-01	6.06059091e-01
70	7.54272000e+15	7.27500000e+08	4.39656057e-16	7.53021224e-03	9.33752687e-02	8.99094519e-01	6.22219626e-01
71	7.71482880e+15	7.44100000e+08	2.45123811e-16	7.99736180e-03	9.10227532e-02	9.00979885e-01	6.37732478e-01
72	7.83924480e+15	7.56100000e+08	3.24034659e-16	8.47135012e-03	8.89609257e-02	9.02567724e-01	6.53138139e-01
73	8.00202240e+15	7.71800000e+08	2.37177538e-16	8.93931770e-03	8.71465379e-02	9.03914144e-01	6.68441204e-01
74	8.13576960e+15	7.84700000e+08	2.85141362e-16	9.41487627e-03	8.55800364e-02	9.05005087e-01	6.84128864e-01
75	8.29751040e+15	8.00300000e+08	2.17444654e-16	9.87677245e-03	8.42028529e-02	9.05920375e-01	6.99130753e-01
76	8.43851520e+15	8.13900000e+08	2.51456695e-16	1.42447256e-02	8.14351148e-02	9.04320160e-01	7.14817292e-01
77	8.58677760e+15	8.28200000e+08	2.18287332e-16	1.47195777e-02	8.04273770e-02	9.04853045e-01	7.29634787e-01
78	8.70808320e+15	8.39900000e+08	1.53732956e-16	1.51291871e-02	7.96710714e-02	9.05199742e-01	7.38445361e-01
79	8.79932160e+15	8.48700000e+08	1.96221407e-16	1.52726567e-02	7.92605990e-02	9.05466744e-01	7.47112716e-01
80	8.87811840e+15	8.56300000e+08	2.22242835e-16	1.52310279e-02	7.89748900e-02	9.05794082e-01	7.55756285e-01
81	8.97765120e+15	8.65900000e+08	1.75441358e-16	1.47325896e-02	7.88168440e-02	9.06450566e-01	7.64550051e-01
82	9.04608000e+15	8.72500000e+08	2.47603337e-16	1.33663125e-02	7.89706736e-02	9.07663014e-01	7.73243698e-01
83	9.15287040e+15	8.82800000e+08	1.54337072e-16	1.04649882e-02	7.95927011e-02	9.09942311e-01	7.81865841e-01
84	9.22752000e+15	8.90000000e+08	2.02255820e-16	5.26593418e-03	8.09173336e-02	9.13816732e-01	7.89922509e-01
85	9.32290560e+15	8.99200000e+08	1.66775946e-16	1.16434723e-06	8.38106013e-02	9.16188234e-01	7.98569060e-01
86	9.41103360e+15	9.07700000e+08	1.91749342e-16	4.49327982e-08	1.09365715e-01	8.90634240e-01	8.07936573e-01
87	9.50641920e+15	9.16900000e+08	1.84970703e-16	1.71083882e-07	1.32602529e-01	8.67397300e-01	8.17909665e-01
88	9.61009920e+15	9.26900000e+08	1.57120810e-16	3.68405691e-07	1.59319314e-01	8.40680318e-01	8.27312648e-01
89	9.68889600e+15	9.34500000e+08	2.04249741e-16	6.39463327e-07	1.90021661e-01	8.09977700e-01	8.36780621e-01
90	9.79464960e+15	9.44700000e+08	1.48314656e-16	1.01324279e-06	2.27489594e-01	7.72509393e-01	8.46185096e-01
91	9.88588800e+15	9.53500000e+08	1.59030560e-16	1.50208205e-06	2.72280723e-01	7.27717775e-01	8.55061772e-01
92	9.98334720e+15	9.62900000e+08	1.61787432e-16	2.14315237e-06	3.24961810e-01	6.75036047e-01	8.64893922e-01
93	1.00776960e+16	9.72000000e+08	1.47565375e-16	2.73836837e-06	3.70381899e-01	6.29615362e-01	8.73743981e-01
94	1.01834496e+16	9.82200000e+08	2.31256314e-16	4.14753137e-06	4.67338306e-01	5.32657547e-01	8.89601520e-01
95	1.03534848e+16	9.98600000e+08	1.32934540e-16	6.04449224e-06	5.77574366e-01	4.22419590e-01	9.04659715e-01
96	1.05027840e+16	1.01300000e+09	1.55692562e-16	8.91027145e-06	7.05899860e-01	2.94091229e-01	9.20630310e-01
97	1.06583040e+16	1.02800000e+09	1.40799959e-16	1.21099433e-05	8.03610839e-01	1.96377051e-01	9.36118036e-01
98	1.08138240e+16	1.04300000e+09	1.34076999e-16	1.58181359e-05	8.72855349e-01	1.27128833e-01	9.51302987e-01
99	1.09900800e+16	1.06000000e+09	1.09921050e-16	2.03675873e-05	9.20190699e-01	7.97889329e-02	9.65851475e-01
100	1.11041280e+16	1.07100000e+09	9.11458389e-17	2.31349176e-05	9.37237151e-01	6.27397144e-02	9.73866416e-01
101	1.12078080e+16	1.08100000e+09	9.20309239e-17	2.55191270e-05	9.48225383e-01	5.17490982e-02	9.81369183e-01
102	1.12803840e+16	1.08800000e+09	1.28733201e-16	2.70370105e-05	9.53556781e-01	4.64161823e-02	9.88832112e-01
103	1.13840640e+16	1.09800000e+09	9.19085126e-17	2.84887349e-05	9.57989953e-01	4.19815578e-02	9.96563530e-01
104	1.14670080e+16	1.10600000e+09	1.19750826e-16	3.03311697e-05	9.62675701e-01	3.72939681e-02	1.00475560e+00
105	1.15810560e+16	1.11700000e+09	8.73529411e-17	3.20354969e-05	9.66133161e-01	3.38348031e-02	1.01311457e+00
106	1.16743680e+16	1.12600000e+09	1.05291574e-16	3.42161580e-05	9.69708183e-01	3.02576006e-02	1.02150718e+00
107	1.17884160e+16	1.13700000e+09	8.62831464e-17	3.66859952e-05	9.72895328e-01	2.70679858e-02	1.03006358e+00
108	1.18920960e+16	1.14700000e+09	9.10191594e-17	3.99162612e-05	9.76822663e-01	2.31374204e-02	1.03842207e+00
109	1.20165120e+16	1.15900000e+09	7.49387134e-17	4.50504240e-05	9.82491609e-01	1.74633406e-02	1.04684010e+00
110	1.21305600e+16	1.17000000e+09	8.04221992e-17	9.19565081e-05	9.91230568e-01	8.67747559e-03	1.05528726e+00
111	1.22446080e+16	1.18100000e+09	7.94203917e-17	9.01335549e-04	9.97115029e-01	1.98363564e-03	1.06378754e+00
112	1.23793920e+16	1.19400000e+09	6.95502786e-17	3.49557286e-03	9.96369023e-01	1.35404576e-04	1.07276542e+00
113	1.25038080e+16	1.20600000e+09	7.34442894e-17	2.30938754e-02	9.76894784e-01	1.13403283e-05	1.08170188e+00
114	1.26385920e+16	1.21900000e+09	6.90369874e-17	3.50618988e-02	9.64938101e-01	0.00000000e+00	1.09099267e+00
115	1.27837440e+16	1.23300000e+09	5.93892458e-17	4.72095636e-02	9.52790436e-01	0.00000000e+00	1.09979265e+00
116	1.29185280e+16	1.24600000e+09	6.44444087e-17	6.72747010e-02	9.32725299e-01	0.00000000e+00	1.10885594e+00
117	1.30636800e+16	1.26000000e+09	5.76315550e-17	9.01214652e-02	9.09878535e-01	0.00000000e+00	1.11777573e+00
118	1.32088320e+16	1.27400000e+09	5.89326668e-17	1.33146151e-01	8.66853849e-01	0.00000000e+00	1.12710187e+00
119	1.33436160e+16	1.28700000e+09	5.86520837e-17	1.81866699e-01	8.18133301e-01	0.00000000e+00	1.13590526e+00
120	1.34680320e+16	1.29900000e+09	4.75753227e-17	2.45102137e-01	7.54897863e-01	0.00000000e+00	1.14262609e+00
121	1.35613440e+16	1.30800000e+09	6.15273675e-17	3.34394655e-01	6.65605345e-01	0.00000000e+00	1.14925123e+00
122	1.36546560e+16	1.31700000e+09	5.99257488e-17	5.09077873e-01	4.90922127e-01	0.00000000e+00	1.15579331e+00
123	1.37479680e+16	1.32600000e+09	5.86886486e-17	6.51221493e-01	3.48778507e-01	0.00000000e+00	1.16228852e+00
124	1.38412800e+16	1.33500000e+09	5.89824849e-17	6.78300692e-01	3.21699308e-01	0.00000000e+00	1.16890545e+00
125	1.39138560e+16	1.34200000e+09	7.45465517e-17	6.95324327e-01	3.04675673e-01	0.00000000e+00	1.17548845e+00
126	1.39968000e+16	1.35000000e+09	6.45861834e-17	7.07219004e-01	2.92780996e-01	0.00000000e+00	1.18207990e+00
127	1.40901120e+16	1.35900000e+09	5.60995290e-17	7.14244535e-01	2.85755465e-01	0.00000000e+00	1.18860251e+00
128	1.41626880e+16	1.36600000e+09	7.21124199e-17	7.19361349e-01	2.80638651e-01	0.00000000e+00	1.19520096e+00
129	1.42456320e+16	1.37400000e+09	5.71921945e-17	7.24203300e-01	2.75796700e-01	0.00000000e+00	1.20124781e+00
130	1.43285760e+16	1.38200000e+09	5.88053303e-17	7.29880640e-01	2.70119360e-01	0.00000000e+00	1.20753804e+00
131	1.44115200e+16	1.39000000e+09	6.91505310e-17	7.33543381e-01	2.66456619e-01	0.00000000e+00	1.21502100e+00
132	1.45048320e+16	1.39900000e+09	5.15518066e-17	7.34586272e-01	2.65413728e-01	0.00000000e+00	1.22137409e+00
133	1.45877760e+16	1.40700000e+09	5.90344410e-17	7.37604592e-01	2.62395408e-01	0.00000000e+00	1.22792002e+00
134	1.46810880e+16	1.41600000e+09	5.10053056e-17	7.41032334e-01	2.58967666e-01	0.00000000e+00	1.23435995e+00
135	1.47744000e+16	1.42500000e+09	5.02517270e-17	7.45906850e-01	2.54093150e-01	0.00000000e+00	1.24078591e+00
136	1.48780800e+16	1.43500000e+09	5.36603303e-17	7.53657535e-01	2.46342465e-01	0.00000000e+00	1.24851249e+00
137	1.50024960e+16	1.44700000e+09	4.34839248e-17	7.62406540e-01	2.37593460e-01	0.00000000e+00	1.25614206e+00
138	1.51269120e+16	1.45900000e+09	4.37603229e-17	7.78271335e-01	2.21728665e-01	0.00000000e+00	1.26394855e+00
139	1.52409600e+16	1.47000000e+09	4.80215951e-17	8.06920148e-01	1.93079852e-01	0.00000000e+00	1.27192611e+00
140	1.53239040e+16	1.47800000e+09	6.36402790e-17	8.68388907e-01	1.31611093e-01	0.00000000e+00	1.27971504e+00
141	1.54068480e+16	1.48600000e+09	6.11920115e-17	9.99982722e-01	1.72782903e-05	0.00000000e+00	1.28728585e+00
142	1.55105280e+16	1.49600000e+09	4.98982882e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.29509678e+00
143	1.56142080e+16	1.50600000e+09	5.13063534e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.30323621e+00
144	1.57386240e+16	1.51800000e+09	4.03206314e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.31102508e+00
145	1.58319360e+16	1.52700000e+09	5.84372683e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.31960945e+00
146	1.59770880e+16	1.54100000e+09	3.54164388e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.32782519e+00
147	1.61429760e+16	1.55700000e+09	3.07513935e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.33613807e+00
148	1.63607040e+16	1.57800000e+09	2.19850324e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.34412589e+00
149	1.70242560e+16	1.64200000e+09	7.02128981e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.35232876e+00
150	1.76256000e+16	1.70000000e+09	3.64685436e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.35648789e+00
151	1.82995200e+16	1.76500000e+09	2.91538131e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36049348e+00
152	1.88282880e+16	1.81600000e+09	3.77298069e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36483751e+00
153	1.95851520e+16	1.88900000e+09	1.18290364e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36692443e+00
154	1.98858240e+16	1.91800000e+09	2.72009466e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36893702e+00
155	2.03523840e+16	1.96300000e+09	1.22208203e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37039523e+00
156	2.06426880e+16	1.99100000e+09	2.12931283e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37203611e+00
157	2.11092480e+16	2.03600000e+09	9.57000202e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37326555e+00
158	2.14099200e+16	2.06500000e+09	1.30706916e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37438778e+00
159	2.17520640e+16	2.09800000e+09	7.65761008e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37515874e+00
160	2.19905280e+16	2.12100000e+09	8.31291124e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37575785e+00
161	2.22186240e+16	2.14300000e+09	5.90818276e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37617387e+00
162	2.24363520e+16	2.16400000e+09	6.96781264e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37665169e+00
163	2.26229760e+16	2.18200000e+09	3.91816750e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37688619e+00
164	2.27992320e+16	2.19900000e+09	3.77236086e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37710287e+00
165	2.29443840e+16	2.21300000e+09	2.63296583e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37722918e+00
166	2.30688000e+16	2.22500000e+09	2.31981575e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37732570e+00
167	2.32139520e+16	2.23900000e+09	1.51044169e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37739988e+00
168	2.33072640e+16	2.24800000e+09	8.86777492e-20	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37742816e+00
169	2.33798400e+16	2.25500000e+09	1.40177176e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37746319e+00
170	2.34835200e+16	2.26500000e+09	7.09780272e-20	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37748871e+00
171	2.35664640e+16	2.27300000e+09	6.28226171e-20	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37750693e+00
172	2.36597760e+16	2.28200000e+09	3.58600710e-20	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37751872e+00
173	2.38049280e+16	2.29600000e+09	1.99660290e-20	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37752903e+00
174	2.38878720e+16	2.30400000e+09	1.83622148e-20	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37753451e+00
175	2.40537600e+16	2.32000000e+09	6.90255614e-21	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37753866e+00
176	2.42196480e+16	2.33600000e+09	5.54576995e-21	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37754205e+00
177	2.50698240e+16	2.41800000e+09	9.80305438e-22	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37754525e+00
