# 177-shell model evolved to new time with shell-mass conservation
# t0_days = 0.0002314814814814815
# t_days  = 3.0000000000000000e+01
# Shell masses: m_i = (Menc_out - Menc_in) * Msun
# Boundary evolution: r_out uses v_out; r_in uses previous shell v_out (continuous boundaries)
# rho(t) = m_i / [4/3 pi (r_out^3 - r_in^3)]
# Columns:	shell	rzo_cm	vel_cm_s	rho_g_cc	X_C_bucket	X_Si_bucket	X_Ni56	Menc_Msun
shell	rzo_cm	vel_cm_s	rho_g_cc	X_C_bucket	X_Si_bucket	X_Ni56	Menc_Msun
21	6.98025600e+14	2.69300000e+08	7.88763016e-14	3.83916357e-08	9.83805864e-01	1.61940975e-02	9.55011830e-02
22	7.15651200e+14	2.76100000e+08	1.64983692e-13	4.17030595e-08	9.76472271e-01	2.35276873e-02	1.04680762e-01
23	7.51161600e+14	2.89800000e+08	7.62906873e-14	4.50167208e-08	9.64005704e-01	3.59942511e-02	1.13888997e-01
24	7.72675200e+14	2.98100000e+08	1.17656573e-13	4.47623198e-08	9.03883375e-01	9.61165800e-02	1.23173318e-01
25	8.04038400e+14	3.10200000e+08	7.68963084e-14	4.58708864e-08	8.88037641e-01	1.11962313e-01	1.32644493e-01
26	8.29958400e+14	3.20200000e+08	1.12042401e-13	4.72975117e-08	8.75047141e-01	1.24952811e-01	1.44892666e-01
27	8.63395200e+14	3.33100000e+08	8.14187681e-14	4.81565410e-08	8.06390709e-01	1.93609243e-01	1.57224171e-01
28	9.00720000e+14	3.47500000e+08	6.80810955e-14	5.26928729e-08	7.40420922e-01	2.59579025e-01	1.69716914e-01
29	9.20937600e+14	3.55300000e+08	1.19345246e-13	5.66362442e-08	6.79496816e-01	3.20503127e-01	1.82364311e-01
30	9.56966400e+14	3.69200000e+08	4.15844959e-14	6.31698807e-08	6.30218099e-01	3.69781838e-01	1.90710657e-01
31	9.67334400e+14	3.73200000e+08	1.41820069e-13	6.89370719e-08	5.93771958e-01	4.06227973e-01	1.99310646e-01
32	9.95587200e+14	3.84100000e+08	4.88455299e-14	7.51721298e-08	5.61184816e-01	4.38815109e-01	2.07709834e-01
33	1.00880640e+15	3.89200000e+08	1.01062049e-13	8.27532196e-08	5.29830709e-01	4.70169209e-01	2.16187585e-01
34	1.03265280e+15	3.98400000e+08	5.48227067e-14	9.11680205e-08	5.00830414e-01	4.99169495e-01	2.24793550e-01
35	1.04664960e+15	4.03800000e+08	8.99430870e-14	1.00851127e-07	4.72556033e-01	5.27443866e-01	2.33390680e-01
36	1.07179200e+15	4.13500000e+08	4.84787470e-14	1.12365276e-07	4.46241608e-01	5.53758279e-01	2.42030936e-01
37	1.08734400e+15	4.19500000e+08	7.62916078e-14	1.26079073e-07	4.20884336e-01	5.79115538e-01	2.50767599e-01
38	1.11481920e+15	4.30100000e+08	6.57657660e-14	1.43704916e-07	3.93451207e-01	6.06548649e-01	2.64608915e-01
39	1.14540480e+15	4.41900000e+08	5.71842045e-14	1.74570231e-07	3.60424799e-01	6.39575026e-01	2.78722510e-01
40	1.17158400e+15	4.52000000e+08	6.30704377e-14	2.19059555e-07	3.29630271e-01	6.70369510e-01	2.92723658e-01
41	1.20864960e+15	4.66300000e+08	4.23942749e-14	2.82586456e-07	3.02765664e-01	6.97234053e-01	3.06786322e-01
42	1.22420160e+15	4.72300000e+08	5.91868787e-14	3.62998974e-07	2.81486948e-01	7.18512689e-01	3.15391578e-01
43	1.25064000e+15	4.82500000e+08	3.34448521e-14	4.41677462e-07	2.68614698e-01	7.31384860e-01	3.23946004e-01
44	1.26074880e+15	4.86400000e+08	8.45127520e-14	5.47456150e-07	2.55180862e-01	7.44818591e-01	3.32456741e-01
45	1.28744640e+15	4.96700000e+08	3.12148776e-14	6.90570442e-07	2.43419733e-01	7.56579577e-01	3.41004066e-01
46	1.29911040e+15	5.01200000e+08	6.98009431e-14	8.99562155e-07	2.32782512e-01	7.67216588e-01	3.49607481e-01
47	1.32269760e+15	5.10300000e+08	3.35102965e-14	1.22763430e-06	2.23258911e-01	7.76739861e-01	3.58189377e-01
48	1.33436160e+15	5.14800000e+08	6.58160416e-14	1.82745257e-06	2.13736948e-01	7.86261224e-01	3.66749887e-01
49	1.35820800e+15	5.24000000e+08	3.03385470e-14	3.11931036e-06	2.05329747e-01	7.94667134e-01	3.75034608e-01
50	1.37712960e+15	5.31300000e+08	6.81493643e-14	1.01477287e-05	1.94092475e-01	8.05897377e-01	3.90273857e-01
51	1.41652800e+15	5.46500000e+08	3.01129485e-14	3.15015606e-04	1.80590310e-01	8.19094674e-01	4.04899740e-01
52	1.43778240e+15	5.54700000e+08	5.58713750e-14	8.91882210e-04	1.68570751e-01	8.30537367e-01	4.20181161e-01
53	1.47769920e+15	5.70100000e+08	2.69228688e-14	1.44048558e-03	1.58298186e-01	8.40261328e-01	4.34610282e-01
54	1.49584320e+15	5.77100000e+08	3.53797199e-14	1.90965015e-03	1.50646104e-01	8.47444246e-01	4.43575403e-01
55	1.52176320e+15	5.87100000e+08	2.38195180e-14	2.23825018e-03	1.45668757e-01	8.52092992e-01	4.52455525e-01
56	1.53290880e+15	5.91400000e+08	5.07152682e-14	2.54567228e-03	1.40914375e-01	8.56539953e-01	4.60786357e-01
57	1.55831040e+15	6.01200000e+08	2.18607476e-14	2.84285382e-03	1.36708559e-01	8.60448587e-01	4.69167641e-01
58	1.57075200e+15	6.06000000e+08	4.71849773e-14	3.13441840e-03	1.32681149e-01	8.64184433e-01	4.78246386e-01
59	1.59433920e+15	6.15100000e+08	2.24179434e-14	3.42234769e-03	1.29022931e-01	8.67554721e-01	4.86613347e-01
60	1.61066880e+15	6.21400000e+08	3.29813619e-14	3.71267467e-03	1.25444289e-01	8.70843036e-01	4.95351531e-01
61	1.63192320e+15	6.29600000e+08	2.41815531e-14	3.99157591e-03	1.22165568e-01	8.73842856e-01	5.03887228e-01
62	1.65628800e+15	6.39000000e+08	3.08451343e-14	4.31194435e-03	1.18450006e-01	8.77238050e-01	5.16722112e-01
63	1.67961600e+15	6.48000000e+08	3.08285434e-14	4.71686591e-03	1.14161923e-01	8.81121211e-01	5.29363064e-01
64	1.71201600e+15	6.60500000e+08	2.20719568e-14	5.12309484e-03	1.10288709e-01	8.84588196e-01	5.42356727e-01
65	1.73767680e+15	6.70400000e+08	2.64821049e-14	5.53123116e-03	1.06765595e-01	8.87703174e-01	5.55130130e-01
66	1.76929920e+15	6.82600000e+08	2.07534553e-14	5.93819251e-03	1.03531036e-01	8.90530771e-01	5.67879176e-01
67	1.79936640e+15	6.94200000e+08	2.14212678e-14	6.32697178e-03	1.00646181e-01	8.93026847e-01	5.80835304e-01
68	1.82554560e+15	7.04300000e+08	2.34641900e-14	6.72642725e-03	9.80110702e-02	8.95262503e-01	5.93584404e-01
69	1.85976000e+15	7.17500000e+08	1.69959776e-14	7.11638942e-03	9.56098741e-02	8.97273736e-01	6.06059091e-01
70	1.88568000e+15	7.27500000e+08	2.81379876e-14	7.53021224e-03	9.33752687e-02	8.99094519e-01	6.22219626e-01
71	1.92870720e+15	7.44100000e+08	1.56879239e-14	7.99736180e-03	9.10227532e-02	9.00979885e-01	6.37732478e-01
72	1.95981120e+15	7.56100000e+08	2.07382182e-14	8.47135012e-03	8.89609257e-02	9.02567724e-01	6.53138139e-01
73	2.00050560e+15	7.71800000e+08	1.51793625e-14	8.93931770e-03	8.71465379e-02	9.03914144e-01	6.68441204e-01
74	2.03394240e+15	7.84700000e+08	1.82490472e-14	9.41487627e-03	8.55800364e-02	9.05005087e-01	6.84128864e-01
75	2.07437760e+15	8.00300000e+08	1.39164579e-14	9.87677245e-03	8.42028529e-02	9.05920375e-01	6.99130753e-01
76	2.10962880e+15	8.13900000e+08	1.60932285e-14	1.42447256e-02	8.14351148e-02	9.04320160e-01	7.14817292e-01
77	2.14669440e+15	8.28200000e+08	1.39703893e-14	1.47195777e-02	8.04273770e-02	9.04853045e-01	7.29634787e-01
78	2.17702080e+15	8.39900000e+08	9.83890920e-15	1.51291871e-02	7.96710714e-02	9.05199742e-01	7.38445361e-01
79	2.19983040e+15	8.48700000e+08	1.25581700e-14	1.52726567e-02	7.92605990e-02	9.05466744e-01	7.47112716e-01
80	2.21952960e+15	8.56300000e+08	1.42235414e-14	1.52310279e-02	7.89748900e-02	9.05794082e-01	7.55756285e-01
81	2.24441280e+15	8.65900000e+08	1.12282469e-14	1.47325896e-02	7.88168440e-02	9.06450566e-01	7.64550051e-01
82	2.26152000e+15	8.72500000e+08	1.58466136e-14	1.33663125e-02	7.89706736e-02	9.07663014e-01	7.73243698e-01
83	2.28821760e+15	8.82800000e+08	9.87757261e-15	1.04649882e-02	7.95927011e-02	9.09942311e-01	7.81865841e-01
84	2.30688000e+15	8.90000000e+08	1.29443725e-14	5.26593418e-03	8.09173336e-02	9.13816732e-01	7.89922509e-01
85	2.33072640e+15	8.99200000e+08	1.06736606e-14	1.16434723e-06	8.38106013e-02	9.16188234e-01	7.98569060e-01
86	2.35275840e+15	9.07700000e+08	1.22719579e-14	4.49327982e-08	1.09365715e-01	8.90634240e-01	8.07936573e-01
87	2.37660480e+15	9.16900000e+08	1.18381250e-14	1.71083882e-07	1.32602529e-01	8.67397300e-01	8.17909665e-01
88	2.40252480e+15	9.26900000e+08	1.00557318e-14	3.68405691e-07	1.59319314e-01	8.40680318e-01	8.27312648e-01
89	2.42222400e+15	9.34500000e+08	1.30719834e-14	6.39463327e-07	1.90021661e-01	8.09977700e-01	8.36780621e-01
90	2.44866240e+15	9.44700000e+08	9.49213795e-15	1.01324279e-06	2.27489594e-01	7.72509393e-01	8.46185096e-01
91	2.47147200e+15	9.53500000e+08	1.01779558e-14	1.50208205e-06	2.72280723e-01	7.27717775e-01	8.55061772e-01
92	2.49583680e+15	9.62900000e+08	1.03543957e-14	2.14315237e-06	3.24961810e-01	6.75036047e-01	8.64893922e-01
93	2.51942400e+15	9.72000000e+08	9.44418398e-15	2.73836837e-06	3.70381899e-01	6.29615362e-01	8.73743981e-01
94	2.54586240e+15	9.82200000e+08	1.48004041e-14	4.14753137e-06	4.67338306e-01	5.32657547e-01	8.89601520e-01
95	2.58837120e+15	9.98600000e+08	8.50781058e-15	6.04449224e-06	5.77574366e-01	4.22419590e-01	9.04659715e-01
96	2.62569600e+15	1.01300000e+09	9.96432399e-15	8.91027145e-06	7.05899860e-01	2.94091229e-01	9.20630310e-01
97	2.66457600e+15	1.02800000e+09	9.01119738e-15	1.21099433e-05	8.03610839e-01	1.96377051e-01	9.36118036e-01
98	2.70345600e+15	1.04300000e+09	8.58092792e-15	1.58181359e-05	8.72855349e-01	1.27128833e-01	9.51302987e-01
99	2.74752000e+15	1.06000000e+09	7.03494719e-15	2.03675873e-05	9.20190699e-01	7.97889329e-02	9.65851475e-01
100	2.77603200e+15	1.07100000e+09	5.83333369e-15	2.31349176e-05	9.37237151e-01	6.27397144e-02	9.73866416e-01
101	2.80195200e+15	1.08100000e+09	5.88997913e-15	2.55191270e-05	9.48225383e-01	5.17490982e-02	9.81369183e-01
102	2.82009600e+15	1.08800000e+09	8.23892485e-15	2.70370105e-05	9.53556781e-01	4.64161823e-02	9.88832112e-01
103	2.84601600e+15	1.09800000e+09	5.88214481e-15	2.84887349e-05	9.57989953e-01	4.19815578e-02	9.96563530e-01
104	2.86675200e+15	1.10600000e+09	7.66405287e-15	3.03311697e-05	9.62675701e-01	3.72939681e-02	1.00475560e+00
105	2.89526400e+15	1.11700000e+09	5.59058823e-15	3.20354969e-05	9.66133161e-01	3.38348031e-02	1.01311457e+00
106	2.91859200e+15	1.12600000e+09	6.73866075e-15	3.42161580e-05	9.69708183e-01	3.02576006e-02	1.02150718e+00
107	2.94710400e+15	1.13700000e+09	5.52212137e-15	3.66859952e-05	9.72895328e-01	2.70679858e-02	1.03006358e+00
108	2.97302400e+15	1.14700000e+09	5.82522620e-15	3.99162612e-05	9.76822663e-01	2.31374204e-02	1.03842207e+00
109	3.00412800e+15	1.15900000e+09	4.79607765e-15	4.50504240e-05	9.82491609e-01	1.74633406e-02	1.04684010e+00
110	3.03264000e+15	1.17000000e+09	5.14702075e-15	9.19565081e-05	9.91230568e-01	8.67747559e-03	1.05528726e+00
111	3.06115200e+15	1.18100000e+09	5.08290507e-15	9.01335549e-04	9.97115029e-01	1.98363564e-03	1.06378754e+00
112	3.09484800e+15	1.19400000e+09	4.45121783e-15	3.49557286e-03	9.96369023e-01	1.35404576e-04	1.07276542e+00
113	3.12595200e+15	1.20600000e+09	4.70043452e-15	2.30938754e-02	9.76894784e-01	1.13403283e-05	1.08170188e+00
114	3.15964800e+15	1.21900000e+09	4.41836720e-15	3.50618988e-02	9.64938101e-01	0.00000000e+00	1.09099267e+00
115	3.19593600e+15	1.23300000e+09	3.80091173e-15	4.72095636e-02	9.52790436e-01	0.00000000e+00	1.09979265e+00
116	3.22963200e+15	1.24600000e+09	4.12444215e-15	6.72747010e-02	9.32725299e-01	0.00000000e+00	1.10885594e+00
117	3.26592000e+15	1.26000000e+09	3.68841952e-15	9.01214652e-02	9.09878535e-01	0.00000000e+00	1.11777573e+00
118	3.30220800e+15	1.27400000e+09	3.77169067e-15	1.33146151e-01	8.66853849e-01	0.00000000e+00	1.12710187e+00
119	3.33590400e+15	1.28700000e+09	3.75373335e-15	1.81866699e-01	8.18133301e-01	0.00000000e+00	1.13590526e+00
120	3.36700800e+15	1.29900000e+09	3.04482065e-15	2.45102137e-01	7.54897863e-01	0.00000000e+00	1.14262609e+00
121	3.39033600e+15	1.30800000e+09	3.93775152e-15	3.34394655e-01	6.65605345e-01	0.00000000e+00	1.14925123e+00
122	3.41366400e+15	1.31700000e+09	3.83524792e-15	5.09077873e-01	4.90922127e-01	0.00000000e+00	1.15579331e+00
123	3.43699200e+15	1.32600000e+09	3.75607351e-15	6.51221493e-01	3.48778507e-01	0.00000000e+00	1.16228852e+00
124	3.46032000e+15	1.33500000e+09	3.77487904e-15	6.78300692e-01	3.21699308e-01	0.00000000e+00	1.16890545e+00
125	3.47846400e+15	1.34200000e+09	4.77097931e-15	6.95324327e-01	3.04675673e-01	0.00000000e+00	1.17548845e+00
126	3.49920000e+15	1.35000000e+09	4.13351574e-15	7.07219004e-01	2.92780996e-01	0.00000000e+00	1.18207990e+00
127	3.52252800e+15	1.35900000e+09	3.59036986e-15	7.14244535e-01	2.85755465e-01	0.00000000e+00	1.18860251e+00
128	3.54067200e+15	1.36600000e+09	4.61519487e-15	7.19361349e-01	2.80638651e-01	0.00000000e+00	1.19520096e+00
129	3.56140800e+15	1.37400000e+09	3.66030045e-15	7.24203300e-01	2.75796700e-01	0.00000000e+00	1.20124781e+00
130	3.58214400e+15	1.38200000e+09	3.76354114e-15	7.29880640e-01	2.70119360e-01	0.00000000e+00	1.20753804e+00
131	3.60288000e+15	1.39000000e+09	4.42563398e-15	7.33543381e-01	2.66456619e-01	0.00000000e+00	1.21502100e+00
132	3.62620800e+15	1.39900000e+09	3.29931562e-15	7.34586272e-01	2.65413728e-01	0.00000000e+00	1.22137409e+00
133	3.64694400e+15	1.40700000e+09	3.77820422e-15	7.37604592e-01	2.62395408e-01	0.00000000e+00	1.22792002e+00
134	3.67027200e+15	1.41600000e+09	3.26433956e-15	7.41032334e-01	2.58967666e-01	0.00000000e+00	1.23435995e+00
135	3.69360000e+15	1.42500000e+09	3.21611053e-15	7.45906850e-01	2.54093150e-01	0.00000000e+00	1.24078591e+00
136	3.71952000e+15	1.43500000e+09	3.43426114e-15	7.53657535e-01	2.46342465e-01	0.00000000e+00	1.24851249e+00
137	3.75062400e+15	1.44700000e+09	2.78297119e-15	7.62406540e-01	2.37593460e-01	0.00000000e+00	1.25614206e+00
138	3.78172800e+15	1.45900000e+09	2.80066067e-15	7.78271335e-01	2.21728665e-01	0.00000000e+00	1.26394855e+00
139	3.81024000e+15	1.47000000e+09	3.07338209e-15	8.06920148e-01	1.93079852e-01	0.00000000e+00	1.27192611e+00
140	3.83097600e+15	1.47800000e+09	4.07297786e-15	8.68388907e-01	1.31611093e-01	0.00000000e+00	1.27971504e+00
141	3.85171200e+15	1.48600000e+09	3.91628874e-15	9.99982722e-01	1.72782903e-05	0.00000000e+00	1.28728585e+00
142	3.87763200e+15	1.49600000e+09	3.19349044e-15	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.29509678e+00
143	3.90355200e+15	1.50600000e+09	3.28360662e-15	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.30323621e+00
144	3.93465600e+15	1.51800000e+09	2.58052041e-15	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.31102508e+00
145	3.95798400e+15	1.52700000e+09	3.73998517e-15	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.31960945e+00
146	3.99427200e+15	1.54100000e+09	2.26665208e-15	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.32782519e+00
147	4.03574400e+15	1.55700000e+09	1.96808919e-15	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.33613807e+00
148	4.09017600e+15	1.57800000e+09	1.40704207e-15	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.34412589e+00
149	4.25606400e+15	1.64200000e+09	4.49362548e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.35232876e+00
150	4.40640000e+15	1.70000000e+09	2.33398679e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.35648789e+00
151	4.57488000e+15	1.76500000e+09	1.86584404e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36049348e+00
152	4.70707200e+15	1.81600000e+09	2.41470764e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36483751e+00
153	4.89628800e+15	1.88900000e+09	7.57058328e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36692443e+00
154	4.97145600e+15	1.91800000e+09	1.74086058e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36893702e+00
155	5.08809600e+15	1.96300000e+09	7.82132500e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37039523e+00
156	5.16067200e+15	1.99100000e+09	1.36276021e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37203611e+00
157	5.27731200e+15	2.03600000e+09	6.12480130e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37326555e+00
158	5.35248000e+15	2.06500000e+09	8.36524262e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37438778e+00
159	5.43801600e+15	2.09800000e+09	4.90087045e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37515874e+00
160	5.49763200e+15	2.12100000e+09	5.32026319e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37575785e+00
161	5.55465600e+15	2.14300000e+09	3.78123696e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37617387e+00
162	5.60908800e+15	2.16400000e+09	4.45940009e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37665169e+00
163	5.65574400e+15	2.18200000e+09	2.50762720e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37688619e+00
164	5.69980800e+15	2.19900000e+09	2.41431095e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37710287e+00
165	5.73609600e+15	2.21300000e+09	1.68509813e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37722918e+00
166	5.76720000e+15	2.22500000e+09	1.48468208e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37732570e+00
167	5.80348800e+15	2.23900000e+09	9.66682680e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37739988e+00
168	5.82681600e+15	2.24800000e+09	5.67537595e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37742816e+00
169	5.84496000e+15	2.25500000e+09	8.97133929e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37746319e+00
170	5.87088000e+15	2.26500000e+09	4.54259374e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37748871e+00
171	5.89161600e+15	2.27300000e+09	4.02064750e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37750693e+00
172	5.91494400e+15	2.28200000e+09	2.29504454e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37751872e+00
173	5.95123200e+15	2.29600000e+09	1.27782586e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37752903e+00
174	5.97196800e+15	2.30400000e+09	1.17518175e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37753451e+00
175	6.01344000e+15	2.32000000e+09	4.41763593e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37753866e+00
176	6.05491200e+15	2.33600000e+09	3.54929277e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37754205e+00
177	6.26745600e+15	2.41800000e+09	6.27395481e-20	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37754525e+00
