# 177-shell model evolved to new time with shell-mass conservation
# t0_days = 0.0002314814814814815
# t_days  = 8.0000000000000000e+01
# Shell masses: m_i = (Menc_out - Menc_in) * Msun
# Boundary evolution: r_out uses v_out; r_in uses previous shell v_out (continuous boundaries)
# rho(t) = m_i / [4/3 pi (r_out^3 - r_in^3)]
# Columns:	shell	rzo_cm	vel_cm_s	rho_g_cc	X_C_bucket	X_Si_bucket	X_Ni56	Menc_Msun
shell	rzo_cm	vel_cm_s	rho_g_cc	X_C_bucket	X_Si_bucket	X_Ni56	Menc_Msun
17	1.61671680e+15	2.33900000e+08	4.58799293e-15	2.16048831e-08	9.99360273e-01	6.39704907e-04	6.87835711e-02
18	1.65473280e+15	2.39400000e+08	1.03536934e-14	2.48469007e-08	9.98576139e-01	1.42383601e-03	7.54374796e-02
19	1.74320640e+15	2.52200000e+08	4.25785705e-15	2.59042218e-08	9.98194375e-01	1.80559882e-03	8.23089425e-02
20	1.78467840e+15	2.58200000e+08	7.96063867e-15	2.78928648e-08	9.97464939e-01	2.53503299e-03	8.87992725e-02
21	1.86140160e+15	2.69300000e+08	4.15949247e-15	3.83916357e-08	9.83805864e-01	1.61940975e-02	9.55011830e-02
22	1.90840320e+15	2.76100000e+08	8.70031189e-15	4.17030595e-08	9.76472271e-01	2.35276873e-02	1.04680762e-01
23	2.00309760e+15	2.89800000e+08	4.02314171e-15	4.50167208e-08	9.64005704e-01	3.59942511e-02	1.13888997e-01
24	2.06046720e+15	2.98100000e+08	6.20454582e-15	4.47623198e-08	9.03883375e-01	9.61165800e-02	1.23173318e-01
25	2.14410240e+15	3.10200000e+08	4.05507876e-15	4.58708864e-08	8.88037641e-01	1.11962313e-01	1.32644493e-01
26	2.21322240e+15	3.20200000e+08	5.90848602e-15	4.72975117e-08	8.75047141e-01	1.24952811e-01	1.44892666e-01
27	2.30238720e+15	3.33100000e+08	4.29356785e-15	4.81565410e-08	8.06390709e-01	1.93609243e-01	1.57224171e-01
28	2.40192000e+15	3.47500000e+08	3.59021402e-15	5.26928729e-08	7.40420922e-01	2.59579025e-01	1.69716914e-01
29	2.45583360e+15	3.55300000e+08	6.29359698e-15	5.66362442e-08	6.79496816e-01	3.20503127e-01	1.82364311e-01
30	2.55191040e+15	3.69200000e+08	2.19293240e-15	6.31698807e-08	6.30218099e-01	3.69781838e-01	1.90710657e-01
31	2.57955840e+15	3.73200000e+08	7.47879268e-15	6.89370719e-08	5.93771958e-01	4.06227973e-01	1.99310646e-01
32	2.65489920e+15	3.84100000e+08	2.57583849e-15	7.51721298e-08	5.61184816e-01	4.38815109e-01	2.07709834e-01
33	2.69015040e+15	3.89200000e+08	5.32944401e-15	8.27532196e-08	5.29830709e-01	4.70169209e-01	2.16187585e-01
34	2.75374080e+15	3.98400000e+08	2.89104117e-15	9.11680205e-08	5.00830414e-01	4.99169495e-01	2.24793550e-01
35	2.79106560e+15	4.03800000e+08	4.74309248e-15	1.00851127e-07	4.72556033e-01	5.27443866e-01	2.33390680e-01
36	2.85811200e+15	4.13500000e+08	2.55649643e-15	1.12365276e-07	4.46241608e-01	5.53758279e-01	2.42030936e-01
37	2.89958400e+15	4.19500000e+08	4.02319025e-15	1.26079073e-07	4.20884336e-01	5.79115538e-01	2.50767599e-01
38	2.97285120e+15	4.30100000e+08	3.46811657e-15	1.43704916e-07	3.93451207e-01	6.06548649e-01	2.64608915e-01
39	3.05441280e+15	4.41900000e+08	3.01557329e-15	1.74570231e-07	3.60424799e-01	6.39575026e-01	2.78722510e-01
40	3.12422400e+15	4.52000000e+08	3.32598012e-15	2.19059555e-07	3.29630271e-01	6.70369510e-01	2.92723658e-01
41	3.22306560e+15	4.66300000e+08	2.23563559e-15	2.82586456e-07	3.02765664e-01	6.97234053e-01	3.06786322e-01
42	3.26453760e+15	4.72300000e+08	3.12118305e-15	3.62998974e-07	2.81486948e-01	7.18512689e-01	3.15391578e-01
43	3.33504000e+15	4.82500000e+08	1.76369337e-15	4.41677462e-07	2.68614698e-01	7.31384860e-01	3.23946004e-01
44	3.36199680e+15	4.86400000e+08	4.45672716e-15	5.47456150e-07	2.55180862e-01	7.44818591e-01	3.32456741e-01
45	3.43319040e+15	4.96700000e+08	1.64609706e-15	6.90570442e-07	2.43419733e-01	7.56579577e-01	3.41004066e-01
46	3.46429440e+15	5.01200000e+08	3.68090911e-15	8.99562155e-07	2.32782512e-01	7.67216588e-01	3.49607481e-01
47	3.52719360e+15	5.10300000e+08	1.76714454e-15	1.22763430e-06	2.23258911e-01	7.76739861e-01	3.58189377e-01
48	3.55829760e+15	5.14800000e+08	3.47076782e-15	1.82745257e-06	2.13736948e-01	7.86261224e-01	3.66749887e-01
49	3.62188800e+15	5.24000000e+08	1.59988431e-15	3.11931036e-06	2.05329747e-01	7.94667134e-01	3.75034608e-01
50	3.67234560e+15	5.31300000e+08	3.59381413e-15	1.01477287e-05	1.94092475e-01	8.05897377e-01	3.90273857e-01
51	3.77740800e+15	5.46500000e+08	1.58798752e-15	3.15015606e-04	1.80590310e-01	8.19094674e-01	4.04899740e-01
52	3.83408640e+15	5.54700000e+08	2.94634204e-15	8.91882210e-04	1.68570751e-01	8.30537367e-01	4.20181161e-01
53	3.94053120e+15	5.70100000e+08	1.41976066e-15	1.44048558e-03	1.58298186e-01	8.40261328e-01	4.34610282e-01
54	3.98891520e+15	5.77100000e+08	1.86572741e-15	1.90965015e-03	1.50646104e-01	8.47444246e-01	4.43575403e-01
55	4.05803520e+15	5.87100000e+08	1.25610740e-15	2.23825018e-03	1.45668757e-01	8.52092992e-01	4.52455525e-01
56	4.08775680e+15	5.91400000e+08	2.67443797e-15	2.54567228e-03	1.40914375e-01	8.56539953e-01	4.60786357e-01
57	4.15549440e+15	6.01200000e+08	1.15281286e-15	2.84285382e-03	1.36708559e-01	8.60448587e-01	4.69167641e-01
58	4.18867200e+15	6.06000000e+08	2.48827029e-15	3.13441840e-03	1.32681149e-01	8.64184433e-01	4.78246386e-01
59	4.25157120e+15	6.15100000e+08	1.18219624e-15	3.42234769e-03	1.29022931e-01	8.67554721e-01	4.86613347e-01
60	4.29511680e+15	6.21400000e+08	1.73925151e-15	3.71267467e-03	1.25444289e-01	8.70843036e-01	4.95351531e-01
61	4.35179520e+15	6.29600000e+08	1.27519909e-15	3.99157591e-03	1.22165568e-01	8.73842856e-01	5.03887228e-01
62	4.41676800e+15	6.39000000e+08	1.62659888e-15	4.31194435e-03	1.18450006e-01	8.77238050e-01	5.16722112e-01
63	4.47897600e+15	6.48000000e+08	1.62572397e-15	4.71686591e-03	1.14161923e-01	8.81121211e-01	5.29363064e-01
64	4.56537600e+15	6.60500000e+08	1.16395085e-15	5.12309484e-03	1.10288709e-01	8.84588196e-01	5.42356727e-01
65	4.63380480e+15	6.70400000e+08	1.39651725e-15	5.53123116e-03	1.06765595e-01	8.87703174e-01	5.55130130e-01
66	4.71813120e+15	6.82600000e+08	1.09442049e-15	5.93819251e-03	1.03531036e-01	8.90530771e-01	5.67879176e-01
67	4.79831040e+15	6.94200000e+08	1.12963717e-15	6.32697178e-03	1.00646181e-01	8.93026847e-01	5.80835304e-01
68	4.86812160e+15	7.04300000e+08	1.23736939e-15	6.72642725e-03	9.80110702e-02	8.95262503e-01	5.93584404e-01
69	4.95936000e+15	7.17500000e+08	8.96272258e-16	7.11638942e-03	9.56098741e-02	8.97273736e-01	6.06059091e-01
70	5.02848000e+15	7.27500000e+08	1.48383919e-15	7.53021224e-03	9.33752687e-02	8.99094519e-01	6.22219626e-01
71	5.14321920e+15	7.44100000e+08	8.27292863e-16	7.99736180e-03	9.10227532e-02	9.00979885e-01	6.37732478e-01
72	5.22616320e+15	7.56100000e+08	1.09361698e-15	8.47135012e-03	8.89609257e-02	9.02567724e-01	6.53138139e-01
73	5.33468160e+15	7.71800000e+08	8.00474192e-16	8.93931770e-03	8.71465379e-02	9.03914144e-01	6.68441204e-01
74	5.42384640e+15	7.84700000e+08	9.62352097e-16	9.41487627e-03	8.55800364e-02	9.05005087e-01	6.84128864e-01
75	5.53167360e+15	8.00300000e+08	7.33875708e-16	9.87677245e-03	8.42028529e-02	9.05920375e-01	6.99130753e-01
76	5.62567680e+15	8.13900000e+08	8.48666346e-16	1.42447256e-02	8.14351148e-02	9.04320160e-01	7.14817292e-01
77	5.72451840e+15	8.28200000e+08	7.36719746e-16	1.47195777e-02	8.04273770e-02	9.04853045e-01	7.29634787e-01
78	5.80538880e+15	8.39900000e+08	5.18848727e-16	1.51291871e-02	7.96710714e-02	9.05199742e-01	7.38445361e-01
79	5.86621440e+15	8.48700000e+08	6.62247247e-16	1.52726567e-02	7.92605990e-02	9.05466744e-01	7.47112716e-01
80	5.91874560e+15	8.56300000e+08	7.50069567e-16	1.52310279e-02	7.89748900e-02	9.05794082e-01	7.55756285e-01
81	5.98510080e+15	8.65900000e+08	5.92114583e-16	1.47325896e-02	7.88168440e-02	9.06450566e-01	7.64550051e-01
82	6.03072000e+15	8.72500000e+08	8.35661263e-16	1.33663125e-02	7.89706736e-02	9.07663014e-01	7.73243698e-01
83	6.10191360e+15	8.82800000e+08	5.20887618e-16	1.04649882e-02	7.95927011e-02	9.09942311e-01	7.81865841e-01
84	6.15168000e+15	8.90000000e+08	6.82613393e-16	5.26593418e-03	8.09173336e-02	9.13816732e-01	7.89922509e-01
85	6.21527040e+15	8.99200000e+08	5.62868819e-16	1.16434723e-06	8.38106013e-02	9.16188234e-01	7.98569060e-01
86	6.27402240e+15	9.07700000e+08	6.47154029e-16	4.49327982e-08	1.09365715e-01	8.90634240e-01	8.07936573e-01
87	6.33761280e+15	9.16900000e+08	6.24276121e-16	1.71083882e-07	1.32602529e-01	8.67397300e-01	8.17909665e-01
88	6.40673280e+15	9.26900000e+08	5.30282733e-16	3.68405691e-07	1.59319314e-01	8.40680318e-01	8.27312648e-01
89	6.45926400e+15	9.34500000e+08	6.89342876e-16	6.39463327e-07	1.90021661e-01	8.09977700e-01	8.36780621e-01
90	6.52976640e+15	9.44700000e+08	5.00561962e-16	1.01324279e-06	2.27489594e-01	7.72509393e-01	8.46185096e-01
91	6.59059200e+15	9.53500000e+08	5.36728139e-16	1.50208205e-06	2.72280723e-01	7.27717775e-01	8.55061772e-01
92	6.65556480e+15	9.62900000e+08	5.46032584e-16	2.14315237e-06	3.24961810e-01	6.75036047e-01	8.64893922e-01
93	6.71846400e+15	9.72000000e+08	4.98033139e-16	2.73836837e-06	3.70381899e-01	6.29615362e-01	8.73743981e-01
94	6.78896640e+15	9.82200000e+08	7.80490059e-16	4.14753137e-06	4.67338306e-01	5.32657547e-01	8.89601520e-01
95	6.90232320e+15	9.98600000e+08	4.48654074e-16	6.04449224e-06	5.77574366e-01	4.22419590e-01	9.04659715e-01
96	7.00185600e+15	1.01300000e+09	5.25462398e-16	8.91027145e-06	7.05899860e-01	2.94091229e-01	9.20630310e-01
97	7.10553600e+15	1.02800000e+09	4.75199862e-16	1.21099433e-05	8.03610839e-01	1.96377051e-01	9.36118036e-01
98	7.20921600e+15	1.04300000e+09	4.52509871e-16	1.58181359e-05	8.72855349e-01	1.27128833e-01	9.51302987e-01
99	7.32672000e+15	1.06000000e+09	3.70983543e-16	2.03675873e-05	9.20190699e-01	7.97889329e-02	9.65851475e-01
100	7.40275200e+15	1.07100000e+09	3.07617206e-16	2.31349176e-05	9.37237151e-01	6.27397144e-02	9.73866416e-01
101	7.47187200e+15	1.08100000e+09	3.10604368e-16	2.55191270e-05	9.48225383e-01	5.17490982e-02	9.81369183e-01
102	7.52025600e+15	1.08800000e+09	4.34474553e-16	2.70370105e-05	9.53556781e-01	4.64161823e-02	9.88832112e-01
103	7.58937600e+15	1.09800000e+09	3.10191230e-16	2.84887349e-05	9.57989953e-01	4.19815578e-02	9.96563530e-01
104	7.64467200e+15	1.10600000e+09	4.04159038e-16	3.03311697e-05	9.62675701e-01	3.72939681e-02	1.00475560e+00
105	7.72070400e+15	1.11700000e+09	2.94816176e-16	3.20354969e-05	9.66133161e-01	3.38348031e-02	1.01311457e+00
106	7.78291200e+15	1.12600000e+09	3.55359063e-16	3.42161580e-05	9.69708183e-01	3.02576006e-02	1.02150718e+00
107	7.85894400e+15	1.13700000e+09	2.91205619e-16	3.66859952e-05	9.72895328e-01	2.70679858e-02	1.03006358e+00
108	7.92806400e+15	1.14700000e+09	3.07189663e-16	3.99162612e-05	9.76822663e-01	2.31374204e-02	1.03842207e+00
109	8.01100800e+15	1.15900000e+09	2.52918158e-16	4.50504240e-05	9.82491609e-01	1.74633406e-02	1.04684010e+00
110	8.08704000e+15	1.17000000e+09	2.71424922e-16	9.19565081e-05	9.91230568e-01	8.67747559e-03	1.05528726e+00
111	8.16307200e+15	1.18100000e+09	2.68043822e-16	9.01335549e-04	9.97115029e-01	1.98363564e-03	1.06378754e+00
112	8.25292800e+15	1.19400000e+09	2.34732190e-16	3.49557286e-03	9.96369023e-01	1.35404576e-04	1.07276542e+00
113	8.33587200e+15	1.20600000e+09	2.47874477e-16	2.30938754e-02	9.76894784e-01	1.13403283e-05	1.08170188e+00
114	8.42572800e+15	1.21900000e+09	2.32999833e-16	3.50618988e-02	9.64938101e-01	0.00000000e+00	1.09099267e+00
115	8.52249600e+15	1.23300000e+09	2.00438704e-16	4.72095636e-02	9.52790436e-01	0.00000000e+00	1.09979265e+00
116	8.61235200e+15	1.24600000e+09	2.17499879e-16	6.72747010e-02	9.32725299e-01	0.00000000e+00	1.10885594e+00
117	8.70912000e+15	1.26000000e+09	1.94506498e-16	9.01214652e-02	9.09878535e-01	0.00000000e+00	1.11777573e+00
118	8.80588800e+15	1.27400000e+09	1.98897750e-16	1.33146151e-01	8.66853849e-01	0.00000000e+00	1.12710187e+00
119	8.89574400e+15	1.28700000e+09	1.97950782e-16	1.81866699e-01	8.18133301e-01	0.00000000e+00	1.13590526e+00
120	8.97868800e+15	1.29900000e+09	1.60566714e-16	2.45102137e-01	7.54897863e-01	0.00000000e+00	1.14262609e+00
121	9.04089600e+15	1.30800000e+09	2.07654865e-16	3.34394655e-01	6.65605345e-01	0.00000000e+00	1.14925123e+00
122	9.10310400e+15	1.31700000e+09	2.02249402e-16	5.09077873e-01	4.90922127e-01	0.00000000e+00	1.15579331e+00
123	9.16531200e+15	1.32600000e+09	1.98074189e-16	6.51221493e-01	3.48778507e-01	0.00000000e+00	1.16228852e+00
124	9.22752000e+15	1.33500000e+09	1.99065887e-16	6.78300692e-01	3.21699308e-01	0.00000000e+00	1.16890545e+00
125	9.27590400e+15	1.34200000e+09	2.51594612e-16	6.95324327e-01	3.04675673e-01	0.00000000e+00	1.17548845e+00
126	9.33120000e+15	1.35000000e+09	2.17978369e-16	7.07219004e-01	2.92780996e-01	0.00000000e+00	1.18207990e+00
127	9.39340800e+15	1.35900000e+09	1.89335911e-16	7.14244535e-01	2.85755465e-01	0.00000000e+00	1.18860251e+00
128	9.44179200e+15	1.36600000e+09	2.43379417e-16	7.19361349e-01	2.80638651e-01	0.00000000e+00	1.19520096e+00
129	9.49708800e+15	1.37400000e+09	1.93023657e-16	7.24203300e-01	2.75796700e-01	0.00000000e+00	1.20124781e+00
130	9.55238400e+15	1.38200000e+09	1.98467990e-16	7.29880640e-01	2.70119360e-01	0.00000000e+00	1.20753804e+00
131	9.60768000e+15	1.39000000e+09	2.33383042e-16	7.33543381e-01	2.66456619e-01	0.00000000e+00	1.21502100e+00
132	9.66988800e+15	1.39900000e+09	1.73987347e-16	7.34586272e-01	2.65413728e-01	0.00000000e+00	1.22137409e+00
133	9.72518400e+15	1.40700000e+09	1.99241238e-16	7.37604592e-01	2.62395408e-01	0.00000000e+00	1.22792002e+00
134	9.78739200e+15	1.41600000e+09	1.72142906e-16	7.41032334e-01	2.58967666e-01	0.00000000e+00	1.23435995e+00
135	9.84960000e+15	1.42500000e+09	1.69599579e-16	7.45906850e-01	2.54093150e-01	0.00000000e+00	1.24078591e+00
136	9.91872000e+15	1.43500000e+09	1.81103615e-16	7.53657535e-01	2.46342465e-01	0.00000000e+00	1.24851249e+00
137	1.00016640e+16	1.44700000e+09	1.46758246e-16	7.62406540e-01	2.37593460e-01	0.00000000e+00	1.25614206e+00
138	1.00846080e+16	1.45900000e+09	1.47691090e-16	7.78271335e-01	2.21728665e-01	0.00000000e+00	1.26394855e+00
139	1.01606400e+16	1.47000000e+09	1.62072884e-16	8.06920148e-01	1.93079852e-01	0.00000000e+00	1.27192611e+00
140	1.02159360e+16	1.47800000e+09	2.14785942e-16	8.68388907e-01	1.31611093e-01	0.00000000e+00	1.27971504e+00
141	1.02712320e+16	1.48600000e+09	2.06523039e-16	9.99982722e-01	1.72782903e-05	0.00000000e+00	1.28728585e+00
142	1.03403520e+16	1.49600000e+09	1.68406723e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.29509678e+00
143	1.04094720e+16	1.50600000e+09	1.73158943e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.30323621e+00
144	1.04924160e+16	1.51800000e+09	1.36082131e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.31102508e+00
145	1.05546240e+16	1.52700000e+09	1.97225781e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.31960945e+00
146	1.06513920e+16	1.54100000e+09	1.19530481e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.32782519e+00
147	1.07619840e+16	1.55700000e+09	1.03785953e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.33613807e+00
148	1.09071360e+16	1.57800000e+09	7.41994844e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.34412589e+00
149	1.13495040e+16	1.64200000e+09	2.36968531e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.35232876e+00
150	1.17504000e+16	1.70000000e+09	1.23081335e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.35648789e+00
151	1.21996800e+16	1.76500000e+09	9.83941192e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36049348e+00
152	1.25521920e+16	1.81600000e+09	1.27338098e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36483751e+00
153	1.30567680e+16	1.88900000e+09	3.99229977e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36692443e+00
154	1.32572160e+16	1.91800000e+09	9.18031947e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36893702e+00
155	1.35682560e+16	1.96300000e+09	4.12452686e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37039523e+00
156	1.37617920e+16	1.99100000e+09	7.18643079e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37203611e+00
157	1.40728320e+16	2.03600000e+09	3.22987568e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37326555e+00
158	1.42732800e+16	2.06500000e+09	4.41135841e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37438778e+00
159	1.45013760e+16	2.09800000e+09	2.58444340e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37515874e+00
160	1.46603520e+16	2.12100000e+09	2.80560754e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37575785e+00
161	1.48124160e+16	2.14300000e+09	1.99401168e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37617387e+00
162	1.49575680e+16	2.16400000e+09	2.35163677e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37665169e+00
163	1.50819840e+16	2.18200000e+09	1.32238153e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37688619e+00
164	1.51994880e+16	2.19900000e+09	1.27317179e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37710287e+00
165	1.52962560e+16	2.21300000e+09	8.88625966e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37722918e+00
166	1.53792000e+16	2.22500000e+09	7.82937816e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37732570e+00
167	1.54759680e+16	2.23900000e+09	5.09774069e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37739988e+00
168	1.55381760e+16	2.24800000e+09	2.99287403e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37742816e+00
169	1.55865600e+16	2.25500000e+09	4.73097970e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37746319e+00
170	1.56556800e+16	2.26500000e+09	2.39550842e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37748871e+00
171	1.57109760e+16	2.27300000e+09	2.12026333e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37750693e+00
172	1.57731840e+16	2.28200000e+09	1.21027740e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37751872e+00
173	1.58699520e+16	2.29600000e+09	6.73853479e-20	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37752903e+00
174	1.59252480e+16	2.30400000e+09	6.19724749e-20	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37753451e+00
175	1.60358400e+16	2.32000000e+09	2.32961270e-20	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37753866e+00
176	1.61464320e+16	2.33600000e+09	1.87169736e-20	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37754205e+00
177	1.67132160e+16	2.41800000e+09	3.30853085e-21	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37754525e+00
