# 177-shell model evolved to new time with shell-mass conservation
# t0_days = 0.0002314814814814815
# t_days  = 7.0000000000000000e+01
# Shell masses: m_i = (Menc_out - Menc_in) * Msun
# Boundary evolution: r_out uses v_out; r_in uses previous shell v_out (continuous boundaries)
# rho(t) = m_i / [4/3 pi (r_out^3 - r_in^3)]
# Columns:	shell	rzo_cm	vel_cm_s	rho_g_cc	X_C_bucket	X_Si_bucket	X_Ni56	Menc_Msun
shell	rzo_cm	vel_cm_s	rho_g_cc	X_C_bucket	X_Si_bucket	X_Ni56	Menc_Msun
53	3.44796480e+15	5.70100000e+08	2.11929288e-15	1.44048558e-03	1.58298186e-01	8.40261328e-01	4.34610282e-01
54	3.49030080e+15	5.77100000e+08	2.78499253e-15	1.90965015e-03	1.50646104e-01	8.47444246e-01	4.43575403e-01
55	3.55078080e+15	5.87100000e+08	1.87500579e-15	2.23825018e-03	1.45668757e-01	8.52092992e-01	4.52455525e-01
56	3.57678720e+15	5.91400000e+08	3.99216397e-15	2.54567228e-03	1.40914375e-01	8.56539953e-01	4.60786357e-01
57	3.63605760e+15	6.01200000e+08	1.72081686e-15	2.84285382e-03	1.36708559e-01	8.60448587e-01	4.69167641e-01
58	3.66508800e+15	6.06000000e+08	3.71426935e-15	3.13441840e-03	1.32681149e-01	8.64184433e-01	4.78246386e-01
59	3.72012480e+15	6.15100000e+08	1.76467776e-15	3.42234769e-03	1.29022931e-01	8.67554721e-01	4.86613347e-01
60	3.75822720e+15	6.21400000e+08	2.59620050e-15	3.71267467e-03	1.25444289e-01	8.70843036e-01	4.95351531e-01
61	3.80782080e+15	6.29600000e+08	1.90350418e-15	3.99157591e-03	1.22165568e-01	8.73842856e-01	5.03887228e-01
62	3.86467200e+15	6.39000000e+08	2.42804264e-15	4.31194435e-03	1.18450006e-01	8.77238050e-01	5.16722112e-01
63	3.91910400e+15	6.48000000e+08	2.42673665e-15	4.71686591e-03	1.14161923e-01	8.81121211e-01	5.29363064e-01
64	3.99470400e+15	6.60500000e+08	1.73744266e-15	5.12309484e-03	1.10288709e-01	8.84588196e-01	5.42356727e-01
65	4.05457920e+15	6.70400000e+08	2.08459718e-15	5.53123116e-03	1.06765595e-01	8.87703174e-01	5.55130130e-01
66	4.12836480e+15	6.82600000e+08	1.63365391e-15	5.93819251e-03	1.03531036e-01	8.90530771e-01	5.67879176e-01
67	4.19852160e+15	6.94200000e+08	1.68622225e-15	6.32697178e-03	1.00646181e-01	8.93026847e-01	5.80835304e-01
68	4.25960640e+15	7.04300000e+08	1.84703536e-15	6.72642725e-03	9.80110702e-02	8.95262503e-01	5.93584404e-01
69	4.33944000e+15	7.17500000e+08	1.33787579e-15	7.11638942e-03	9.56098741e-02	8.97273736e-01	6.06059091e-01
70	4.39992000e+15	7.27500000e+08	2.21494363e-15	7.53021224e-03	9.33752687e-02	8.99094519e-01	6.22219626e-01
71	4.50031680e+15	7.44100000e+08	1.23490946e-15	7.99736180e-03	9.10227532e-02	9.00979885e-01	6.37732478e-01
72	4.57289280e+15	7.56100000e+08	1.63245449e-15	8.47135012e-03	8.89609257e-02	9.02567724e-01	6.53138139e-01
73	4.66784640e+15	7.71800000e+08	1.19487693e-15	8.93931770e-03	8.71465379e-02	9.03914144e-01	6.68441204e-01
74	4.74586560e+15	7.84700000e+08	1.43651392e-15	9.41487627e-03	8.55800364e-02	9.05005087e-01	6.84128864e-01
75	4.84021440e+15	8.00300000e+08	1.09546461e-15	9.87677245e-03	8.42028529e-02	9.05920375e-01	6.99130753e-01
76	4.92246720e+15	8.13900000e+08	1.26681390e-15	1.42447256e-02	8.14351148e-02	9.04320160e-01	7.14817292e-01
77	5.00895360e+15	8.28200000e+08	1.09970994e-15	1.47195777e-02	8.04273770e-02	9.04853045e-01	7.29634787e-01
78	5.07971520e+15	8.39900000e+08	7.74491395e-16	1.51291871e-02	7.96710714e-02	9.05199742e-01	7.38445361e-01
79	5.13293760e+15	8.48700000e+08	9.88543996e-16	1.52726567e-02	7.92605990e-02	9.05466744e-01	7.47112716e-01
80	5.17890240e+15	8.56300000e+08	1.11963737e-15	1.52310279e-02	7.89748900e-02	9.05794082e-01	7.55756285e-01
81	5.23696320e+15	8.65900000e+08	8.83856170e-16	1.47325896e-02	7.88168440e-02	9.06450566e-01	7.64550051e-01
82	5.27688000e+15	8.72500000e+08	1.24740107e-15	1.33663125e-02	7.89706736e-02	9.07663014e-01	7.73243698e-01
83	5.33917440e+15	8.82800000e+08	7.77534870e-16	1.04649882e-02	7.95927011e-02	9.09942311e-01	7.81865841e-01
84	5.38272000e+15	8.90000000e+08	1.01894477e-15	5.26593418e-03	8.09173336e-02	9.13816732e-01	7.89922509e-01
85	5.43836160e+15	8.99200000e+08	8.40200686e-16	1.16434723e-06	8.38106013e-02	9.16188234e-01	7.98569060e-01
86	5.48976960e+15	9.07700000e+08	9.66014178e-16	4.49327982e-08	1.09365715e-01	8.90634240e-01	8.07936573e-01
87	5.54541120e+15	9.16900000e+08	9.31864064e-16	1.71083882e-07	1.32602529e-01	8.67397300e-01	8.17909665e-01
88	5.60589120e+15	9.26900000e+08	7.91559065e-16	3.68405691e-07	1.59319314e-01	8.40680318e-01	8.27312648e-01
89	5.65185600e+15	9.34500000e+08	1.02898995e-15	6.39463327e-07	1.90021661e-01	8.09977700e-01	8.36780621e-01
90	5.71354560e+15	9.44700000e+08	7.47194533e-16	1.01324279e-06	2.27489594e-01	7.72509393e-01	8.46185096e-01
91	5.76676800e+15	9.53500000e+08	8.01180196e-16	1.50208205e-06	2.72280723e-01	7.27717775e-01	8.55061772e-01
92	5.82361920e+15	9.62900000e+08	8.15069047e-16	2.14315237e-06	3.24961810e-01	6.75036047e-01	8.64893922e-01
93	5.87865600e+15	9.72000000e+08	7.43419730e-16	2.73836837e-06	3.70381899e-01	6.29615362e-01	8.73743981e-01
94	5.94034560e+15	9.82200000e+08	1.16504639e-15	4.14753137e-06	4.67338306e-01	5.32657547e-01	8.89601520e-01
95	6.03953280e+15	9.98600000e+08	6.69711037e-16	6.04449224e-06	5.77574366e-01	4.22419590e-01	9.04659715e-01
96	6.12662400e+15	1.01300000e+09	7.84363696e-16	8.91027145e-06	7.05899860e-01	2.94091229e-01	9.20630310e-01
97	6.21734400e+15	1.02800000e+09	7.09336237e-16	1.21099433e-05	8.03610839e-01	1.96377051e-01	9.36118036e-01
98	6.30806400e+15	1.04300000e+09	6.75466629e-16	1.58181359e-05	8.72855349e-01	1.27128833e-01	9.51302987e-01
99	6.41088000e+15	1.06000000e+09	5.53771354e-16	2.03675873e-05	9.20190699e-01	7.97889329e-02	9.65851475e-01
100	6.47740800e+15	1.07100000e+09	4.59183702e-16	2.31349176e-05	9.37237151e-01	6.27397144e-02	9.73866416e-01
101	6.53788800e+15	1.08100000e+09	4.63642672e-16	2.55191270e-05	9.48225383e-01	5.17490982e-02	9.81369183e-01
102	6.58022400e+15	1.08800000e+09	6.48545105e-16	2.70370105e-05	9.53556781e-01	4.64161823e-02	9.88832112e-01
103	6.64070400e+15	1.09800000e+09	4.63025976e-16	2.84887349e-05	9.57989953e-01	4.19815578e-02	9.96563530e-01
104	6.68908800e+15	1.10600000e+09	6.03292791e-16	3.03311697e-05	9.62675701e-01	3.72939681e-02	1.00475560e+00
105	6.75561600e+15	1.11700000e+09	4.40075458e-16	3.20354969e-05	9.66133161e-01	3.38348031e-02	1.01311457e+00
106	6.81004800e+15	1.12600000e+09	5.30448514e-16	3.42161580e-05	9.69708183e-01	3.02576006e-02	1.02150718e+00
107	6.87657600e+15	1.13700000e+09	4.34685939e-16	3.66859952e-05	9.72895328e-01	2.70679858e-02	1.03006358e+00
108	6.93705600e+15	1.14700000e+09	4.58545503e-16	3.99162612e-05	9.76822663e-01	2.31374204e-02	1.03842207e+00
109	7.00963200e+15	1.15900000e+09	3.77533810e-16	4.50504240e-05	9.82491609e-01	1.74633406e-02	1.04684010e+00
110	7.07616000e+15	1.17000000e+09	4.05159067e-16	9.19565081e-05	9.91230568e-01	8.67747559e-03	1.05528726e+00
111	7.14268800e+15	1.18100000e+09	4.00112061e-16	9.01335549e-04	9.97115029e-01	1.98363564e-03	1.06378754e+00
112	7.22131200e+15	1.19400000e+09	3.50387409e-16	3.49557286e-03	9.96369023e-01	1.35404576e-04	1.07276542e+00
113	7.29388800e+15	1.20600000e+09	3.70005050e-16	2.30938754e-02	9.76894784e-01	1.13403283e-05	1.08170188e+00
114	7.37251200e+15	1.21900000e+09	3.47801499e-16	3.50618988e-02	9.64938101e-01	0.00000000e+00	1.09099267e+00
115	7.45718400e+15	1.23300000e+09	2.99197133e-16	4.72095636e-02	9.52790436e-01	0.00000000e+00	1.09979265e+00
116	7.53580800e+15	1.24600000e+09	3.24664543e-16	6.72747010e-02	9.32725299e-01	0.00000000e+00	1.10885594e+00
117	7.62048000e+15	1.26000000e+09	2.90342062e-16	9.01214652e-02	9.09878535e-01	0.00000000e+00	1.11777573e+00
118	7.70515200e+15	1.27400000e+09	2.96896934e-16	1.33146151e-01	8.66853849e-01	0.00000000e+00	1.12710187e+00
119	7.78377600e+15	1.28700000e+09	2.95483384e-16	1.81866699e-01	8.18133301e-01	0.00000000e+00	1.13590526e+00
120	7.85635200e+15	1.29900000e+09	2.39679760e-16	2.45102137e-01	7.54897863e-01	0.00000000e+00	1.14262609e+00
121	7.91078400e+15	1.30800000e+09	3.09968779e-16	3.34394655e-01	6.65605345e-01	0.00000000e+00	1.14925123e+00
122	7.96521600e+15	1.31700000e+09	3.01899982e-16	5.09077873e-01	4.90922127e-01	0.00000000e+00	1.15579331e+00
123	8.01964800e+15	1.32600000e+09	2.95667594e-16	6.51221493e-01	3.48778507e-01	0.00000000e+00	1.16228852e+00
124	8.07408000e+15	1.33500000e+09	2.97147912e-16	6.78300692e-01	3.21699308e-01	0.00000000e+00	1.16890545e+00
125	8.11641600e+15	1.34200000e+09	3.75558138e-16	6.95324327e-01	3.04675673e-01	0.00000000e+00	1.17548845e+00
126	8.16480000e+15	1.35000000e+09	3.25378790e-16	7.07219004e-01	2.92780996e-01	0.00000000e+00	1.18207990e+00
127	8.21923200e+15	1.35900000e+09	2.82623866e-16	7.14244535e-01	2.85755465e-01	0.00000000e+00	1.18860251e+00
128	8.26156800e+15	1.36600000e+09	3.63295223e-16	7.19361349e-01	2.80638651e-01	0.00000000e+00	1.19520096e+00
129	8.30995200e+15	1.37400000e+09	2.88128607e-16	7.24203300e-01	2.75796700e-01	0.00000000e+00	1.20124781e+00
130	8.35833600e+15	1.38200000e+09	2.96255425e-16	7.29880640e-01	2.70119360e-01	0.00000000e+00	1.20753804e+00
131	8.40672000e+15	1.39000000e+09	3.48373520e-16	7.33543381e-01	2.66456619e-01	0.00000000e+00	1.21502100e+00
132	8.46115200e+15	1.39900000e+09	2.59712891e-16	7.34586272e-01	2.65413728e-01	0.00000000e+00	1.22137409e+00
133	8.50953600e+15	1.40700000e+09	2.97409662e-16	7.37604592e-01	2.62395408e-01	0.00000000e+00	1.22792002e+00
134	8.56396800e+15	1.41600000e+09	2.56959674e-16	7.41032334e-01	2.58967666e-01	0.00000000e+00	1.23435995e+00
135	8.61840000e+15	1.42500000e+09	2.53163219e-16	7.45906850e-01	2.54093150e-01	0.00000000e+00	1.24078591e+00
136	8.67888000e+15	1.43500000e+09	2.70335425e-16	7.53657535e-01	2.46342465e-01	0.00000000e+00	1.24851249e+00
137	8.75145600e+15	1.44700000e+09	2.19067703e-16	7.62406540e-01	2.37593460e-01	0.00000000e+00	1.25614206e+00
138	8.82403200e+15	1.45900000e+09	2.20460169e-16	7.78271335e-01	2.21728665e-01	0.00000000e+00	1.26394855e+00
139	8.89056000e+15	1.47000000e+09	2.41928036e-16	8.06920148e-01	1.93079852e-01	0.00000000e+00	1.27192611e+00
140	8.93894400e+15	1.47800000e+09	3.20613417e-16	8.68388907e-01	1.31611093e-01	0.00000000e+00	1.27971504e+00
141	8.98732800e+15	1.48600000e+09	3.08279288e-16	9.99982722e-01	1.72782903e-05	0.00000000e+00	1.28728585e+00
142	9.04780800e+15	1.49600000e+09	2.51382630e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.29509678e+00
143	9.10828800e+15	1.50600000e+09	2.58476323e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.30323621e+00
144	9.18086400e+15	1.51800000e+09	2.03131344e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.31102508e+00
145	9.23529600e+15	1.52700000e+09	2.94401165e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.31960945e+00
146	9.31996800e+15	1.54100000e+09	1.78424508e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.32782519e+00
147	9.41673600e+15	1.55700000e+09	1.54922472e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.33613807e+00
148	9.54374400e+15	1.57800000e+09	1.10758414e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.34412589e+00
149	9.93081600e+15	1.64200000e+09	3.53725621e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.35232876e+00
150	1.02816000e+16	1.70000000e+09	1.83724908e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.35648789e+00
151	1.06747200e+16	1.76500000e+09	1.46874020e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36049348e+00
152	1.09831680e+16	1.81600000e+09	1.90079027e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36483751e+00
153	1.14246720e+16	1.88900000e+09	5.95935127e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36692443e+00
154	1.16000640e+16	1.91800000e+09	1.37035673e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36893702e+00
155	1.18722240e+16	1.96300000e+09	6.15672814e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37039523e+00
156	1.20415680e+16	1.99100000e+09	1.07272670e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37203611e+00
157	1.23137280e+16	2.03600000e+09	4.82127216e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37326555e+00
158	1.24891200e+16	2.06500000e+09	6.58488486e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37438778e+00
159	1.26887040e+16	2.09800000e+09	3.85782805e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37515874e+00
160	1.28278080e+16	2.12100000e+09	4.18796228e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37575785e+00
161	1.29608640e+16	2.14300000e+09	2.97648391e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37617387e+00
162	1.30878720e+16	2.16400000e+09	3.51031494e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37665169e+00
163	1.31967360e+16	2.18200000e+09	1.97393395e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37688619e+00
164	1.32995520e+16	2.19900000e+09	1.90047801e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37710287e+00
165	1.33842240e+16	2.21300000e+09	1.32646208e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37722918e+00
166	1.34568000e+16	2.22500000e+09	1.16870018e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37732570e+00
167	1.35414720e+16	2.23900000e+09	7.60945550e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37739988e+00
168	1.35959040e+16	2.24800000e+09	4.46749710e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37742816e+00
169	1.36382400e+16	2.25500000e+09	7.06198719e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37746319e+00
170	1.36987200e+16	2.26500000e+09	3.57580265e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37748871e+00
171	1.37471040e+16	2.27300000e+09	3.16494118e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37750693e+00
172	1.38015360e+16	2.28200000e+09	1.80659483e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37751872e+00
173	1.38862080e+16	2.29600000e+09	1.00586875e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37752903e+00
174	1.39345920e+16	2.30400000e+09	9.25070180e-20	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37753451e+00
175	1.40313600e+16	2.32000000e+09	3.47743936e-20	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37753866e+00
176	1.41281280e+16	2.33600000e+09	2.79390393e-20	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37754205e+00
177	1.46240640e+16	2.41800000e+09	4.93868163e-21	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37754525e+00
