# 177-shell model evolved to new time with shell-mass conservation
# t0_days = 0.0002314814814814815
# t_days  = 5.0000000000000000e+01
# Shell masses: m_i = (Menc_out - Menc_in) * Msun
# Boundary evolution: r_out uses v_out; r_in uses previous shell v_out (continuous boundaries)
# rho(t) = m_i / [4/3 pi (r_out^3 - r_in^3)]
# Columns:	shell	rzo_cm	vel_cm_s	rho_g_cc	X_C_bucket	X_Si_bucket	X_Ni56	Menc_Msun
shell	rzo_cm	vel_cm_s	rho_g_cc	X_C_bucket	X_Si_bucket	X_Ni56	Menc_Msun
39	1.90900800e+15	4.41900000e+08	1.23517882e-14	1.74570231e-07	3.60424799e-01	6.39575026e-01	2.78722510e-01
40	1.95264000e+15	4.52000000e+08	1.36232146e-14	2.19059555e-07	3.29630271e-01	6.70369510e-01	2.92723658e-01
41	2.01441600e+15	4.66300000e+08	9.15716338e-15	2.82586456e-07	3.02765664e-01	6.97234053e-01	3.06786322e-01
42	2.04033600e+15	4.72300000e+08	1.27843658e-14	3.62998974e-07	2.81486948e-01	7.18512689e-01	3.15391578e-01
43	2.08440000e+15	4.82500000e+08	7.22408805e-15	4.41677462e-07	2.68614698e-01	7.31384860e-01	3.23946004e-01
44	2.10124800e+15	4.86400000e+08	1.82547544e-14	5.47456150e-07	2.55180862e-01	7.44818591e-01	3.32456741e-01
45	2.14574400e+15	4.96700000e+08	6.74241355e-15	6.90570442e-07	2.43419733e-01	7.56579577e-01	3.41004066e-01
46	2.16518400e+15	5.01200000e+08	1.50770037e-14	8.99562155e-07	2.32782512e-01	7.67216588e-01	3.49607481e-01
47	2.20449600e+15	5.10300000e+08	7.23822404e-15	1.22763430e-06	2.23258911e-01	7.76739861e-01	3.58189377e-01
48	2.22393600e+15	5.14800000e+08	1.42162650e-14	1.82745257e-06	2.13736948e-01	7.86261224e-01	3.66749887e-01
49	2.26368000e+15	5.24000000e+08	6.55312614e-15	3.11931036e-06	2.05329747e-01	7.94667134e-01	3.75034608e-01
50	2.29521600e+15	5.31300000e+08	1.47202627e-14	1.01477287e-05	1.94092475e-01	8.05897377e-01	3.90273857e-01
51	2.36088000e+15	5.46500000e+08	6.50439688e-15	3.15015606e-04	1.80590310e-01	8.19094674e-01	4.04899740e-01
52	2.39630400e+15	5.54700000e+08	1.20682170e-14	8.91882210e-04	1.68570751e-01	8.30537367e-01	4.20181161e-01
53	2.46283200e+15	5.70100000e+08	5.81533966e-15	1.44048558e-03	1.58298186e-01	8.40261328e-01	4.34610282e-01
54	2.49307200e+15	5.77100000e+08	7.64201949e-15	1.90965015e-03	1.50646104e-01	8.47444246e-01	4.43575403e-01
55	2.53627200e+15	5.87100000e+08	5.14501589e-15	2.23825018e-03	1.45668757e-01	8.52092992e-01	4.52455525e-01
56	2.55484800e+15	5.91400000e+08	1.09544979e-14	2.54567228e-03	1.40914375e-01	8.56539953e-01	4.60786357e-01
57	2.59718400e+15	6.01200000e+08	4.72192148e-15	2.84285382e-03	1.36708559e-01	8.60448587e-01	4.69167641e-01
58	2.61792000e+15	6.06000000e+08	1.01919551e-14	3.13441840e-03	1.32681149e-01	8.64184433e-01	4.78246386e-01
59	2.65723200e+15	6.15100000e+08	4.84227578e-15	3.42234769e-03	1.29022931e-01	8.67554721e-01	4.86613347e-01
60	2.68444800e+15	6.21400000e+08	7.12397418e-15	3.71267467e-03	1.25444289e-01	8.70843036e-01	4.95351531e-01
61	2.71987200e+15	6.29600000e+08	5.22321546e-15	3.99157591e-03	1.22165568e-01	8.73842856e-01	5.03887228e-01
62	2.76048000e+15	6.39000000e+08	6.66254900e-15	4.31194435e-03	1.18450006e-01	8.77238050e-01	5.16722112e-01
63	2.79936000e+15	6.48000000e+08	6.65896538e-15	4.71686591e-03	1.14161923e-01	8.81121211e-01	5.29363064e-01
64	2.85336000e+15	6.60500000e+08	4.76754267e-15	5.12309484e-03	1.10288709e-01	8.84588196e-01	5.42356727e-01
65	2.89612800e+15	6.70400000e+08	5.72013467e-15	5.53123116e-03	1.06765595e-01	8.87703174e-01	5.55130130e-01
66	2.94883200e+15	6.82600000e+08	4.48274634e-15	5.93819251e-03	1.03531036e-01	8.90530771e-01	5.67879176e-01
67	2.99894400e+15	6.94200000e+08	4.62699385e-15	6.32697178e-03	1.00646181e-01	8.93026847e-01	5.80835304e-01
68	3.04257600e+15	7.04300000e+08	5.06826503e-15	6.72642725e-03	9.80110702e-02	8.95262503e-01	5.93584404e-01
69	3.09960000e+15	7.17500000e+08	3.67113117e-15	7.11638942e-03	9.56098741e-02	8.97273736e-01	6.06059091e-01
70	3.14280000e+15	7.27500000e+08	6.07780533e-15	7.53021224e-03	9.33752687e-02	8.99094519e-01	6.22219626e-01
71	3.21451200e+15	7.44100000e+08	3.38859157e-15	7.99736180e-03	9.10227532e-02	9.00979885e-01	6.37732478e-01
72	3.26635200e+15	7.56100000e+08	4.47945513e-15	8.47135012e-03	8.89609257e-02	9.02567724e-01	6.53138139e-01
73	3.33417600e+15	7.71800000e+08	3.27874229e-15	8.93931770e-03	8.71465379e-02	9.03914144e-01	6.68441204e-01
74	3.38990400e+15	7.84700000e+08	3.94179419e-15	9.41487627e-03	8.55800364e-02	9.05005087e-01	6.84128864e-01
75	3.45729600e+15	8.00300000e+08	3.00595490e-15	9.87677245e-03	8.42028529e-02	9.05920375e-01	6.99130753e-01
76	3.51604800e+15	8.13900000e+08	3.47613735e-15	1.42447256e-02	8.14351148e-02	9.04320160e-01	7.14817292e-01
77	3.57782400e+15	8.28200000e+08	3.01760408e-15	1.47195777e-02	8.04273770e-02	9.04853045e-01	7.29634787e-01
78	3.62836800e+15	8.39900000e+08	2.12520439e-15	1.51291871e-02	7.96710714e-02	9.05199742e-01	7.38445361e-01
79	3.66638400e+15	8.48700000e+08	2.71256472e-15	1.52726567e-02	7.92605990e-02	9.05466744e-01	7.47112716e-01
80	3.69921600e+15	8.56300000e+08	3.07228495e-15	1.52310279e-02	7.89748900e-02	9.05794082e-01	7.55756285e-01
81	3.74068800e+15	8.65900000e+08	2.42530133e-15	1.47325896e-02	7.88168440e-02	9.06450566e-01	7.64550051e-01
82	3.76920000e+15	8.72500000e+08	3.42286853e-15	1.33663125e-02	7.89706736e-02	9.07663014e-01	7.73243698e-01
83	3.81369600e+15	8.82800000e+08	2.13355568e-15	1.04649882e-02	7.95927011e-02	9.09942311e-01	7.81865841e-01
84	3.84480000e+15	8.90000000e+08	2.79598446e-15	5.26593418e-03	8.09173336e-02	9.13816732e-01	7.89922509e-01
85	3.88454400e+15	8.99200000e+08	2.30551068e-15	1.16434723e-06	8.38106013e-02	9.16188234e-01	7.98569060e-01
86	3.92126400e+15	9.07700000e+08	2.65074290e-15	4.49327982e-08	1.09365715e-01	8.90634240e-01	8.07936573e-01
87	3.96100800e+15	9.16900000e+08	2.55703499e-15	1.71083882e-07	1.32602529e-01	8.67397300e-01	8.17909665e-01
88	4.00420800e+15	9.26900000e+08	2.17203808e-15	3.68405691e-07	1.59319314e-01	8.40680318e-01	8.27312648e-01
89	4.03704000e+15	9.34500000e+08	2.82354842e-15	6.39463327e-07	1.90021661e-01	8.09977700e-01	8.36780621e-01
90	4.08110400e+15	9.44700000e+08	2.05030180e-15	1.01324279e-06	2.27489594e-01	7.72509393e-01	8.46185096e-01
91	4.11912000e+15	9.53500000e+08	2.19843846e-15	1.50208205e-06	2.72280723e-01	7.27717775e-01	8.55061772e-01
92	4.15972800e+15	9.62900000e+08	2.23654947e-15	2.14315237e-06	3.24961810e-01	6.75036047e-01	8.64893922e-01
93	4.19904000e+15	9.72000000e+08	2.03994374e-15	2.73836837e-06	3.70381899e-01	6.29615362e-01	8.73743981e-01
94	4.24310400e+15	9.82200000e+08	3.19688728e-15	4.14753137e-06	4.67338306e-01	5.32657547e-01	8.89601520e-01
95	4.31395200e+15	9.98600000e+08	1.83768709e-15	6.04449224e-06	5.77574366e-01	4.22419590e-01	9.04659715e-01
96	4.37616000e+15	1.01300000e+09	2.15229398e-15	8.91027145e-06	7.05899860e-01	2.94091229e-01	9.20630310e-01
97	4.44096000e+15	1.02800000e+09	1.94641863e-15	1.21099433e-05	8.03610839e-01	1.96377051e-01	9.36118036e-01
98	4.50576000e+15	1.04300000e+09	1.85348043e-15	1.58181359e-05	8.72855349e-01	1.27128833e-01	9.51302987e-01
99	4.57920000e+15	1.06000000e+09	1.51954859e-15	2.03675873e-05	9.20190699e-01	7.97889329e-02	9.65851475e-01
100	4.62672000e+15	1.07100000e+09	1.26000008e-15	2.31349176e-05	9.37237151e-01	6.27397144e-02	9.73866416e-01
101	4.66992000e+15	1.08100000e+09	1.27223549e-15	2.55191270e-05	9.48225383e-01	5.17490982e-02	9.81369183e-01
102	4.70016000e+15	1.08800000e+09	1.77960777e-15	2.70370105e-05	9.53556781e-01	4.64161823e-02	9.88832112e-01
103	4.74336000e+15	1.09800000e+09	1.27054328e-15	2.84887349e-05	9.57989953e-01	4.19815578e-02	9.96563530e-01
104	4.77792000e+15	1.10600000e+09	1.65543542e-15	3.03311697e-05	9.62675701e-01	3.72939681e-02	1.00475560e+00
105	4.82544000e+15	1.11700000e+09	1.20756706e-15	3.20354969e-05	9.66133161e-01	3.38348031e-02	1.01311457e+00
106	4.86432000e+15	1.12600000e+09	1.45555072e-15	3.42161580e-05	9.69708183e-01	3.02576006e-02	1.02150718e+00
107	4.91184000e+15	1.13700000e+09	1.19277822e-15	3.66859952e-05	9.72895328e-01	2.70679858e-02	1.03006358e+00
108	4.95504000e+15	1.14700000e+09	1.25824886e-15	3.99162612e-05	9.76822663e-01	2.31374204e-02	1.03842207e+00
109	5.00688000e+15	1.15900000e+09	1.03595277e-15	4.50504240e-05	9.82491609e-01	1.74633406e-02	1.04684010e+00
110	5.05440000e+15	1.17000000e+09	1.11175648e-15	9.19565081e-05	9.91230568e-01	8.67747559e-03	1.05528726e+00
111	5.10192000e+15	1.18100000e+09	1.09790749e-15	9.01335549e-04	9.97115029e-01	1.98363564e-03	1.06378754e+00
112	5.15808000e+15	1.19400000e+09	9.61463051e-16	3.49557286e-03	9.96369023e-01	1.35404576e-04	1.07276542e+00
113	5.20992000e+15	1.20600000e+09	1.01529386e-15	2.30938754e-02	9.76894784e-01	1.13403283e-05	1.08170188e+00
114	5.26608000e+15	1.21900000e+09	9.54367314e-16	3.50618988e-02	9.64938101e-01	0.00000000e+00	1.09099267e+00
115	5.32656000e+15	1.23300000e+09	8.20996933e-16	4.72095636e-02	9.52790436e-01	0.00000000e+00	1.09979265e+00
116	5.38272000e+15	1.24600000e+09	8.90879505e-16	6.72747010e-02	9.32725299e-01	0.00000000e+00	1.10885594e+00
117	5.44320000e+15	1.26000000e+09	7.96698617e-16	9.01214652e-02	9.09878535e-01	0.00000000e+00	1.11777573e+00
118	5.50368000e+15	1.27400000e+09	8.14685186e-16	1.33146151e-01	8.66853849e-01	0.00000000e+00	1.12710187e+00
119	5.55984000e+15	1.28700000e+09	8.10806405e-16	1.81866699e-01	8.18133301e-01	0.00000000e+00	1.13590526e+00
120	5.61168000e+15	1.29900000e+09	6.57681261e-16	2.45102137e-01	7.54897863e-01	0.00000000e+00	1.14262609e+00
121	5.65056000e+15	1.30800000e+09	8.50554328e-16	3.34394655e-01	6.65605345e-01	0.00000000e+00	1.14925123e+00
122	5.68944000e+15	1.31700000e+09	8.28413551e-16	5.09077873e-01	4.90922127e-01	0.00000000e+00	1.15579331e+00
123	5.72832000e+15	1.32600000e+09	8.11311878e-16	6.51221493e-01	3.48778507e-01	0.00000000e+00	1.16228852e+00
124	5.76720000e+15	1.33500000e+09	8.15373872e-16	6.78300692e-01	3.21699308e-01	0.00000000e+00	1.16890545e+00
125	5.79744000e+15	1.34200000e+09	1.03053153e-15	6.95324327e-01	3.04675673e-01	0.00000000e+00	1.17548845e+00
126	5.83200000e+15	1.35000000e+09	8.92839400e-16	7.07219004e-01	2.92780996e-01	0.00000000e+00	1.18207990e+00
127	5.87088000e+15	1.35900000e+09	7.75519889e-16	7.14244535e-01	2.85755465e-01	0.00000000e+00	1.18860251e+00
128	5.90112000e+15	1.36600000e+09	9.96882093e-16	7.19361349e-01	2.80638651e-01	0.00000000e+00	1.19520096e+00
129	5.93568000e+15	1.37400000e+09	7.90624897e-16	7.24203300e-01	2.75796700e-01	0.00000000e+00	1.20124781e+00
130	5.97024000e+15	1.38200000e+09	8.12924886e-16	7.29880640e-01	2.70119360e-01	0.00000000e+00	1.20753804e+00
131	6.00480000e+15	1.39000000e+09	9.55936940e-16	7.33543381e-01	2.66456619e-01	0.00000000e+00	1.21502100e+00
132	6.04368000e+15	1.39900000e+09	7.12652174e-16	7.34586272e-01	2.65413728e-01	0.00000000e+00	1.22137409e+00
133	6.07824000e+15	1.40700000e+09	8.16092112e-16	7.37604592e-01	2.62395408e-01	0.00000000e+00	1.22792002e+00
134	6.11712000e+15	1.41600000e+09	7.05097344e-16	7.41032334e-01	2.58967666e-01	0.00000000e+00	1.23435995e+00
135	6.15600000e+15	1.42500000e+09	6.94679874e-16	7.45906850e-01	2.54093150e-01	0.00000000e+00	1.24078591e+00
136	6.19920000e+15	1.43500000e+09	7.41800406e-16	7.53657535e-01	2.46342465e-01	0.00000000e+00	1.24851249e+00
137	6.25104000e+15	1.44700000e+09	6.01121777e-16	7.62406540e-01	2.37593460e-01	0.00000000e+00	1.25614206e+00
138	6.30288000e+15	1.45900000e+09	6.04942704e-16	7.78271335e-01	2.21728665e-01	0.00000000e+00	1.26394855e+00
139	6.35040000e+15	1.47000000e+09	6.63850531e-16	8.06920148e-01	1.93079852e-01	0.00000000e+00	1.27192611e+00
140	6.38496000e+15	1.47800000e+09	8.79763217e-16	8.68388907e-01	1.31611093e-01	0.00000000e+00	1.27971504e+00
141	6.41952000e+15	1.48600000e+09	8.45918367e-16	9.99982722e-01	1.72782903e-05	0.00000000e+00	1.28728585e+00
142	6.46272000e+15	1.49600000e+09	6.89793936e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.29509678e+00
143	6.50592000e+15	1.50600000e+09	7.09259029e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.30323621e+00
144	6.55776000e+15	1.51800000e+09	5.57392409e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.31102508e+00
145	6.59664000e+15	1.52700000e+09	8.07836797e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.31960945e+00
146	6.65712000e+15	1.54100000e+09	4.89596849e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.32782519e+00
147	6.72624000e+15	1.55700000e+09	4.25107264e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.33613807e+00
148	6.81696000e+15	1.57800000e+09	3.03921088e-16	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.34412589e+00
149	7.09344000e+15	1.64200000e+09	9.70623104e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.35232876e+00
150	7.34400000e+15	1.70000000e+09	5.04141147e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.35648789e+00
151	7.62480000e+15	1.76500000e+09	4.03022312e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36049348e+00
152	7.84512000e+15	1.81600000e+09	5.21576850e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36483751e+00
153	8.16048000e+15	1.88900000e+09	1.63524599e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36692443e+00
154	8.28576000e+15	1.91800000e+09	3.76025886e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.36893702e+00
155	8.48016000e+15	1.96300000e+09	1.68940620e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37039523e+00
156	8.60112000e+15	1.99100000e+09	2.94356205e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37203611e+00
157	8.79552000e+15	2.03600000e+09	1.32295708e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37326555e+00
158	8.92080000e+15	2.06500000e+09	1.80689241e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37438778e+00
159	9.06336000e+15	2.09800000e+09	1.05858802e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37515874e+00
160	9.16272000e+15	2.12100000e+09	1.14917685e-17	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37575785e+00
161	9.25776000e+15	2.14300000e+09	8.16747184e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37617387e+00
162	9.34848000e+15	2.16400000e+09	9.63230419e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37665169e+00
163	9.42624000e+15	2.18200000e+09	5.41647476e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37688619e+00
164	9.49968000e+15	2.19900000e+09	5.21491165e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37710287e+00
165	9.56016000e+15	2.21300000e+09	3.63981196e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37722918e+00
166	9.61200000e+15	2.22500000e+09	3.20691329e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37732570e+00
167	9.67248000e+15	2.23900000e+09	2.08803459e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37739988e+00
168	9.71136000e+15	2.24800000e+09	1.22588120e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37742816e+00
169	9.74160000e+15	2.25500000e+09	1.93780929e-18	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37746319e+00
170	9.78480000e+15	2.26500000e+09	9.81200248e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37748871e+00
171	9.81936000e+15	2.27300000e+09	8.68459859e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37750693e+00
172	9.85824000e+15	2.28200000e+09	4.95729621e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37751872e+00
173	9.91872000e+15	2.29600000e+09	2.76010385e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37752903e+00
174	9.95328000e+15	2.30400000e+09	2.53839257e-19	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37753451e+00
175	1.00224000e+16	2.32000000e+09	9.54209360e-20	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37753866e+00
176	1.00915200e+16	2.33600000e+09	7.66647237e-20	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37754205e+00
177	1.04457600e+16	2.41800000e+09	1.35517424e-20	1.00000000e+00	0.00000000e+00	0.00000000e+00	1.37754525e+00
