izn          menc_Msun       radius_cm         tau3keV         tau6keV         tau1keV         tau2keV         tau5keV        tau10keV        tau20keV        tau50keV       tau100keV       tau200keV       tau500keV       tau847keV      tau1000keV      tau1238keV      tau2000keV
32        2.161876e-01    2.353882e+15    3.630165e-01    6.456962e-01    9.272101e-02    2.381655e-01    5.600717e-01    9.050678e-01    1.221384e+00    1.397797e+00    1.324184e+00    1.128687e+00    8.145315e-01    6.457052e-01    5.968412e-01    5.362939e-01    4.140430e-01
33        2.247936e-01    2.409523e+15    3.528532e-01    6.282661e-01    9.006077e-02    2.313748e-01    5.448456e-01    8.808178e-01    1.188900e+00    1.361003e+00    1.289490e+00    1.099207e+00    7.932917e-01    6.288734e-01    5.812840e-01    5.223160e-01    4.032524e-01
34        2.333907e-01    2.442182e+15    3.430334e-01    6.113455e-01    8.749223e-02    2.248225e-01    5.300829e-01    8.572267e-01    1.157236e+00    1.325061e+00    1.255568e+00    1.070366e+00    7.725070e-01    6.124013e-01    5.660591e-01    5.086364e-01    3.926920e-01
35        2.420309e-01    2.500848e+15    3.336950e-01    5.951790e-01    8.505135e-02    2.186000e-01    5.159956e-01    8.346397e-01    1.126860e+00    1.290510e+00    1.222929e+00    1.042601e+00    7.524917e-01    5.965381e-01    5.513969e-01    4.954622e-01    3.825217e-01
36        2.507676e-01    2.537136e+15    3.247599e-01    5.796416e-01    8.271744e-02    2.126540e-01    5.024724e-01    8.128888e-01    1.097555e+00    1.257112e+00    1.191351e+00    1.015726e+00    7.331129e-01    5.811786e-01    5.372000e-01    4.827060e-01    3.726738e-01
37        2.646089e-01    2.601245e+15    3.161619e-01    5.646249e-01    8.047307e-02    2.069396e-01    4.894173e-01    7.918262e-01    1.069127e+00    1.224651e+00    1.160635e+00    9.895716e-01    7.142488e-01    5.662262e-01    5.233794e-01    4.702878e-01    3.630868e-01
38        2.787225e-01    2.672611e+15    3.032319e-01    5.419333e-01    7.710039e-02    1.983584e-01    4.697146e-01    7.599312e-01    1.025994e+00    1.175299e+00    1.113894e+00    9.497501e-01    6.855200e-01    5.434535e-01    5.023302e-01    4.513743e-01    3.484850e-01
39        2.927237e-01    2.733696e+15    2.909077e-01    5.201759e-01    7.388865e-02    1.901938e-01    4.508524e-01    7.292704e-01    9.844315e-01    1.127625e+00    1.068694e+00    9.112169e-01    6.577116e-01    5.214090e-01    4.819539e-01    4.330651e-01    3.343495e-01
40        3.067863e-01    2.820182e+15    2.794416e-01    4.998184e-01    7.090315e-02    1.826105e-01    4.332296e-01    7.005119e-01    9.453608e-01    1.082705e+00    1.026060e+00    8.748507e-01    6.314591e-01    5.005966e-01    4.627163e-01    4.157788e-01    3.210036e-01
41        3.153916e-01    2.856470e+15    2.686692e-01    4.805956e-01    6.810048e-02    1.754970e-01    4.166108e-01    6.732975e-01    9.083151e-01    1.040025e+00    9.855183e-01    8.402501e-01    6.064747e-01    4.807884e-01    4.444067e-01    3.993263e-01    3.083012e-01
42        3.239460e-01    2.918160e+15    2.624238e-01    4.694055e-01    6.647665e-02    1.713780e-01    4.069467e-01    6.574278e-01    8.866783e-01    1.015057e+00    9.617842e-01    8.199859e-01    5.918392e-01    4.691847e-01    4.336807e-01    3.896882e-01    3.008599e-01
43        3.324567e-01    2.941747e+15    2.564621e-01    4.586968e-01    6.492717e-02    1.674491e-01    3.977043e-01    6.422247e-01    8.659306e-01    9.910912e-01    9.389931e-01    8.005219e-01    5.777800e-01    4.580375e-01    4.233768e-01    3.804292e-01    2.937112e-01
44        3.410041e-01    3.004042e+15    2.507400e-01    4.483914e-01    6.344060e-02    1.636812e-01    3.888160e-01    6.275779e-01    8.459220e-01    9.679552e-01    9.169813e-01    7.817187e-01    5.641962e-01    4.472670e-01    4.134210e-01    3.714830e-01    2.868040e-01
45        3.496075e-01    3.031258e+15    2.451907e-01    4.383740e-01    6.199946e-02    1.600297e-01    3.801812e-01    6.133264e-01    8.264362e-01    9.454032e-01    8.955169e-01    7.633788e-01    5.509456e-01    4.367604e-01    4.037091e-01    3.627560e-01    2.800659e-01
46        3.581894e-01    3.086294e+15    2.397981e-01    4.286184e-01    6.059945e-02    1.564836e-01    3.717768e-01    5.994351e-01    8.074277e-01    9.233855e-01    8.745535e-01    7.454633e-01    5.380003e-01    4.264957e-01    3.942208e-01    3.542298e-01    2.734829e-01
47        3.667499e-01    3.113510e+15    2.345876e-01    4.191743e-01    5.924716e-02    1.530593e-01    3.636446e-01    5.859765e-01    7.889980e-01    9.020225e-01    8.542071e-01    7.280719e-01    5.254325e-01    4.165302e-01    3.850090e-01    3.459520e-01    2.670916e-01
48        3.750346e-01    3.169152e+15    2.295512e-01    4.100281e-01    5.794045e-02    1.497514e-01    3.557728e-01    5.729318e-01    7.711223e-01    8.812863e-01    8.344514e-01    7.111822e-01    5.132262e-01    4.068511e-01    3.760619e-01    3.379120e-01    2.608840e-01
49        3.902739e-01    3.213302e+15    2.248250e-01    4.014304e-01    5.671456e-02    1.466489e-01    3.483764e-01    5.606607e-01    7.542959e-01    8.617545e-01    8.158380e-01    6.952666e-01    5.017228e-01    3.977292e-01    3.676299e-01    3.303350e-01    2.550337e-01
50        4.048997e-01    3.305232e+15    2.164490e-01    3.861579e-01    5.454279e-02    1.411546e-01    3.352454e-01    5.388420e-01    7.243519e-01    8.269655e-01    7.826725e-01    6.669017e-01    4.812193e-01    3.814701e-01    3.526004e-01    3.168292e-01    2.446058e-01
51        4.201812e-01    3.354826e+15    2.087936e-01    3.721605e-01    5.255901e-02    1.361375e-01    3.232189e-01    5.188233e-01    6.968515e-01    7.949835e-01    7.521699e-01    6.408077e-01    4.623549e-01    3.665105e-01    3.387720e-01    3.044028e-01    2.350111e-01
52        4.346103e-01    3.447965e+15    2.011742e-01    3.581948e-01    5.058587e-02    1.311484e-01    3.112267e-01    4.988322e-01    6.693673e-01    7.629932e-01    7.216485e-01    6.146920e-01    4.434727e-01    3.515364e-01    3.249302e-01    2.919642e-01    2.254070e-01
53        4.435754e-01    3.490301e+15    1.943118e-01    3.455904e-01    4.880983e-02    1.266585e-01    3.004088e-01    4.807760e-01    6.445265e-01    7.340593e-01    6.940346e-01    5.910598e-01    4.263846e-01    3.379848e-01    3.124033e-01    2.807072e-01    2.167152e-01
54        4.524555e-01    3.550781e+15    1.902272e-01    3.380763e-01    4.775321e-02    1.239876e-01    2.939621e-01    4.700060e-01    6.297025e-01    7.167835e-01    6.775434e-01    5.769446e-01    4.161774e-01    3.298899e-01    3.049206e-01    2.739829e-01    2.115232e-01
55        4.607864e-01    3.576787e+15    1.863077e-01    3.308584e-01    4.673960e-02    1.214255e-01    2.877710e-01    4.596571e-01    6.154535e-01    7.001724e-01    6.616843e-01    5.633693e-01    4.063602e-01    3.221043e-01    2.977236e-01    2.675155e-01    2.065295e-01
56        4.691676e-01    3.636058e+15    1.827271e-01    3.242583e-01    4.581392e-02    1.190859e-01    2.821110e-01    4.501906e-01    6.024157e-01    6.849682e-01    6.471666e-01    5.509411e-01    3.973722e-01    3.149762e-01    2.911345e-01    2.615943e-01    2.019576e-01
57        4.782464e-01    3.665088e+15    1.792163e-01    3.177813e-01    4.490655e-02    1.167927e-01    2.765577e-01    4.408980e-01    5.896139e-01    6.700352e-01    6.329060e-01    5.387322e-01    3.885424e-01    3.079736e-01    2.846613e-01    2.557772e-01    1.974661e-01
58        4.866133e-01    3.720125e+15    1.755115e-01    3.109407e-01    4.394931e-02    1.143735e-01    2.706939e-01    4.310811e-01    5.760866e-01    6.542515e-01    6.178314e-01    5.258255e-01    3.792076e-01    3.005704e-01    2.778178e-01    2.496274e-01    1.927176e-01
59        4.953515e-01    3.758227e+15    1.721801e-01    3.047848e-01    4.308874e-02    1.121987e-01    2.654178e-01    4.222445e-01    5.639074e-01    6.400375e-01    6.042545e-01    5.142005e-01    3.707996e-01    2.939021e-01    2.716537e-01    2.440881e-01    1.884405e-01
60        5.038872e-01    3.807821e+15    1.687923e-01    2.985203e-01    4.221386e-02    1.099878e-01    2.600496e-01    4.132499e-01    5.515078e-01    6.255629e-01    5.904273e-01    5.023604e-01    3.622357e-01    2.871102e-01    2.653753e-01    2.384461e-01    1.840841e-01
61        5.167221e-01    3.864672e+15    1.655641e-01    2.925467e-01    4.138038e-02    1.078816e-01    2.549315e-01    4.046713e-01    5.396793e-01    6.117521e-01    5.772330e-01    4.910616e-01    3.540631e-01    2.806285e-01    2.593837e-01    2.330618e-01    1.799267e-01
62        5.293631e-01    3.919104e+15    1.608515e-01    2.838198e-01    4.016400e-02    1.048079e-01    2.474556e-01    3.921354e-01    5.223907e-01    5.915612e-01    5.579416e-01    4.745405e-01    3.421128e-01    2.711508e-01    2.506225e-01    2.251887e-01    1.738475e-01
63        5.423567e-01    3.994704e+15    1.563503e-01    2.754771e-01    3.900259e-02    1.018732e-01    2.403102e-01    3.801483e-01    5.058547e-01    5.722442e-01    5.394829e-01    4.587316e-01    3.306772e-01    2.620812e-01    2.422386e-01    2.176545e-01    1.680301e-01
64        5.551301e-01    4.054579e+15    1.518819e-01    2.671886e-01    3.785000e-02    9.896069e-02    2.332124e-01    3.682361e-01    4.894187e-01    5.530392e-01    5.211295e-01    4.430118e-01    3.193057e-01    2.530624e-01    2.339016e-01    2.101625e-01    1.622452e-01
65        5.678792e-01    4.128365e+15    1.476420e-01    2.593184e-01    3.675671e-02    9.619806e-02    2.264740e-01    3.569229e-01    4.738062e-01    5.347929e-01    5.036906e-01    4.280745e-01    3.085000e-01    2.444922e-01    2.259794e-01    2.030432e-01    1.567481e-01
66        5.808353e-01    4.198522e+15    1.435528e-01    2.517230e-01    3.570259e-02    9.353438e-02    2.199717e-01    3.460027e-01    4.587337e-01    5.171743e-01    4.868503e-01    4.136492e-01    2.980644e-01    2.362155e-01    2.183284e-01    1.961677e-01    1.514392e-01
67        5.935844e-01    4.259606e+15    1.395443e-01    2.442732e-01    3.466957e-02    9.092391e-02    2.135947e-01    3.352900e-01    4.439457e-01    4.998854e-01    4.703240e-01    3.994922e-01    2.878227e-01    2.280926e-01    2.108196e-01    1.894199e-01    1.462289e-01
68        6.060591e-01    4.339440e+15    1.357252e-01    2.371716e-01    3.368562e-02    8.843739e-02    2.075165e-01    3.250769e-01    4.298455e-01    4.833984e-01    4.545634e-01    3.859906e-01    2.780549e-01    2.203455e-01    2.036582e-01    1.829844e-01    1.412597e-01
69        6.222196e-01    4.399920e+15    1.321130e-01    2.304517e-01    3.275525e-02    8.608617e-02    2.017656e-01    3.154118e-01    4.165005e-01    4.677924e-01    4.396441e-01    3.732094e-01    2.688081e-01    2.130117e-01    1.968787e-01    1.768920e-01    1.365555e-01
70        6.377325e-01    4.500317e+15    1.275862e-01    2.220267e-01    3.158961e-02    8.314022e-02    1.945559e-01    3.032929e-01    3.997662e-01    4.482209e-01    4.209330e-01    3.571792e-01    2.572105e-01    2.038133e-01    1.883757e-01    1.692508e-01    1.306554e-01
71        6.531381e-01    4.572893e+15    1.234000e-01    2.142320e-01    3.051199e-02    8.041655e-02    1.878862e-01    2.920799e-01    3.842815e-01    4.301090e-01    4.036164e-01    3.423433e-01    2.464769e-01    1.953001e-01    1.805061e-01    1.621788e-01    1.251947e-01
72        6.684412e-01    4.667846e+15    1.194022e-01    2.067853e-01    2.948318e-02    7.781604e-02    1.815147e-01    2.813669e-01    3.694864e-01    4.128023e-01    3.870691e-01    3.281661e-01    2.362197e-01    1.871648e-01    1.729858e-01    1.554207e-01    1.199765e-01
73        6.841289e-01    4.745866e+15    1.155758e-01    1.996555e-01    2.849874e-02    7.532748e-02    1.754147e-01    2.711093e-01    3.553198e-01    3.962297e-01    3.712233e-01    3.145897e-01    2.263971e-01    1.793741e-01    1.657841e-01    1.489488e-01    1.149792e-01
74        6.991308e-01    4.840214e+15    1.117974e-01    1.926133e-01    2.752694e-02    7.287061e-02    1.693899e-01    2.609777e-01    3.413270e-01    3.798597e-01    3.555708e-01    3.011787e-01    2.166941e-01    1.716783e-01    1.586700e-01    1.425558e-01    1.100428e-01
75        7.148173e-01    4.922467e+15    1.083140e-01    1.861194e-01    2.663124e-02    7.060593e-02    1.638343e-01    2.516349e-01    3.284236e-01    3.647637e-01    3.411364e-01    2.888112e-01    2.077460e-01    1.645812e-01    1.521095e-01    1.366601e-01    1.054905e-01
76        7.296348e-01    5.008954e+15    1.047926e-01    1.795555e-01    2.572764e-02    6.831837e-02    1.582172e-01    2.422002e-01    3.154032e-01    3.495391e-01    3.265820e-01    2.763421e-01    1.987247e-01    1.574262e-01    1.454953e-01    1.307163e-01    1.009010e-01
77        7.384454e-01    5.079715e+15    1.015787e-01    1.735638e-01    2.490314e-02    6.623081e-02    1.530897e-01    2.335882e-01    3.035186e-01    3.356426e-01    3.132973e-01    2.649606e-01    1.904903e-01    1.508952e-01    1.394581e-01    1.252910e-01    9.671178e-02
78        7.471127e-01    5.132938e+15    9.972674e-02    1.701109e-01    2.442815e-02    6.502807e-02    1.501349e-01    2.286255e-01    2.966703e-01    3.276352e-01    3.056424e-01    2.584024e-01    1.857455e-01    1.471319e-01    1.359793e-01    1.221647e-01    9.429788e-02
79        7.557563e-01    5.178902e+15    9.794902e-02    1.667962e-01    2.397224e-02    6.387357e-02    1.472983e-01    2.238614e-01    2.900960e-01    3.199480e-01    2.982936e-01    2.521065e-01    1.811904e-01    1.435191e-01    1.326396e-01    1.191635e-01    9.198051e-02
80        7.645501e-01    5.236963e+15    9.621046e-02    1.635542e-01    2.352636e-02    6.274451e-02    1.445241e-01    2.192017e-01    2.836656e-01    3.124288e-01    2.911053e-01    2.459480e-01    1.767348e-01    1.399852e-01    1.293729e-01    1.162279e-01    8.971373e-02
81        7.732437e-01    5.276880e+15    9.447781e-02    1.603229e-01    2.308190e-02    6.161924e-02    1.417591e-01    2.145566e-01    2.772546e-01    3.049315e-01    2.839378e-01    2.398071e-01    1.722918e-01    1.364614e-01    1.261154e-01    1.133006e-01    8.745340e-02
82        7.818658e-01    5.339174e+15    9.279873e-02    1.571909e-01    2.265091e-02    6.052855e-02    1.390795e-01    2.100527e-01    2.710365e-01    2.976583e-01    2.769837e-01    2.338489e-01    1.679810e-01    1.330422e-01    1.229548e-01    1.104602e-01    8.526025e-02
83        7.899225e-01    5.382720e+15    9.116939e-02    1.541505e-01    2.223214e-02    5.946970e-02    1.364790e-01    2.056775e-01    2.649925e-01    2.905853e-01    2.702199e-01    2.280533e-01    1.637876e-01    1.297163e-01    1.198802e-01    1.076973e-01    8.312683e-02
84        7.985691e-01    5.438362e+15    8.968323e-02    1.513758e-01    2.184926e-02    5.850312e-02    1.341067e-01    2.016792e-01    2.594632e-01    2.841096e-01    2.640253e-01    2.227445e-01    1.599462e-01    1.266695e-01    1.170638e-01    1.051663e-01    8.117249e-02
85        8.079366e-01    5.489770e+15    8.812291e-02    1.484618e-01    2.144625e-02    5.748736e-02    1.316163e-01    1.974755e-01    2.536441e-01    2.772898e-01    2.574998e-01    2.171515e-01    1.558989e-01    1.234593e-01    1.140963e-01    1.024995e-01    7.911334e-02
86        8.179097e-01    5.545411e+15    8.644256e-02    1.453416e-01    2.101184e-02    5.639144e-02    1.289459e-01    1.929847e-01    2.474402e-01    2.700338e-01    2.505628e-01    2.112088e-01    1.515997e-01    1.200495e-01    1.109442e-01    9.966695e-02    7.692619e-02
87        8.273126e-01    5.605891e+15    8.466640e-02    1.420604e-01    2.055228e-02    5.523113e-02    1.261341e-01    1.882718e-01    2.409414e-01    2.624469e-01    2.433151e-01    2.050028e-01    1.471110e-01    1.164896e-01    1.076534e-01    9.670971e-02    7.464280e-02
88        8.367806e-01    5.651856e+15    8.300340e-02    1.390059e-01    2.012159e-02    5.414276e-02    1.235127e-01    1.838949e-01    2.349184e-01    2.554302e-01    2.366181e-01    1.992713e-01    1.429666e-01    1.132029e-01    1.046153e-01    9.397952e-02    7.253475e-02
89        8.461851e-01    5.713546e+15    8.133424e-02    1.359598e-01    1.968886e-02    5.304814e-02    1.208943e-01    1.795416e-01    2.289421e-01    2.484847e-01    2.299958e-01    1.936072e-01    1.388721e-01    1.099560e-01    1.016139e-01    9.128243e-02    7.045230e-02
90        8.550618e-01    5.766768e+15    7.967639e-02    1.329575e-01    1.925853e-02    5.195833e-02    1.183085e-01    1.752646e-01    2.230872e-01    2.417002e-01    2.235351e-01    1.880851e-01    1.348818e-01    1.067919e-01    9.868916e-02    8.865426e-02    6.842310e-02
91        8.648939e-01    5.823619e+15    7.810831e-02    1.301428e-01    1.885094e-02    5.092470e-02    1.158789e-01    1.712699e-01    2.176371e-01    2.354065e-01    2.175506e-01    1.829747e-01    1.311905e-01    1.038653e-01    9.598388e-02    8.622333e-02    6.654623e-02
92        8.737440e-01    5.878656e+15    7.636025e-02    1.270365e-01    1.839585e-02    4.976891e-02    1.131905e-01    1.668801e-01    2.116712e-01    2.285449e-01    2.110374e-01    1.774184e-01    1.271793e-01    1.006852e-01    9.304446e-02    8.358207e-02    6.450703e-02
93        8.896015e-01    5.940346e+15    7.478324e-02    1.242575e-01    1.798476e-02    4.872359e-02    1.107801e-01    1.629668e-01    2.063704e-01    2.224693e-01    2.052788e-01    1.725102e-01    1.236375e-01    9.787761e-02    9.044931e-02    8.125020e-02    6.270674e-02
94        9.046597e-01    6.039533e+15    7.188742e-02    1.192399e-01    1.722794e-02    4.679449e-02    1.064088e-01    1.559538e-01    1.969356e-01    2.117334e-01    1.951353e-01    1.638807e-01    1.174163e-01    9.294691e-02    8.589189e-02    7.715531e-02    5.954550e-02
95        9.206303e-01    6.126624e+15    6.907893e-02    1.144595e-01    1.649200e-02    4.491389e-02    1.022245e-01    1.493257e-01    1.880857e-01    2.017440e-01    1.857305e-01    1.558966e-01    1.116666e-01    8.839091e-02    8.168095e-02    7.337190e-02    5.662490e-02
96        9.361180e-01    6.217344e+15    6.603269e-02    1.093725e-01    1.569152e-02    4.286306e-02    9.774882e-02    1.423346e-01    1.788292e-01    1.913912e-01    1.760234e-01    1.476761e-01    1.057541e-01    8.370706e-02    7.735202e-02    6.948270e-02    5.362283e-02
97        9.513030e-01    6.308064e+15    6.304965e-02    1.044576e-01    1.490614e-02    4.084728e-02    9.340883e-02    1.356232e-01    1.699978e-01    1.815812e-01    1.668537e-01    1.399251e-01    1.001845e-01    7.929575e-02    7.327511e-02    6.582007e-02    5.079581e-02
98        9.658515e-01    6.410880e+15    6.013253e-02    9.969470e-02    1.413713e-02    3.887118e-02    8.919251e-02    1.291475e-01    1.615129e-01    1.722010e-01    1.581046e-01    1.325394e-01    9.488101e-02    7.509576e-02    6.939359e-02    6.233306e-02    4.810444e-02
