izn          menc_Msun       radius_cm         tau3keV         tau6keV         tau1keV         tau2keV         tau5keV        tau10keV        tau20keV        tau50keV       tau100keV       tau200keV       tau500keV       tau847keV      tau1000keV      tau1238keV      tau2000keV
38        2.787225e-01    2.290810e+15    4.127324e-01    7.376314e-01    1.049422e-01    2.699879e-01    6.393338e-01    1.034351e+00    1.396491e+00    1.599712e+00    1.516133e+00    1.292715e+00    9.330688e-01    7.397006e-01    6.837272e-01    6.143705e-01    4.743268e-01
39        2.927237e-01    2.343168e+15    3.959577e-01    7.080172e-01    1.005707e-01    2.588748e-01    6.136601e-01    9.926180e-01    1.339921e+00    1.534823e+00    1.454611e+00    1.240268e+00    8.952185e-01    7.096955e-01    6.559927e-01    5.894497e-01    4.550869e-01
40        3.067863e-01    2.417299e+15    3.803511e-01    6.803084e-01    9.650706e-02    2.485532e-01    5.896736e-01    9.534745e-01    1.286741e+00    1.473681e+00    1.396582e+00    1.190769e+00    8.594860e-01    6.813676e-01    6.298082e-01    5.659212e-01    4.369216e-01
41        3.153916e-01    2.448403e+15    3.656886e-01    6.541440e-01    9.269232e-02    2.388709e-01    5.670536e-01    9.164327e-01    1.236318e+00    1.415589e+00    1.341400e+00    1.143674e+00    8.254794e-01    6.544065e-01    6.048869e-01    5.435275e-01    4.196322e-01
42        3.239460e-01    2.501280e+15    3.571880e-01    6.389130e-01    9.048211e-02    2.332645e-01    5.538997e-01    8.948323e-01    1.206868e+00    1.381605e+00    1.309095e+00    1.116092e+00    8.055589e-01    6.386124e-01    5.902877e-01    5.304089e-01    4.095037e-01
43        3.324567e-01    2.521498e+15    3.490734e-01    6.243373e-01    8.837310e-02    2.279168e-01    5.413197e-01    8.741392e-01    1.178628e+00    1.348985e+00    1.278074e+00    1.089599e+00    7.864227e-01    6.234399e-01    5.762629e-01    5.178064e-01    3.997736e-01
44        3.410041e-01    2.574893e+15    3.412850e-01    6.103105e-01    8.634970e-02    2.227883e-01    5.292218e-01    8.542033e-01    1.151394e+00    1.317495e+00    1.248113e+00    1.064006e+00    7.679337e-01    6.087800e-01    5.627119e-01    5.056296e-01    3.903721e-01
45        3.496075e-01    2.598221e+15    3.337319e-01    5.966757e-01    8.438815e-02    2.178182e-01    5.174689e-01    8.348054e-01    1.124872e+00    1.286799e+00    1.218898e+00    1.039043e+00    7.498981e-01    5.944794e-01    5.494930e-01    4.937512e-01    3.812008e-01
46        3.581894e-01    2.645395e+15    3.263918e-01    5.833973e-01    8.248259e-02    2.129915e-01    5.060295e-01    8.158977e-01    1.098999e+00    1.256830e+00    1.190365e+00    1.014658e+00    7.322782e-01    5.805081e-01    5.365784e-01    4.821461e-01    3.722406e-01
47        3.667499e-01    2.668723e+15    3.192998e-01    5.705429e-01    8.064197e-02    2.083307e-01    4.949607e-01    7.975791e-01    1.073914e+00    1.227753e+00    1.162671e+00    9.909867e-01    7.151720e-01    5.669438e-01    5.240400e-01    4.708791e-01    3.635414e-01
48        3.750346e-01    2.716416e+15    3.124447e-01    5.580938e-01    7.886339e-02    2.038283e-01    4.842463e-01    7.798239e-01    1.049583e+00    1.199529e+00    1.135781e+00    9.679980e-01    6.985579e-01    5.537695e-01    5.118621e-01    4.599358e-01    3.550921e-01
49        3.902739e-01    2.754259e+15    3.060118e-01    5.463914e-01    7.719481e-02    1.996055e-01    4.741790e-01    7.631216e-01    1.026681e+00    1.172944e+00    1.110446e+00    9.463350e-01    6.829005e-01    5.413537e-01    5.003852e-01    4.496226e-01    3.471292e-01
50        4.048997e-01    2.833056e+15    2.946111e-01    5.256038e-01    7.423880e-02    1.921271e-01    4.563062e-01    7.334239e-01    9.859234e-01    1.125592e+00    1.065304e+00    9.077273e-01    6.549929e-01    5.192232e-01    4.799284e-01    4.312398e-01    3.329356e-01
51        4.201812e-01    2.875565e+15    2.841912e-01    5.065518e-01    7.153865e-02    1.852983e-01    4.399368e-01    7.061761e-01    9.484924e-01    1.082061e+00    1.023787e+00    8.722105e-01    6.293164e-01    4.988615e-01    4.611064e-01    4.143260e-01    3.198762e-01
52        4.346103e-01    2.955398e+15    2.738204e-01    4.875430e-01    6.885299e-02    1.785076e-01    4.236142e-01    6.789660e-01    9.110832e-01    1.038519e+00    9.822438e-01    8.366641e-01    6.036156e-01    4.784801e-01    4.422661e-01    3.973957e-01    3.068040e-01
53        4.435754e-01    2.991686e+15    2.644800e-01    4.703869e-01    6.643560e-02    1.723963e-01    4.088897e-01    6.543896e-01    8.772722e-01    9.991362e-01    9.446582e-01    8.044980e-01    5.803568e-01    4.600349e-01    4.252157e-01    3.820736e-01    2.949735e-01
54        4.524555e-01    3.043526e+15    2.589204e-01    4.601594e-01    6.499742e-02    1.687608e-01    4.001150e-01    6.397304e-01    8.570951e-01    9.756220e-01    9.222119e-01    7.852857e-01    5.664637e-01    4.490169e-01    4.150308e-01    3.729212e-01    2.879066e-01
55        4.607864e-01    3.065818e+15    2.535855e-01    4.503351e-01    6.361779e-02    1.652736e-01    3.916883e-01    6.256444e-01    8.377007e-01    9.530124e-01    9.006259e-01    7.668082e-01    5.531014e-01    4.384198e-01    4.052349e-01    3.641183e-01    2.811096e-01
56        4.691676e-01    3.116621e+15    2.487119e-01    4.413516e-01    6.235784e-02    1.620892e-01    3.839845e-01    6.127594e-01    8.199547e-01    9.323179e-01    8.808656e-01    7.498921e-01    5.408677e-01    4.287176e-01    3.962664e-01    3.560589e-01    2.748867e-01
57        4.782464e-01    3.141504e+15    2.439333e-01    4.325356e-01    6.112281e-02    1.589678e-01    3.764258e-01    6.001111e-01    8.025301e-01    9.119924e-01    8.614554e-01    7.332744e-01    5.288494e-01    4.191863e-01    3.874556e-01    3.481412e-01    2.687732e-01
58        4.866133e-01    3.188678e+15    2.388907e-01    4.232248e-01    5.981989e-02    1.556750e-01    3.684445e-01    5.867492e-01    7.841178e-01    8.905091e-01    8.409372e-01    7.157070e-01    5.161437e-01    4.091097e-01    3.781409e-01    3.397707e-01    2.623101e-01
59        4.953515e-01    3.221338e+15    2.343562e-01    4.148459e-01    5.864856e-02    1.527149e-01    3.612631e-01    5.747217e-01    7.675406e-01    8.711622e-01    8.224575e-01    6.998840e-01    5.046994e-01    4.000334e-01    3.697508e-01    3.322310e-01    2.564884e-01
60        5.038872e-01    3.263846e+15    2.297451e-01    4.063192e-01    5.745776e-02    1.497057e-01    3.539564e-01    5.624791e-01    7.506634e-01    8.514607e-01    8.036372e-01    6.837683e-01    4.930430e-01    3.907888e-01    3.612052e-01    3.245516e-01    2.505589e-01
61        5.167221e-01    3.312576e+15    2.253511e-01    3.981886e-01    5.632330e-02    1.468389e-01    3.469901e-01    5.508026e-01    7.345635e-01    8.326625e-01    7.856783e-01    6.683893e-01    4.819192e-01    3.819666e-01    3.530500e-01    3.172230e-01    2.449002e-01
62        5.293631e-01    3.359232e+15    2.189367e-01    3.863103e-01    5.466767e-02    1.426552e-01    3.368145e-01    5.337399e-01    7.110318e-01    8.051805e-01    7.594205e-01    6.459024e-01    4.656536e-01    3.690664e-01    3.411251e-01    3.065068e-01    2.366258e-01
63        5.423567e-01    3.424032e+15    2.128102e-01    3.749550e-01    5.308686e-02    1.386607e-01    3.270889e-01    5.174241e-01    6.885245e-01    7.788879e-01    7.342962e-01    6.243846e-01    4.500884e-01    3.567216e-01    3.297136e-01    2.962520e-01    2.287076e-01
64        5.551301e-01    3.475354e+15    2.067281e-01    3.636733e-01    5.151805e-02    1.346965e-01    3.174280e-01    5.012102e-01    6.661532e-01    7.527478e-01    7.093151e-01    6.029883e-01    4.346106e-01    3.444460e-01    3.183661e-01    2.860546e-01    2.208337e-01
65        5.678792e-01    3.538598e+15    2.009572e-01    3.529612e-01    5.002996e-02    1.309362e-01    3.082562e-01    4.858117e-01    6.449029e-01    7.279125e-01    6.855789e-01    5.826569e-01    4.199028e-01    3.327811e-01    3.075830e-01    2.763644e-01    2.133515e-01
66        5.808353e-01    3.598733e+15    1.953914e-01    3.426230e-01    4.859520e-02    1.273107e-01    2.994059e-01    4.709481e-01    6.243876e-01    7.039316e-01    6.626574e-01    5.630225e-01    4.056987e-01    3.215156e-01    2.971692e-01    2.670061e-01    2.061256e-01
67        5.935844e-01    3.651091e+15    1.899353e-01    3.324829e-01    4.718913e-02    1.237575e-01    2.907261e-01    4.563670e-01    6.042594e-01    6.803995e-01    6.401633e-01    5.437533e-01    3.917586e-01    3.104594e-01    2.869489e-01    2.578216e-01    1.990338e-01
68        6.060591e-01    3.719520e+15    1.847370e-01    3.228169e-01    4.584987e-02    1.203731e-01    2.824530e-01    4.424658e-01    5.850675e-01    6.579589e-01    6.187112e-01    5.253761e-01    3.784636e-01    2.999148e-01    2.772014e-01    2.490620e-01    1.922701e-01
69        6.222196e-01    3.771360e+15    1.798205e-01    3.136704e-01    4.458353e-02    1.171728e-01    2.746254e-01    4.293105e-01    5.669034e-01    6.367175e-01    5.984045e-01    5.079795e-01    3.658776e-01    2.899325e-01    2.679738e-01    2.407697e-01    1.858672e-01
70        6.377325e-01    3.857414e+15    1.736590e-01    3.022030e-01    4.299697e-02    1.131631e-01    2.648122e-01    4.128154e-01    5.441262e-01    6.100785e-01    5.729365e-01    4.861605e-01    3.500921e-01    2.774126e-01    2.564003e-01    2.303692e-01    1.778365e-01
71        6.531381e-01    3.919622e+15    1.679611e-01    2.915936e-01    4.153021e-02    1.094559e-01    2.557340e-01    3.975532e-01    5.230498e-01    5.854261e-01    5.493667e-01    4.659672e-01    3.354824e-01    2.658252e-01    2.456889e-01    2.207434e-01    1.704039e-01
72        6.684412e-01    4.001011e+15    1.625197e-01    2.814578e-01    4.012988e-02    1.059163e-01    2.470617e-01    3.829716e-01    5.029121e-01    5.618698e-01    5.268440e-01    4.466705e-01    3.215213e-01    2.547521e-01    2.354529e-01    2.115448e-01    1.633013e-01
73        6.841289e-01    4.067885e+15    1.573115e-01    2.717533e-01    3.878996e-02    1.025291e-01    2.387589e-01    3.690099e-01    4.836298e-01    5.393127e-01    5.052761e-01    4.281915e-01    3.081516e-01    2.441481e-01    2.256506e-01    2.027359e-01    1.564995e-01
74        6.991308e-01    4.148755e+15    1.521687e-01    2.621681e-01    3.746722e-02    9.918500e-02    2.305584e-01    3.552196e-01    4.645840e-01    5.170312e-01    4.839714e-01    4.099377e-01    2.949447e-01    2.336732e-01    2.159676e-01    1.940343e-01    1.497805e-01
75        7.148173e-01    4.219258e+15    1.474274e-01    2.533292e-01    3.624807e-02    9.610251e-02    2.229967e-01    3.425031e-01    4.470210e-01    4.964840e-01    4.643245e-01    3.931042e-01    2.827653e-01    2.240133e-01    2.070379e-01    1.860096e-01    1.435843e-01
76        7.296348e-01    4.293389e+15    1.426344e-01    2.443950e-01    3.501818e-02    9.298890e-02    2.153511e-01    3.296613e-01    4.292988e-01    4.757616e-01    4.445145e-01    3.761323e-01    2.704864e-01    2.142745e-01    1.980353e-01    1.779194e-01    1.373374e-01
77        7.384454e-01    4.354042e+15    1.382598e-01    2.362396e-01    3.389594e-02    9.014750e-02    2.083721e-01    3.179394e-01    4.131225e-01    4.568469e-01    4.264324e-01    3.606409e-01    2.592785e-01    2.053851e-01    1.898179e-01    1.705349e-01    1.316355e-01
78        7.471127e-01    4.399661e+15    1.357392e-01    2.315399e-01    3.324943e-02    8.851043e-02    2.043503e-01    3.111847e-01    4.038013e-01    4.459479e-01    4.160132e-01    3.517144e-01    2.528202e-01    2.002629e-01    1.850829e-01    1.662798e-01    1.283499e-01
79        7.557563e-01    4.439059e+15    1.333195e-01    2.270281e-01    3.262888e-02    8.693903e-02    2.004894e-01    3.047002e-01    3.948530e-01    4.354847e-01    4.060107e-01    3.431449e-01    2.466203e-01    1.953455e-01    1.805373e-01    1.621948e-01    1.251957e-01
80        7.645501e-01    4.488826e+15    1.309531e-01    2.226155e-01    3.202198e-02    8.540226e-02    1.967134e-01    2.983579e-01    3.861005e-01    4.252503e-01    3.962267e-01    3.347625e-01    2.405556e-01    1.905354e-01    1.760908e-01    1.581990e-01    1.221104e-01
81        7.732437e-01    4.523040e+15    1.285948e-01    2.182173e-01    3.141703e-02    8.387064e-02    1.929499e-01    2.920354e-01    3.773744e-01    4.150457e-01    3.864708e-01    3.264041e-01    2.345083e-01    1.857391e-01    1.716571e-01    1.542146e-01    1.190338e-01
82        7.818658e-01    4.576435e+15    1.263094e-01    2.139542e-01    3.083041e-02    8.238608e-02    1.893026e-01    2.859051e-01    3.689108e-01    4.051460e-01    3.770056e-01    3.182943e-01    2.286407e-01    1.810853e-01    1.673551e-01    1.503487e-01    1.160487e-01
83        7.899225e-01    4.613760e+15    1.240917e-01    2.098160e-01    3.026042e-02    8.094487e-02    1.857630e-01    2.799499e-01    3.606842e-01    3.955189e-01    3.677993e-01    3.104058e-01    2.229331e-01    1.765583e-01    1.631703e-01    1.465880e-01    1.131449e-01
84        7.985691e-01    4.661453e+15    1.220688e-01    2.060392e-01    2.973926e-02    7.962925e-02    1.825341e-01    2.745078e-01    3.531582e-01    3.867047e-01    3.593678e-01    3.031801e-01    2.177045e-01    1.724112e-01    1.593368e-01    1.431430e-01    1.104848e-01
85        8.079366e-01    4.705517e+15    1.199451e-01    2.020730e-01    2.919073e-02    7.824669e-02    1.791444e-01    2.687861e-01    3.452378e-01    3.774222e-01    3.504858e-01    2.955673e-01    2.121958e-01    1.680419e-01    1.552977e-01    1.395132e-01    1.076820e-01
86        8.179097e-01    4.753210e+15    1.176579e-01    1.978261e-01    2.859945e-02    7.675501e-02    1.755098e-01    2.626736e-01    3.367936e-01    3.675460e-01    3.410438e-01    2.874787e-01    2.063440e-01    1.634008e-01    1.510074e-01    1.356578e-01    1.047051e-01
87        8.273126e-01    4.805050e+15    1.152404e-01    1.933600e-01    2.797393e-02    7.517571e-02    1.716825e-01    2.562588e-01    3.279480e-01    3.572193e-01    3.311788e-01    2.790316e-01    2.002344e-01    1.585553e-01    1.465283e-01    1.316327e-01    1.015971e-01
88        8.367806e-01    4.844448e+15    1.129769e-01    1.892024e-01    2.738772e-02    7.369432e-02    1.681146e-01    2.503013e-01    3.197500e-01    3.476689e-01    3.220635e-01    2.712304e-01    1.945934e-01    1.540817e-01    1.423930e-01    1.279166e-01    9.872785e-02
89        8.461851e-01    4.897325e+15    1.107049e-01    1.850563e-01    2.679872e-02    7.220441e-02    1.645506e-01    2.443761e-01    3.116156e-01    3.382153e-01    3.130499e-01    2.635209e-01    1.890203e-01    1.496623e-01    1.383078e-01    1.242455e-01    9.589341e-02
90        8.550618e-01    4.942944e+15    1.084484e-01    1.809699e-01    2.621300e-02    7.072106e-02    1.610311e-01    2.385546e-01    3.036465e-01    3.289808e-01    3.042560e-01    2.560048e-01    1.835891e-01    1.453557e-01    1.343269e-01    1.206683e-01    9.313144e-02
91        8.648939e-01    4.991674e+15    1.063141e-01    1.771389e-01    2.565822e-02    6.931418e-02    1.577240e-01    2.331173e-01    2.962283e-01    3.204144e-01    2.961105e-01    2.490489e-01    1.785649e-01    1.413722e-01    1.306447e-01    1.173595e-01    9.057682e-02
92        8.737440e-01    5.038848e+15    1.039348e-01    1.729108e-01    2.503879e-02    6.774102e-02    1.540648e-01    2.271423e-01    2.881080e-01    3.110750e-01    2.872454e-01    2.414862e-01    1.731052e-01    1.370438e-01    1.266438e-01    1.137645e-01    8.780124e-02
93        8.896015e-01    5.091725e+15    1.017883e-01    1.691282e-01    2.447925e-02    6.631822e-02    1.507840e-01    2.218160e-01    2.808931e-01    3.028054e-01    2.794073e-01    2.348056e-01    1.682844e-01    1.332223e-01    1.231116e-01    1.105906e-01    8.535084e-02
94        9.046597e-01    5.176742e+15    9.784677e-02    1.622987e-01    2.344915e-02    6.369250e-02    1.448342e-01    2.122704e-01    2.680512e-01    2.881927e-01    2.656008e-01    2.230598e-01    1.598167e-01    1.265111e-01    1.169084e-01    1.050169e-01    8.104804e-02
95        9.206303e-01    5.251392e+15    9.402410e-02    1.557921e-01    2.244744e-02    6.113279e-02    1.391388e-01    2.032489e-01    2.560055e-01    2.745960e-01    2.527998e-01    2.121926e-01    1.519907e-01    1.203098e-01    1.111768e-01    9.986731e-02    7.707278e-02
96        9.361180e-01    5.329152e+15    8.987783e-02    1.488681e-01    2.135791e-02    5.834139e-02    1.330470e-01    1.937332e-01    2.434064e-01    2.605047e-01    2.395875e-01    2.010036e-01    1.439431e-01    1.139346e-01    1.052847e-01    9.457367e-02    7.298663e-02
97        9.513030e-01    5.406912e+15    8.581759e-02    1.421785e-01    2.028892e-02    5.559769e-02    1.271398e-01    1.845983e-01    2.313859e-01    2.471522e-01    2.271064e-01    1.904537e-01    1.363623e-01    1.079303e-01    9.973557e-02    8.958842e-02    6.913874e-02
98        9.658515e-01    5.495040e+15    8.184706e-02    1.356956e-01    1.924221e-02    5.290799e-02    1.214009e-01    1.757841e-01    2.198370e-01    2.343847e-01    2.151980e-01    1.804009e-01    1.291436e-01    1.022137e-01    9.445238e-02    8.484222e-02    6.547549e-02
