1.000000e+09 1.001613e+09 0.000000e+00
1.001613e+09 1.003229e+09 0.000000e+00
1.003229e+09 1.004847e+09 0.000000e+00
1.004847e+09 1.006468e+09 0.000000e+00
1.006468e+09 1.008092e+09 0.000000e+00
1.008092e+09 1.009718e+09 0.000000e+00
1.009718e+09 1.011347e+09 0.000000e+00
1.011347e+09 1.012978e+09 0.000000e+00
1.012978e+09 1.014612e+09 0.000000e+00
1.014612e+09 1.016249e+09 0.000000e+00
1.016249e+09 1.017888e+09 0.000000e+00
1.017888e+09 1.019530e+09 0.000000e+00
1.019530e+09 1.021175e+09 0.000000e+00
1.021175e+09 1.022822e+09 0.000000e+00
1.022822e+09 1.024472e+09 0.000000e+00
1.024472e+09 1.026124e+09 0.000000e+00
1.026124e+09 1.027780e+09 0.000000e+00
1.027780e+09 1.029438e+09 0.000000e+00
1.029438e+09 1.031098e+09 0.000000e+00
1.031098e+09 1.032761e+09 0.000000e+00
1.032761e+09 1.034427e+09 0.000000e+00
1.034427e+09 1.036096e+09 0.000000e+00
1.036096e+09 1.037767e+09 0.000000e+00
1.037767e+09 1.039441e+09 0.000000e+00
1.039441e+09 1.041118e+09 0.000000e+00
1.041118e+09 1.042798e+09 0.000000e+00
1.042798e+09 1.044480e+09 0.000000e+00
1.044480e+09 1.046165e+09 0.000000e+00
1.046165e+09 1.047852e+09 0.000000e+00
1.047852e+09 1.049542e+09 0.000000e+00
1.049542e+09 1.051235e+09 0.000000e+00
1.051235e+09 1.052931e+09 0.000000e+00
1.052931e+09 1.054630e+09 0.000000e+00
1.054630e+09 1.056331e+09 0.000000e+00
1.056331e+09 1.058035e+09 0.000000e+00
1.058035e+09 1.059742e+09 0.000000e+00
1.059742e+09 1.061451e+09 0.000000e+00
1.061451e+09 1.063163e+09 0.000000e+00
1.063163e+09 1.064878e+09 0.000000e+00
1.064878e+09 1.066596e+09 0.000000e+00
1.066596e+09 1.068317e+09 0.000000e+00
1.068317e+09 1.070040e+09 0.000000e+00
1.070040e+09 1.071766e+09 0.000000e+00
1.071766e+09 1.073495e+09 0.000000e+00
1.073495e+09 1.075227e+09 0.000000e+00
1.075227e+09 1.076961e+09 0.000000e+00
1.076961e+09 1.078698e+09 0.000000e+00
1.078698e+09 1.080438e+09 0.000000e+00
1.080438e+09 1.082181e+09 0.000000e+00
1.082181e+09 1.083927e+09 0.000000e+00
1.083927e+09 1.085675e+09 0.000000e+00
1.085675e+09 1.087427e+09 0.000000e+00
1.087427e+09 1.089181e+09 0.000000e+00
1.089181e+09 1.090938e+09 0.000000e+00
1.090938e+09 1.092698e+09 0.000000e+00
1.092698e+09 1.094460e+09 0.000000e+00
