izn          menc_Msun       radius_cm         tau3keV         tau6keV         tau1keV         tau2keV         tau5keV        tau10keV        tau20keV        tau50keV       tau100keV       tau200keV       tau500keV       tau847keV      tau1000keV      tau1238keV      tau2000keV
0         4.720683e-08    8.640000e+12    1.482559e+00    2.437149e+00    3.891007e-01    1.001088e+00    2.154487e+00    3.318474e+00    4.354869e+00    4.825388e+00    4.505533e+00    3.806201e+00    2.734208e+00    2.165470e+00    2.001297e+00    1.797913e+00    1.387710e+00
1         5.209976e-07    1.781222e+13    1.467576e+00    2.413065e+00    3.851423e-01    9.908957e-01    2.133075e+00    3.285979e+00    4.312614e+00    4.779075e+00    4.462507e+00    3.769966e+00    2.708221e+00    2.144895e+00    1.982283e+00    1.780833e+00    1.374528e+00
2         7.531176e-05    9.524736e+13    1.447010e+00    2.380006e+00    3.797088e-01    9.769053e-01    2.103683e+00    3.241376e+00    4.254613e+00    4.715503e+00    4.403446e+00    3.720229e+00    2.672549e+00    2.116653e+00    1.956183e+00    1.757388e+00    1.356433e+00
3         2.241859e-04    1.806106e+14    1.287166e+00    2.123067e+00    3.374788e-01    8.681694e-01    1.875246e+00    2.894711e+00    3.803819e+00    4.221410e+00    3.944418e+00    3.333663e+00    2.395307e+00    1.897152e+00    1.753335e+00    1.575167e+00    1.215800e+00
4         6.187699e-04    2.658355e+14    1.227276e+00    2.026796e+00    3.216560e-01    8.274278e-01    1.789655e+00    2.764821e+00    3.634914e+00    4.036282e+00    3.772427e+00    3.188823e+00    2.291429e+00    1.814909e+00    1.677331e+00    1.506891e+00    1.163107e+00
5         1.078353e-03    3.405542e+14    1.165486e+00    1.927472e+00    3.053314e-01    7.853946e-01    1.701350e+00    2.630813e+00    3.460654e+00    3.845284e+00    3.594984e+00    3.039391e+00    2.184258e+00    1.730058e+00    1.598917e+00    1.436451e+00    1.108743e+00
6         2.659219e-03    4.391194e+14    1.126202e+00    1.864324e+00    2.949525e-01    7.586705e-01    1.645207e+00    2.545613e+00    3.349862e+00    3.723851e+00    3.482169e+00    2.944384e+00    2.116120e+00    1.676111e+00    1.549063e+00    1.391667e+00    1.074180e+00
7         4.488850e-03    5.487437e+14    1.044484e+00    1.732967e+00    2.733630e-01    7.030805e-01    1.528421e+00    2.368384e+00    3.119399e+00    3.471251e+00    3.247496e+00    2.746756e+00    1.974383e+00    1.563894e+00    1.445359e+00    1.298508e+00    1.002282e+00
8         8.964167e-03    6.981120e+14    9.854979e-01    1.638150e+00    2.577791e-01    6.629545e-01    1.444123e+00    2.240457e+00    2.953045e+00    3.288920e+00    3.078104e+00    2.604104e+00    1.872075e+00    1.482893e+00    1.370503e+00    1.231265e+00    9.503854e-01
9         1.784998e-02    8.501760e+14    8.949924e-01    1.492668e+00    2.338679e-01    6.013867e-01    1.314779e+00    2.044171e+00    2.697800e+00    3.009158e+00    2.818196e+00    2.385225e+00    1.715096e+00    1.358609e+00    1.255647e+00    1.128089e+00    8.707567e-01
10        2.799012e-02    1.096243e+15    7.782697e-01    1.305042e+00    2.030302e-01    5.219843e-01    1.147967e+00    1.791025e+00    2.368615e+00    2.648356e+00    2.482998e+00    2.102942e+00    1.512645e+00    1.198323e+00    1.107521e+00    9.950248e-01    7.680616e-01
11        3.573537e-02    1.190938e+15    6.941657e-01    1.169849e+00    1.808103e-01    4.647712e-01    1.027772e+00    1.608621e+00    2.131422e+00    2.388380e+00    2.241472e+00    1.899542e+00    1.366769e+00    1.082828e+00    1.000788e+00    8.991457e-01    6.940646e-01
12        4.388573e-02    1.330560e+15    6.474208e-01    1.094708e+00    1.684605e-01    4.329723e-01    9.609669e-01    1.507240e+00    1.999589e+00    2.243884e+00    2.107230e+00    1.786492e+00    1.285690e+00    1.018635e+00    9.414652e-01    8.458555e-01    6.529366e-01
13        4.961839e-02    1.391386e+15    6.069674e-01    1.029681e+00    1.577729e-01    4.054533e-01    9.031532e-01    1.419504e+00    1.885499e+00    2.118834e+00    1.991054e+00    1.688655e+00    1.215522e+00    9.630817e-01    8.901259e-01    7.997369e-01    6.173435e-01
14        5.603555e-02    1.482624e+15    5.825300e-01    9.903983e-01    1.513166e-01    3.888295e-01    8.682285e-01    1.366503e+00    1.816577e+00    2.043291e+00    1.920872e+00    1.629552e+00    1.173134e+00    9.295216e-01    8.591118e-01    7.718766e-01    5.958416e-01
15        6.230036e-02    1.526170e+15    5.579980e-01    9.509631e-01    1.448354e-01    3.721413e-01    8.331683e-01    1.313296e+00    1.747387e+00    1.967454e+00    1.850416e+00    1.570218e+00    1.130580e+00    8.958303e-01    8.279764e-01    7.439073e-01    5.742556e-01
16        6.878357e-02    1.616717e+15    5.361422e-01    9.158289e-01    1.390612e-01    3.572738e-01    8.019322e-01    1.265891e+00    1.685741e+00    1.899885e+00    1.787641e+00    1.517352e+00    1.092665e+00    8.658116e-01    8.002351e-01    7.189870e-01    5.550228e-01
17        7.543748e-02    1.654733e+15    5.154185e-01    8.825140e-01    1.335861e-01    3.431764e-01    7.723136e-01    1.220941e+00    1.627286e+00    1.835813e+00    1.728115e+00    1.467222e+00    1.056712e+00    8.373466e-01    7.739295e-01    6.953564e-01    5.367853e-01
18        8.230894e-02    1.743206e+15    4.957890e-01    8.509553e-01    1.284002e-01    3.298237e-01    7.442571e-01    1.178358e+00    1.571908e+00    1.775110e+00    1.671718e+00    1.419726e+00    1.022648e+00    8.103770e-01    7.490058e-01    6.729672e-01    5.195059e-01
19        8.879927e-02    1.784678e+15    4.770048e-01    8.207543e-01    1.234376e-01    3.170462e-01    7.174080e-01    1.137606e+00    1.518910e+00    1.717014e+00    1.617742e+00    1.374269e+00    9.900459e-01    7.845651e-01    7.251521e-01    6.515391e-01    5.029682e-01
20        9.550118e-02    1.861402e+15    4.605468e-01    7.942911e-01    1.190897e-01    3.058513e-01    6.938823e-01    1.101896e+00    1.472467e+00    1.666102e+00    1.570439e+00    1.334431e+00    9.614740e-01    7.619437e-01    7.042469e-01    6.327597e-01    4.884748e-01
21        1.046808e-01    1.908403e+15    4.447165e-01    7.687957e-01    1.149085e-01    2.950880e-01    6.712274e-01    1.067465e+00    1.427651e+00    1.616928e+00    1.524732e+00    1.295928e+00    9.338551e-01    7.400764e-01    6.840383e-01    6.146060e-01    4.744641e-01
22        1.138890e-01    2.003098e+15    4.244859e-01    7.361848e-01    1.095657e-01    2.813361e-01    6.422567e-01    1.023405e+00    1.370277e+00    1.553944e+00    1.466175e+00    1.246593e+00    8.984646e-01    7.120554e-01    6.581429e-01    5.913436e-01    4.565106e-01
23        1.231733e-01    2.060467e+15    4.057241e-01    7.058963e-01    1.046119e-01    2.685877e-01    6.153602e-01    9.824521e-01    1.316911e+00    1.495310e+00    1.411642e+00    1.200637e+00    8.654937e-01    6.859494e-01    6.340172e-01    5.696709e-01    4.397838e-01
24        1.326445e-01    2.144102e+15    3.885802e-01    6.780142e-01    1.000899e-01    2.569618e-01    5.906514e-01    9.446160e-01    1.267428e+00    1.440722e+00    1.360776e+00    1.157722e+00    8.346871e-01    6.615544e-01    6.114721e-01    5.494176e-01    4.241520e-01
25        1.448927e-01    2.213222e+15    3.723426e-01    6.515534e-01    9.580817e-02    2.459564e-01    5.672149e-01    9.086735e-01    1.220376e+00    1.388760e+00    1.312333e+00    1.116840e+00    8.053348e-01    6.383102e-01    5.899905e-01    5.301196e-01    4.092574e-01
26        1.572242e-01    2.302387e+15    3.528853e-01    6.197932e-01    9.067862e-02    2.327746e-01    5.390976e-01    8.654981e-01    1.163812e+00    1.326236e+00    1.254020e+00    1.067617e+00    7.699892e-01    6.103191e-01    5.641219e-01    5.068803e-01    3.913207e-01
27        1.697169e-01    2.401920e+15    3.351197e-01    5.905336e-01    8.600098e-02    2.207683e-01    5.132575e-01    8.255498e-01    1.111254e+00    1.267865e+00    1.199464e+00    1.021503e+00    7.368549e-01    5.840756e-01    5.398678e-01    4.850908e-01    3.745024e-01
28        1.823643e-01    2.455834e+15    3.189621e-01    5.636822e-01    8.175218e-02    2.098757e-01    4.896022e-01    7.887322e-01    1.062614e+00    1.213596e+00    1.148635e+00    9.784873e-01    7.059261e-01    5.595758e-01    5.172247e-01    4.647481e-01    3.588002e-01
29        1.907107e-01    2.551910e+15    3.039926e-01    5.385892e-01    7.782074e-02    1.998085e-01    4.675476e-01    7.541854e-01    1.016795e+00    1.162254e+00    1.100455e+00    9.376653e-01    6.765575e-01    5.363091e-01    4.957209e-01    4.454284e-01    3.438872e-01
30        1.993106e-01    2.579558e+15    2.948848e-01    5.232106e-01    7.543127e-02    1.936958e-01    4.540576e-01    7.329414e-01    9.885281e-01    1.130469e+00    1.070581e+00    9.123292e-01    6.583211e-01    5.218603e-01    4.823666e-01    4.334302e-01    3.346255e-01
31        2.077098e-01    2.654899e+15    2.860821e-01    5.082649e-01    7.312374e-02    1.877972e-01    4.409667e-01    7.122428e-01    9.609206e-01    1.099344e+00    1.041292e+00    8.874725e-01    6.404235e-01    5.076789e-01    4.692594e-01    4.216538e-01    3.255347e-01
32        2.161876e-01    2.690150e+15    2.779345e-01    4.943611e-01    7.098952e-02    1.823455e-01    4.288049e-01    6.929425e-01    9.351219e-01    1.070188e+00    1.013829e+00    8.641506e-01    6.236257e-01    4.943680e-01    4.569565e-01    4.106000e-01    3.170017e-01
33        2.247936e-01    2.753741e+15    2.701533e-01    4.810162e-01    6.895278e-02    1.771464e-01    4.171474e-01    6.743762e-01    9.102514e-01    1.042018e+00    9.872661e-01    8.415800e-01    6.073640e-01    4.814812e-01    4.450456e-01    3.998982e-01    3.087401e-01
34        2.333907e-01    2.791066e+15    2.626349e-01    4.680614e-01    6.698624e-02    1.721298e-01    4.058447e-01    6.563142e-01    8.860086e-01    1.014500e+00    9.612945e-01    8.194993e-01    5.914507e-01    4.688698e-01    4.333890e-01    3.894247e-01    3.006548e-01
